Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000349,12.786823,[ 4 40] ; [3 1],[ 6.41666667 37.58333333] ; [0.58333333 3.41666667],1
p3,1,0.016229,5.777864,[ 4 41] ; [2 2],[ 5.51020408 39.48979592] ; [0.48979592 3.51020408],0
s8,1,0.033169,4.537037,[ 5 40] ; [2 2],[ 6.42857143 38.57142857] ; [0.57142857 3.42857143],0
p2,1,0.044431,4.040098,[12 33] ; [3 1],[13.7755102 31.2244898] ; [1.2244898 2.7755102],0
s3,1,0.083825,2.989132,[14 30] ; [3 1],[15.58333333 28.41666667] ; [1.41666667 2.58333333],0
b4,1,0.097609,2.744176,[30 15] ; [1 3],[28.46938776 16.53061224] ; [2.53061224 1.46938776],0
a3,1,0.105645,2.618182,[29 15] ; [1 3],[27.5 16.5] ; [2.5 1.5],0
s2,1,0.125437,2.348091,[ 8 37] ; [2 2],[ 9.18367347 35.81632653] ; [0.81632653 3.18367347],0
p11,1,0.206571,1.595296,[19 26] ; [3 1],[20.20408163 24.79591837] ; [1.79591837 2.20408163],0
a6,1,0.206571,1.595296,[19 26] ; [3 1],[20.20408163 24.79591837] ; [1.79591837 2.20408163],0
s1,1,0.307675,1.040631,[ 4 41] ; [1 3],[ 4.59183673 40.40816327] ; [0.40816327 3.59183673],0
a2,1,0.307675,1.040631,[ 4 41] ; [1 3],[ 4.59183673 40.40816327] ; [0.40816327 3.59183673],0
b1,1,0.35891,0.841704,[23 22] ; [3 1],[23.87755102 21.12244898] ; [2.12244898 1.87755102],0
u3,1,0.363823,0.824653,[ 2 14] ; [1 2],[ 2.52631579 13.47368421] ; [0.47368421 2.52631579],0
n4,1,0.440108,0.596002,[31 14] ; [2 2],[30.30612245 14.69387755] ; [2.69387755 1.30612245],0
r2,1,0.488256,0.480368,[24 18] ; [3 1],[24.65217391 17.34782609] ; [2.34782609 1.65217391],0
s5,1,0.537546,0.380108,[ 6 38] ; [1 3],[ 6.41666667 37.58333333] ; [0.58333333 3.41666667],0
d1,1,0.555158,0.348158,[18 27] ; [1 3],[17.44897959 27.55102041] ; [1.55102041 2.44897959],0
u2,1,0.569653,0.323264,[ 3 13] ; [1 2],[ 3.36842105 12.63157895] ; [0.63157895 2.36842105],0
s6,1,0.581909,0.303158,[ 9 36] ; [1 2],[ 9.375 35.625] ; [0.625 2.375],0
p10,1,0.589639,0.290909,[16 28] ; [2 2],[16.5 27.5] ; [1.5 2.5],0
d5,1,0.630672,0.23115,[28 17] ; [2 2],[27.55102041 17.44897959] ; [2.44897959 1.55102041],0
n5,1,0.696566,0.152069,[27 18] ; [2 2],[26.63265306 18.36734694] ; [2.36734694 1.63265306],0
r1,1,0.696566,0.152069,[18 27] ; [2 2],[18.36734694 26.63265306] ; [1.63265306 2.36734694],0
v3,1,0.720731,0.127793,[ 8 37] ; [1 3],[ 8.26530612 36.73469388] ; [0.73469388 3.26530612],0
p9,1,0.752814,0.099182,[18 25] ; [2 2],[18.29787234 24.70212766] ; [1.70212766 2.29787234],0
a4,1,0.778195,0.079339,[14 30] ; [1 3],[13.75 30.25] ; [1.25 2.75],0
n6,1,0.792411,0.069264,[19 25] ; [2 2],[19.25 24.75] ; [1.75 2.25],0
d4,1,0.799389,0.064586,[31 14] ; [3 1],[31.2244898 13.7755102] ; [2.7755102 1.2244898],0
d2,1,0.861327,0.030515,[20 24] ; [2 2],[20.16666667 23.83333333] ; [1.83333333 2.16666667],0
a5,1,0.898137,0.016388,[21 24] ; [2 2],[21.12244898 23.87755102] ; [1.87755102 2.12244898],0
n2,1,0.901694,0.015257,[10 12] ; [1 1],[10.08333333 11.91666667] ; [0.91666667 1.08333333],0
n3,1,0.948644,0.004149,[10 11] ; [1 1],[10.04347826 10.95652174] ; [0.95652174 1.04347826],0
s7,1,0.958679,0.002684,[11 31] ; [1 3],[10.95652174 31.04347826] ; [1.04347826 2.95652174],0
b2,1,0.964716,0.001957,[15 16] ; [1 1],[15.03030303 15.96969697] ; [0.96969697 1.03030303],0
b3,1,0.964716,0.001957,[15 16] ; [1 1],[15.03030303 15.96969697] ; [0.96969697 1.03030303],0
a7,1,0.96602,0.001815,[23 22] ; [2 2],[22.95918367 22.04081633] ; [2.04081633 1.95918367],0
r4,1,0.980246,0.000613,[11 34] ; [1 3],[11.02040816 33.97959184] ; [0.97959184 3.02040816],0
v1,1,1.0,0.0,[11 33] ; [1 3],[11. 33.] ; [1. 3.],0
v2,1,1.0,0.0,[11 33] ; [1 3],[11. 33.] ; [1. 3.],0
