Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.009493,6.727665,[ 3 19] ; [8 7],[ 6.54054054 15.45945946] ; [ 4.45945946 10.54054054],0
v2,1,0.013262,6.133869,[ 9 14] ; [12  3],[12.71052632 10.28947368] ; [8.28947368 6.71052632],0
a4,1,0.042817,4.102597,[ 4 20] ; [7 8],[ 6.76923077 17.23076923] ; [ 4.23076923 10.76923077],0
v3,1,0.06416,3.426437,[ 8 16] ; [9 5],[10.73684211 13.26315789] ; [6.26315789 7.73684211],0
a5,1,0.092003,2.838971,[11 13] ; [11  4],[13.53846154 10.46153846] ; [8.46153846 6.53846154],0
a3,1,0.101803,2.677071,[13 11] ; [12  3],[15.38461538  8.61538462] ; [9.61538462 5.38461538],0
b5,1,0.204196,1.612103,[11 13] ; [10  5],[12.92307692 11.07692308] ; [8.07692308 6.92307692],0
s2,1,0.204621,1.609084,[14 10] ; [11  3],[15.78947368  8.21052632] ; [9.21052632 4.78947368],0
s7,1,0.2473,1.33849,[12 10] ; [11  4],[13.67567568  8.32432432] ; [9.32432432 5.67567568],0
n6,1,0.253555,1.303611,[17  7] ; [13  2],[18.46153846  5.53846154] ; [11.53846154  3.46153846],0
s6,1,0.253555,1.303611,[17  7] ; [13  2],[18.46153846  5.53846154] ; [11.53846154  3.46153846],0
u1,1,0.262044,1.257924,[ 3 21] ; [ 4 11],[ 4.30769231 19.69230769] ; [ 2.69230769 12.30769231],0
p3,1,0.267699,1.2285,[ 7 17] ; [7 8],[ 8.61538462 15.38461538] ; [5.38461538 9.61538462],0
p7,1,0.271807,1.207606,[11 13] ; [9 5],[12.63157895 11.36842105] ; [7.36842105 6.63157895],0
n5,1,0.368005,0.81039,[16  8] ; [12  3],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
p2,1,0.368005,0.81039,[16  8] ; [12  3],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
b4,1,0.368005,0.81039,[16  8] ; [12  3],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
r1,1,0.380042,0.770565,[18  6] ; [13  2],[19.07692308  4.92307692] ; [11.92307692  3.07692308],0
d1,1,0.477069,0.505556,[14 10] ; [7 8],[12.92307692 11.07692308] ; [8.07692308 6.92307692],0
n3,1,0.477267,0.505102,[5 2] ; [2 2],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
p6,1,0.482367,0.493506,[ 6 18] ; [5 9],[ 6.94736842 17.05263158] ; [4.05263158 9.94736842],0
s4,1,0.513526,0.426875,[ 5 18] ; [ 2 13],[ 4.23684211 18.76315789] ; [ 2.76315789 12.23684211],0
a2,1,0.527677,0.398864,[ 3 21] ; [ 3 12],[ 3.69230769 20.30769231] ; [ 2.30769231 12.69230769],0
p4,1,0.542227,0.371429,[12 12] ; [9 6],[12.92307692 11.07692308] ; [8.07692308 6.92307692],0
r4,1,0.559109,0.34125,[21  3] ; [14  1],[21.53846154  2.46153846] ; [13.46153846  1.53846154],0
u3,1,0.57077,0.321396,[9 2] ; [2 1],[8.64285714 2.35714286] ; [2.35714286 0.64285714],0
p8,1,0.571257,0.320584,[ 9 15] ; [7 8],[ 9.84615385 14.15384615] ; [6.15384615 8.84615385],0
b2,1,0.589876,0.290538,[ 3 12] ; [ 4 10],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
b3,1,0.589876,0.290538,[ 3 12] ; [ 4 10],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
a8,1,0.629685,0.232488,[ 1 22] ; [ 1 11],[ 1.31428571 21.68571429] ; [ 0.68571429 11.31428571],0
b1,1,0.660768,0.192593,[16  8] ; [11  4],[16.61538462  7.38461538] ; [10.38461538  4.61538462],0
p10,1,0.720786,0.127741,[11 13] ; [6 9],[10.46153846 13.53846154] ; [6.53846154 8.46153846],0
r3,1,0.730579,0.118581,[23  1] ; [14  1],[22.76923077  1.23076923] ; [14.23076923  0.76923077],0
s3,1,0.760652,0.092796,[16  8] ; [10  4],[16.42105263  7.57894737] ; [9.57894737 4.42105263],0
d5,1,0.791857,0.069643,[20  4] ; [12  3],[19.69230769  4.30769231] ; [12.30769231  2.69230769],0
d2,1,0.839436,0.041053,[12 12] ; [8 7],[12.30769231 11.69230769] ; [7.69230769 7.30769231],0
a1,1,0.849286,0.036111,[ 2 22] ; [ 1 14],[ 1.84615385 22.15384615] ; [ 1.15384615 13.84615385],0
a7,1,0.875935,0.024375,[15  9] ; [9 6],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
a6,1,0.875935,0.024375,[15  9] ; [9 6],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
p11,1,0.875935,0.024375,[15  9] ; [9 6],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
d4,1,0.907679,0.013448,[18  6] ; [11  4],[17.84615385  6.15384615] ; [11.15384615  3.84615385],0
d3,1,0.918006,0.010598,[14 10] ; [9 6],[14.15384615  9.84615385] ; [8.84615385 6.15384615],0
n1,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
