Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.012355,6.259259,[112  44] ; [5 8],[108.  48.] ; [9. 4.],0
b1,1,0.03411,4.48919,[61 95] ; [9 4],[64.61538462 91.38461538] ; [5.38461538 7.61538462],0
p3,1,0.593292,0.285232,[72 84] ; [7 6],[72.92307692 83.07692308] ; [6.07692308 6.92307692],0
p1,1,0.601089,0.273357,[  7 149] ; [ 1 12],[  7.38461538 148.61538462] ; [ 0.61538462 12.38461538],0
p4,1,0.857911,0.032053,[88 68] ; [7 6],[87.69230769 68.30769231] ; [7.30769231 5.69230769],0
p5,1,0.867109,0.028,[ 10 144] ; [ 1 12],[ 10.14371257 143.85628743] ; [ 0.85628743 12.14371257],0
