Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.281039,[61  7] ; [16 18],[51.33333333 16.66666667] ; [25.66666667  8.33333333],1
r4,1,3.3e-05,17.225673,[57 12] ; [15 20],[47.76923077 21.23076923] ; [24.23076923 10.76923077],1
p10,1,0.000109,14.980668,[49 19] ; [10 22],[40.12 27.88] ; [18.88 13.12],1
v4,1,0.000137,14.547276,[63  4] ; [22 12],[56.38613861 10.61386139] ; [28.61386139  5.38613861],1
p2,1,0.000332,12.879396,[50 18] ; [13 22],[41.59223301 26.40776699] ; [21.40776699 13.59223301],1
n3,1,0.000476,12.206493,[20  1] ; [7 9],[15.32432432  5.67567568] ; [11.67567568  4.32432432],1
s6,1,0.000871,11.083086,[39 29] ; [ 8 27],[31.02912621 36.97087379] ; [15.97087379 19.02912621],1
p9,1,0.00122,10.459138,[53 15] ; [14 17],[46.02020202 21.97979798] ; [20.97979798 10.02020202],0
n6,1,0.001993,9.556098,[55 14] ; [17 17],[48.23300971 20.76699029] ; [23.76699029 10.23300971],0
p7,1,0.003907,8.326325,[34 32] ; [ 7 26],[27.33333333 38.66666667] ; [13.66666667 19.33333333],0
a1,1,0.007979,7.038211,[ 1 68] ; [ 5 30],[ 3.98076923 65.01923077] ; [ 2.01923077 32.98076923],0
s5,1,0.008535,6.917647,[16 52] ; [ 1 33],[11.33333333 56.66666667] ; [ 5.66666667 28.33333333],0
s3,1,0.008727,6.877803,[34 33] ; [ 8 26],[27.86138614 39.13861386] ; [14.13861386 19.86138614],0
p3,1,0.012739,6.204933,[18 51] ; [ 2 33],[13.26923077 55.73076923] ; [ 6.73076923 28.26923077],0
s2,1,0.020108,5.402526,[27 41] ; [ 6 29],[21.78640777 46.21359223] ; [11.21359223 23.78640777],0
v2,1,0.021667,5.272369,[24 38] ; [ 5 27],[19.12765957 42.87234043] ; [ 9.87234043 22.12765957],0
b2,1,0.025662,4.978663,[ 7 30] ; [ 9 10],[10.57142857 26.42857143] ; [ 5.42857143 13.57142857],0
b3,1,0.025662,4.978663,[ 7 30] ; [ 9 10],[10.57142857 26.42857143] ; [ 5.42857143 13.57142857],0
r1,1,0.034421,4.473684,[43 25] ; [14 20],[38. 30.] ; [19. 15.],0
n2,1,0.036934,4.353432,[18  3] ; [10  8],[15.07692308  5.92307692] ; [12.92307692  5.07692308],0
s8,1,0.040873,4.181282,[20 48] ; [ 4 31],[15.84466019 52.15533981] ; [ 8.15533981 26.84466019],0
p8,1,0.070173,3.278978,[28 39] ; [ 8 26],[23.88118812 43.11881188] ; [12.11881188 21.88118812],0
s4,1,0.150469,2.067491,[16 53] ; [ 4 31],[13.26923077 55.73076923] ; [ 6.73076923 28.26923077],0
s7,1,0.150962,2.0625,[21 45] ; [ 6 27],[18. 48.] ; [ 9. 24.],0
b1,1,0.173928,1.848759,[24 45] ; [17 18],[27.20192308 41.79807692] ; [13.79807692 21.20192308],0
r2,1,0.177632,1.817323,[60  9] ; [26  8],[57.61165049 11.38834951] ; [28.38834951  5.61165049],0
u3,1,0.199966,1.64262,[19 20] ; [ 7 15],[16.62295082 22.37704918] ; [ 9.37704918 12.62295082],0
p1,1,0.260347,1.266908,[ 5 63] ; [ 5 30],[ 6.60194175 61.39805825] ; [ 3.39805825 31.60194175],0
u2,1,0.2743,1.195117,[18 21] ; [ 7 15],[15.98360656 23.01639344] ; [ 9.01639344 12.98360656],0
v1,1,0.279851,1.167814,[26 40] ; [10 25],[23.52475248 42.47524752] ; [12.47524752 22.52475248],0
a5,1,0.299952,1.074409,[33 36] ; [13 22],[30.51923077 38.48076923] ; [15.48076923 19.51923077],0
p6,1,0.303126,1.06039,[ 9 59] ; [ 7 26],[10.77227723 57.22772277] ; [ 5.22772277 27.77227723],0
d5,1,0.343383,0.89776,[29 40] ; [11 23],[26.7961165 42.2038835] ; [13.2038835 20.7961165],0
b4,1,0.445836,0.581215,[37 32] ; [16 19],[35.16346154 33.83653846] ; [17.83653846 17.16346154],0
n5,1,0.463712,0.53692,[48 21] ; [26  8],[49.57281553 19.42718447] ; [24.42718447  9.57281553],0
u1,1,0.507819,0.438559,[ 4 65] ; [ 1 34],[ 3.31730769 65.68269231] ; [ 1.68269231 33.31730769],0
b5,1,0.519412,0.415061,[42 27] ; [19 16],[40.47115385 28.52884615] ; [20.52884615 14.47115385],0
