Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,33.082388,[11 31] ; [113  39],[26.84536082 15.15463918] ; [97.15463918 54.84536082],1
d2,1,0.0,27.905818,[ 8 34] ; [98 53],[23.06735751 18.93264249] ; [82.93264249 68.06735751],1
a4,1,3e-06,21.686054,[ 7 35] ; [87 65],[20.35051546 21.64948454] ; [73.64948454 78.35051546],1
a3,1,4.3e-05,16.728999,[22 20] ; [125  26],[31.98963731 10.01036269] ; [115.01036269  35.98963731],1
u1,1,0.000343,12.819226,[ 2 40] ; [ 49 103],[11.04123711 30.95876289] ; [ 39.95876289 112.04123711],1
p9,1,0.000481,12.188129,[33  9] ; [144   7],[38.51813472  3.48186528] ; [138.48186528  12.51813472],1
p3,1,0.002001,9.548505,[21 21] ; [113  38],[29.16062176 12.83937824] ; [104.83937824  46.16062176],0
n4,1,0.003223,8.676562,[30 12] ; [136  16],[35.93814433  6.06185567] ; [130.06185567  21.93814433],0
s7,1,0.008679,6.887694,[18 20] ; [101  43],[24.84615385 13.15384615] ; [94.15384615 49.84615385],0
s8,1,0.013665,6.080925,[18 24] ; [96 54],[24.9375 17.0625] ; [89.0625 60.9375],0
r1,1,0.013959,6.043314,[29 13] ; [130  22],[34.42268041  7.57731959] ; [124.57731959  27.42268041],0
a6,1,0.016394,5.760141,[23 19] ; [111  39],[29.3125 12.6875] ; [104.6875  45.3125],0
n6,1,0.020945,5.331382,[33  8] ; [139  11],[36.92146597  4.07853403] ; [135.07853403  14.92146597],0
d3,1,0.025423,4.994843,[25 17] ; [116  35],[30.68393782 11.31606218] ; [110.31606218  40.68393782],0
r2,1,0.026251,4.939386,[37  5] ; [146   5],[39.8238342  2.1761658] ; [143.1761658   7.8238342],0
s5,1,0.028675,4.787033,[11 29] ; [67 76],[17.04918033 22.95081967] ; [60.95081967 82.04918033],0
s2,1,0.037077,4.346857,[20 22] ; [98 52],[25.8125 16.1875] ; [92.1875 57.8125],0
u3,1,0.042632,4.109916,[ 9 11] ; [20  7],[12.34042553  7.65957447] ; [16.65957447 10.34042553],0
d5,1,0.043278,4.084517,[31 11] ; [131  20],[35.25388601  6.74611399] ; [126.74611399  24.25388601],0
p10,1,0.045842,3.987385,[33  9] ; [136  15],[36.77720207  5.22279793] ; [132.22279793  18.77720207],0
a7,1,0.050969,3.809286,[27 14] ; [122  30],[31.65284974  9.34715026] ; [117.34715026  34.65284974],0
