Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.225723,[77 27] ; [31 49],[61.04347826 42.95652174] ; [46.95652174 33.04347826],1
d3,1,1.5e-05,18.782538,[68 35] ; [27 53],[53.46994536 49.53005464] ; [41.53005464 38.46994536],1
d5,1,0.001662,9.889429,[80 24] ; [44 36],[70.08695652 33.91304348] ; [53.91304348 26.08695652],0
d4,1,0.004691,7.99483,[79 25] ; [45 35],[70.08695652 33.91304348] ; [53.91304348 26.08695652],0
r4,1,0.007728,7.095495,[66 38] ; [35 45],[57.08695652 46.91304348] ; [43.91304348 36.08695652],0
r3,1,0.011131,6.44429,[90 13] ; [58 22],[83.30054645 19.69945355] ; [64.69945355 15.30054645],0
p10,1,0.01377,6.067368,[74 26] ; [44 34],[66.29213483 33.70786517] ; [51.70786517 26.29213483],0
p3,1,0.026536,4.920732,[48 55] ; [24 55],[40.74725275 62.25274725] ; [31.25274725 47.74725275],0
n5,1,0.03507,4.441748,[62 41] ; [60 20],[68.66666667 34.33333333] ; [53.33333333 26.66666667],0
b1,1,0.057531,3.607166,[40 64] ; [42 38],[46.34782609 57.65217391] ; [35.65217391 44.34782609],0
a3,1,0.075834,3.151995,[70 34] ; [43 36],[64.21857923 39.78142077] ; [48.78142077 30.21857923],0
a5,1,0.077201,3.122862,[63 41] ; [38 42],[57.08695652 46.91304348] ; [43.91304348 36.08695652],0
p11,1,0.088387,2.903506,[76 28] ; [49 31],[70.65217391 33.34782609] ; [54.34782609 25.65217391],0
b4,1,0.089482,2.883665,[65 39] ; [40 40],[59.34782609 44.65217391] ; [45.65217391 34.34782609],0
a2,1,0.102235,2.670327,[16 88] ; [ 6 74],[12.43478261 91.56521739] ; [ 9.56521739 70.43478261],0
s5,1,0.104016,2.642863,[23 78] ; [10 66],[18.83050847 82.16949153] ; [14.16949153 61.83050847],0
r2,1,0.124764,2.356472,[81 18] ; [57 22],[76.75280899 22.24719101] ; [61.24719101 17.75280899],0
v1,1,0.133367,2.25287,[44 55] ; [26 52],[39.15254237 59.84745763] ; [30.84745763 47.15254237],0
d1,1,0.1497,2.075304,[46 58] ; [27 53],[41.26086957 62.73913043] ; [31.73913043 48.26086957],0
b5,1,0.161999,1.955466,[69 35] ; [45 35],[64.43478261 39.56521739] ; [49.56521739 30.43478261],0
u2,1,0.166852,1.911002,[17 16] ; [13 24],[14.14285714 18.85714286] ; [15.85714286 21.14285714],0
u3,1,0.175181,1.838036,[13 20] ; [ 9 28],[10.37142857 22.62857143] ; [11.62857143 25.37142857],0
p12,1,0.188446,1.729726,[ 7 96] ; [ 2 77],[ 5.09340659 97.90659341] ; [ 3.90659341 75.09340659],0
s6,1,0.189443,1.721943,[50 52] ; [31 48],[45.64640884 56.35359116] ; [35.35359116 43.64640884],0
v3,1,0.205294,1.604307,[33 68] ; [19 60],[29.17777778 71.82222222] ; [22.82222222 56.17777778],0
b2,1,0.236142,1.403476,[23 33] ; [16 37],[20.03669725 35.96330275] ; [18.96330275 34.03669725],0
b3,1,0.236142,1.403476,[23 33] ; [16 37],[20.03669725 35.96330275] ; [18.96330275 34.03669725],0
p2,1,0.252355,1.310218,[73 30] ; [49 29],[69.42541436 33.57458564] ; [52.57458564 25.42541436],0
d2,1,0.289826,1.120431,[36 68] ; [33 45],[39.42857143 64.57142857] ; [29.57142857 48.42857143],0
a8,1,0.292728,1.107034,[13 87] ; [ 6 69],[10.85714286 89.14285714] ; [ 8.14285714 66.85714286],0
n6,1,0.320677,0.986181,[80 23] ; [57 23],[77.10928962 25.89071038] ; [59.89071038 20.10928962],0
p9,1,0.376473,0.782187,[80 22] ; [56 21],[77.4972067 24.5027933] ; [58.5027933 18.4972067],0
u1,1,0.376617,0.781715,[ 7 97] ; [ 3 77],[ 5.65217391 98.34782609] ; [ 4.34782609 75.65217391],0
p8,1,0.398015,0.714315,[42 61] ; [27 51],[39.26519337 63.73480663] ; [29.73480663 48.26519337],0
p6,1,0.437751,0.60217,[32 69] ; [20 56],[29.67231638 71.32768362] ; [22.32768362 53.67231638],0
v4,1,0.471054,0.519501,[84 19] ; [61 18],[82.06043956 20.93956044] ; [62.93956044 16.06043956],0
p7,1,0.570393,0.322025,[51 50] ; [37 43],[49.10497238 51.89502762] ; [38.89502762 41.10497238],0
a4,1,0.625154,0.238689,[32 72] ; [27 52],[33.53005464 70.46994536] ; [25.46994536 53.53005464],0
p5,1,0.688485,0.160731,[12 89] ; [ 8 72],[11.16022099 89.83977901] ; [ 8.83977901 71.16022099],0
p4,1,0.69984,0.148639,[51 53] ; [36 42],[49.71428571 54.28571429] ; [37.28571429 40.71428571],0
n3,1,0.706854,0.141439,[18  8] ; [20 11],[17.33333333  8.66666667] ; [20.66666667 10.33333333],0
n4,1,0.730231,0.1189,[69 35] ; [55 25],[70.08695652 33.91304348] ; [53.91304348 26.08695652],0
s2,1,0.742684,0.107782,[34 70] ; [28 52],[35.04347826 68.95652174] ; [26.95652174 53.04347826],0
n1,1,0.761102,0.092437,[ 9 16] ; [12 18],[ 9.54545455 15.45454545] ; [11.45454545 18.54545455],0
v2,1,0.764729,0.089566,[42 60] ; [30 47],[41.02793296 60.97206704] ; [30.97206704 46.02793296],0
s7,1,0.848695,0.036398,[29 68] ; [22 55],[28.43103448 68.56896552] ; [22.56896552 54.43103448],0
n2,1,0.850844,0.03536,[17  9] ; [21 10],[17.33333333  8.66666667] ; [20.66666667 10.33333333],0
p1,1,0.947673,0.004307,[10 93] ; [ 8 72],[10.13114754 92.86885246] ; [ 7.86885246 72.13114754],0
s8,1,0.964766,0.001951,[27 77] ; [21 59],[27.13043478 76.86956522] ; [20.86956522 59.13043478],0
s3,1,0.977132,0.000822,[43 61] ; [32 45],[43.09392265 60.90607735] ; [31.90607735 45.09392265],0
a1,1,0.981693,0.000527,[ 9 95] ; [ 7 73],[ 9.04347826 94.95652174] ; [ 6.95652174 73.04347826],0
