Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,58.277926,[240  30] ; [20 27],[221.4511041  48.5488959] ; [38.5488959  8.4511041],1
n6,1,0.0,30.879419,[252  19] ; [30 16],[241.07886435  29.92113565] ; [40.92113565  5.07886435],1
d5,1,0.004623,8.021283,[246  25] ; [36 11],[240.32075472  30.67924528] ; [41.67924528  5.32075472],0
r1,1,0.025313,5.002321,[240  31] ; [36 11],[235.20754717  35.79245283] ; [40.79245283  6.20754717],0
p6,1,0.034492,4.470172,[137 133] ; [16 31],[130.31545741 139.68454259] ; [22.68454259 24.31545741],0
s7,1,0.050508,3.824501,[209  53] ; [30 15],[203.96742671  58.03257329] ; [35.03257329  9.96742671],0
s4,1,0.061186,3.504935,[ 44 226] ; [13 34],[ 48.5488959 221.4511041] ; [ 8.4511041 38.5488959],0
v3,1,0.069544,3.293751,[134 128] ; [16 28],[128.43137255 133.56862745] ; [21.56862745 22.43137255],0
p1,1,0.078293,3.099984,[ 20 251] ; [ 7 39],[ 23.08201893 247.91798107] ; [ 3.91798107 42.08201893],0
p2,1,0.084735,2.971653,[234  37] ; [36 11],[230.09433962  40.90566038] ; [39.90566038  7.09433962],0
d1,1,0.097244,2.750178,[205  67] ; [30 17],[200.37617555  71.62382445] ; [34.62382445 12.37617555],0
a4,1,0.128887,2.305857,[154 118] ; [21 26],[149.21630094 122.78369906] ; [25.78369906 21.21630094],0
u1,1,0.17565,1.83405,[ 78 194] ; [ 9 38],[ 74.18181818 197.81818182] ; [12.81818182 34.18181818],0
p5,1,0.184311,1.762518,[ 44 226] ; [ 4 42],[ 41.01265823 228.98734177] ; [ 6.98734177 39.01265823],0
p12,1,0.197403,1.661486,[ 35 234] ; [ 3 44],[ 32.34810127 236.65189873] ; [ 5.65189873 41.34810127],0
p4,1,0.208661,1.580694,[192  79] ; [29 18],[188.33647799  82.66352201] ; [32.66352201 14.33647799],0
d4,1,0.212234,1.556122,[242  29] ; [39  8],[239.46855346  31.53144654] ; [41.53144654  5.46855346],0
d2,1,0.226639,1.461831,[181  91] ; [27 20],[177.35423197  94.64576803] ; [30.64576803 16.35423197],0
b4,1,0.289178,1.123444,[157 115] ; [31 16],[160.30094044 111.69905956] ; [27.69905956 19.30094044],0
b5,1,0.33323,0.936306,[159 113] ; [31 16],[162.00626959 109.99373041] ; [27.99373041 19.00626959],0
s5,1,0.339793,0.911213,[121 138] ; [25 21],[123.98032787 135.01967213] ; [22.01967213 23.98032787],0
a3,1,0.360591,0.835832,[233  38] ; [38  9],[230.94654088  40.05345912] ; [40.05345912  6.94654088],0
