Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.014878,5.930816,[ 9 15] ; [9 2],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
a2,1,0.046089,3.978342,[ 1 23] ; [3 8],[ 2.74285714 21.25714286] ; [1.25714286 9.74285714],0
b3,1,0.06176,3.489492,[6 7] ; [1 9],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
b2,1,0.06176,3.489492,[6 7] ; [1 9],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
v3,1,0.101319,2.684659,[ 3 21] ; [4 7],[ 4.8 19.2] ; [2.2 8.8],0
a5,1,0.116018,2.470266,[13 11] ; [9 2],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
s4,1,0.137155,2.209596,[ 2 22] ; [3 8],[ 3.42857143 20.57142857] ; [1.57142857 9.42857143],0
r4,1,0.174196,1.846454,[10 14] ; [2 9],[ 8.22857143 15.77142857] ; [3.77142857 7.22857143],0
s7,1,0.180503,1.793478,[ 6 17] ; [5 5],[ 7.66666667 15.33333333] ; [3.33333333 6.66666667],0
p6,1,0.222434,1.488598,[ 4 19] ; [4 7],[ 5.41176471 17.58823529] ; [2.58823529 8.41176471],0
p3,1,0.226238,1.46436,[ 6 18] ; [5 6],[ 7.54285714 16.45714286] ; [3.45714286 7.54285714],0
r2,1,0.227334,1.457467,[14 10] ; [4 7],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
p4,1,0.23437,1.414141,[ 8 16] ; [6 5],[ 9.6 14.4] ; [4.4 6.6],0
s2,1,0.248397,1.332296,[ 5 19] ; [4 6],[ 6.35294118 17.64705882] ; [2.64705882 7.35294118],0
n5,1,0.253089,1.306173,[15  9] ; [9 2],[16.45714286  7.54285714] ; [7.54285714 3.45714286],0
d1,1,0.327929,0.957058,[13 11] ; [4 7],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
p7,1,0.344157,0.894886,[ 9 15] ; [6 5],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
s8,1,0.345976,0.888162,[ 7 17] ; [5 6],[ 8.22857143 15.77142857] ; [3.77142857 7.22857143],0
n4,1,0.413272,0.669369,[14 10] ; [8 3],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
d4,1,0.466479,0.530303,[20  4] ; [8 3],[19.2  4.8] ; [8.8 2.2],0
a7,1,0.477688,0.504137,[10 14] ; [6 5],[10.97142857 13.02857143] ; [5.02857143 5.97142857],0
p2,1,0.498495,0.458139,[14  9] ; [8 3],[14.88235294  8.11764706] ; [7.11764706 3.88235294],0
s6,1,0.545285,0.365832,[10 13] ; [6 5],[10.82352941 12.17647059] ; [5.17647059 5.82352941],0
p8,1,0.549141,0.358859,[ 8 15] ; [5 6],[ 8.79411765 14.20588235] ; [4.20588235 6.79411765],0
p5,1,0.552119,0.353535,[ 4 20] ; [ 1 10],[ 3.42857143 20.57142857] ; [1.57142857 9.42857143],0
a3,1,0.554015,0.350173,[15  9] ; [8 3],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
s1,1,0.560133,0.339474,[ 1 23] ; [ 1 10],[ 1.37142857 22.62857143] ; [ 0.62857143 10.37142857],0
p9,1,0.580926,0.304741,[17  7] ; [8 2],[17.64705882  6.35294118] ; [7.35294118 2.64705882],0
p12,1,0.582399,0.302372,[ 1 22] ; [ 1 10],[ 1.35294118 21.64705882] ; [ 0.64705882 10.35294118],0
s5,1,0.611196,0.258437,[ 6 17] ; [2 9],[ 5.41176471 17.58823529] ; [2.58823529 8.41176471],0
n6,1,0.611196,0.258437,[17  6] ; [9 2],[17.58823529  5.41176471] ; [8.41176471 2.58823529],0
b1,1,0.632124,0.229191,[11 13] ; [6 5],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
d3,1,0.632124,0.229191,[13 11] ; [5 6],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
a6,1,0.632124,0.229191,[11 13] ; [6 5],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
a4,1,0.65564,0.198864,[ 9 15] ; [5 6],[ 9.6 14.4] ; [4.4 6.6],0
u3,1,0.700311,0.148148,[2 7] ; [1 2],[2.25 6.75] ; [0.75 2.25],0
s3,1,0.75494,0.097427,[11 13] ; [4 6],[10.58823529 13.41176471] ; [4.41176471 5.58823529],0
r3,1,0.816297,0.053968,[20  4] ; [8 2],[19.76470588  4.23529412] ; [8.23529412 1.76470588],0
p10,1,0.849853,0.035837,[16  8] ; [7 3],[16.23529412  7.76470588] ; [6.76470588 3.23529412],0
d5,1,0.886436,0.020396,[18  6] ; [8 3],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
b4,1,0.886436,0.020396,[18  6] ; [8 3],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
u1,1,0.940753,0.005524,[ 2 22] ; [ 1 10],[ 2.05714286 21.94285714] ; [ 0.94285714 10.05714286],0
r1,1,0.983339,0.000436,[11 13] ; [5 6],[10.97142857 13.02857143] ; [5.02857143 5.97142857],0
d2,1,0.983339,0.000436,[13 11] ; [6 5],[13.02857143 10.97142857] ; [5.97142857 5.02857143],0
b5,1,0.983339,0.000436,[13 11] ; [6 5],[13.02857143 10.97142857] ; [5.97142857 5.02857143],0
n1,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
u2,1,1.0,0.0,[3 6] ; [1 2],[3. 6.] ; [1. 2.],0
