Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.014745,5.946734,[33  8] ; [38 28],[27.20560748 13.79439252] ; [43.79439252 22.20560748],0
p7,1,0.017942,5.60177,[34  6] ; [42 24],[28.67924528 11.32075472] ; [47.32075472 18.67924528],0
p8,1,0.022676,5.193145,[29 11] ; [33 33],[23.39622642 16.60377358] ; [38.60377358 27.39622642],0
p10,1,0.028669,4.78737,[34  7] ; [41 24],[29.00943396 11.99056604] ; [45.99056604 19.00943396],0
p9,1,0.02889,4.774149,[35  6] ; [43 22],[30.16981132 10.83018868] ; [47.83018868 17.16981132],0
v1,1,0.044666,4.031188,[22 18] ; [22 41],[17.08737864 22.91262136] ; [26.91262136 36.08737864],0
s8,1,0.045711,3.992197,[21 20] ; [21 45],[16.09345794 24.90654206] ; [25.90654206 40.09345794],0
s5,1,0.077031,3.12646,[ 9 30] ; [26 39],[13.125 25.875] ; [21.875 43.125],0
u3,1,0.091696,2.844341,[7 6] ; [20  5],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
s7,1,0.091723,2.843873,[20 18] ; [22 40],[15.96 22.04] ; [26.04 35.96],0
d1,1,0.118362,2.438869,[16 25] ; [36 30],[19.92523364 21.07476636] ; [32.07476636 33.92523364],0
d3,1,0.120781,2.407169,[26 15] ; [51 15],[29.5046729 11.4953271] ; [47.4953271 18.5046729],0
r3,1,0.138538,2.194119,[35  6] ; [62  4],[37.1682243  3.8317757] ; [59.8317757  6.1682243],0
v2,1,0.16559,1.922423,[24 16] ; [28 33],[20.59405941 19.40594059] ; [31.40594059 29.59405941],0
d4,1,0.18135,1.786525,[29 12] ; [54 12],[31.80373832  9.19626168] ; [51.19626168 14.80373832],0
b3,1,0.198936,1.650168,[10 15] ; [ 8 25],[ 7.75862069 17.24137931] ; [10.24137931 22.75862069],0
b2,1,0.198936,1.650168,[10 15] ; [ 8 25],[ 7.75862069 17.24137931] ; [10.24137931 22.75862069],0
n2,1,0.236289,1.402597,[12  2] ; [15  7],[10.5  3.5] ; [16.5  5.5],0
p6,1,0.237997,1.39242,[17 24] ; [20 46],[14.17757009 26.82242991] ; [22.82242991 43.17757009],0
n6,1,0.250494,1.320548,[29 11] ; [40 25],[26.28571429 13.71428571] ; [42.71428571 22.28571429],0
a2,1,0.29729,1.086312,[ 8 33] ; [ 8 58],[ 6.13084112 34.86915888] ; [ 9.86915888 56.13084112],0
b5,1,0.315138,1.009019,[27 14] ; [37 29],[24.52336449 16.47663551] ; [39.47663551 26.52336449],0
a3,1,0.338848,0.914787,[28 13] ; [39 27],[25.6728972 15.3271028] ; [41.3271028 24.6728972],0
s1,1,0.388183,0.744626,[ 1 40] ; [ 4 62],[ 1.91588785 39.08411215] ; [ 3.08411215 62.91588785],0
s4,1,0.448863,0.57352,[12 29] ; [15 51],[10.34579439 30.65420561] ; [16.65420561 49.34579439],0
a4,1,0.491727,0.472745,[17 24] ; [23 43],[15.3271028 25.6728972] ; [24.6728972 41.3271028],0
a7,1,0.507987,0.438212,[31 10] ; [46 20],[29.5046729 11.4953271] ; [47.4953271 18.5046729],0
b1,1,0.536666,0.381753,[18 23] ; [25 41],[16.47663551 24.52336449] ; [26.52336449 39.47663551],0
p5,1,0.595898,0.281228,[ 3 37] ; [ 7 59],[ 3.77358491 36.22641509] ; [ 6.22641509 59.77358491],0
n1,1,0.623627,0.240803,[5 8] ; [ 7 16],[4.33333333 8.66666667] ; [ 7.66666667 15.33333333],0
a6,1,0.656118,0.198274,[26 15] ; [39 27],[24.90654206 16.09345794] ; [40.09345794 25.90654206],0
d5,1,0.691223,0.157765,[29 12] ; [49 17],[29.88785047 11.11214953] ; [48.11214953 17.88785047],0
p3,1,0.691422,0.15755,[22 19] ; [38 28],[22.99065421 18.00934579] ; [37.00934579 28.99065421],0
d2,1,0.696538,0.152099,[14 27] ; [25 41],[14.94392523 26.05607477] ; [24.05607477 41.94392523],0
s3,1,0.703096,0.145272,[23 18] ; [34 31],[22.04716981 18.95283019] ; [34.95283019 30.04716981],0
r2,1,0.707853,0.140431,[35  6] ; [58  8],[35.63551402  5.36448598] ; [57.36448598  8.63551402],0
s2,1,0.71279,0.135507,[19 22] ; [33 33],[19.92523364 21.07476636] ; [32.07476636 33.92523364],0
v3,1,0.713004,0.135295,[10 30] ; [17 43],[10.8 29.2] ; [16.2 43.8],0
p1,1,0.713251,0.135051,[ 3 38] ; [ 6 58],[ 3.51428571 37.48571429] ; [ 5.48571429 58.51428571],0
s6,1,0.730964,0.118228,[26 15] ; [44 22],[26.82242991 14.17757009] ; [43.17757009 22.82242991],0
r1,1,0.742055,0.108328,[29 12] ; [44 21],[28.23584906 12.76415094] ; [44.76415094 20.23584906],0
v4,1,0.747913,0.103293,[38  3] ; [60  6],[37.55140187  3.44859813] ; [60.44859813  5.55140187],0
p12,1,0.79603,0.066816,[ 2 39] ; [ 4 62],[ 2.29906542 38.70093458] ; [ 3.70093458 62.29906542],0
u2,1,0.810181,0.057692,[9 4] ; [17  9],[8.66666667 4.33333333] ; [17.33333333  8.66666667],0
a8,1,0.843141,0.039155,[ 2 34] ; [ 4 57],[ 2.22680412 33.77319588] ; [ 3.77319588 57.22680412],0
a5,1,0.861635,0.030378,[28 13] ; [44 22],[27.58878505 13.41121495] ; [44.41121495 21.58878505],0
u1,1,0.888074,0.019808,[ 4 37] ; [ 7 59],[ 4.21495327 36.78504673] ; [ 6.78504673 59.21495327],0
p2,1,0.892715,0.01819,[32  9] ; [50 15],[31.71698113  9.28301887] ; [50.28301887 14.71698113],0
n3,1,0.904273,0.014464,[10  4] ; [16  7],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
r4,1,0.927905,0.008187,[32  9] ; [52 14],[32.18691589  8.81308411] ; [51.81308411 14.18691589],0
b4,1,0.954822,0.00321,[24 17] ; [39 27],[24.14018692 16.85981308] ; [38.85981308 27.14018692],0
