Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.021226,5.308163,[10  4] ; [18 31],[6.22222222 7.77777778] ; [21.77777778 27.22222222],0
n5,1,0.030763,4.666119,[ 3 11] ; [26 22],[6.5483871 7.4516129] ; [22.4516129 25.5483871],0
v2,1,0.034142,4.487578,[9 5] ; [15 31],[5.6 8.4] ; [18.4 27.6],0
r4,1,0.049399,3.861735,[11  3] ; [24 25],[7.77777778 6.22222222] ; [27.22222222 21.77777778],0
r1,1,0.049399,3.861735,[11  3] ; [24 25],[7.77777778 6.22222222] ; [27.22222222 21.77777778],0
s8,1,0.05778,3.6,[6 8] ; [ 9 40],[ 3.33333333 10.66666667] ; [11.66666667 37.33333333],0
p8,1,0.06107,3.508096,[7 6] ; [13 36],[4.19354839 8.80645161] ; [15.80645161 33.19354839],0
s1,1,0.061187,3.50491,[ 2 12] ; [ 1 47],[ 0.67741935 13.32258065] ; [ 2.32258065 45.67741935],0
n4,1,0.137214,2.208925,[10  4] ; [24 25],[7.55555556 6.44444444] ; [26.44444444 22.55555556],0
p3,1,0.172458,1.861445,[6 7] ; [13 36],[3.98387097 9.01612903] ; [15.01612903 33.98387097],0
r3,1,0.179712,1.8,[12  2] ; [33 16],[10.  4.] ; [35. 14.],0
p7,1,0.197762,1.658824,[5 9] ; [26 21],[7.1147541 6.8852459] ; [23.8852459 23.1147541],0
s2,1,0.234462,1.413587,[7 7] ; [16 33],[5.11111111 8.88888889] ; [17.88888889 31.11111111],0
s6,1,0.243638,1.359423,[8 6] ; [19 29],[6.09677419 7.90322581] ; [20.90322581 27.09677419],0
d4,1,0.249453,1.326363,[10  4] ; [26 22],[8.12903226 5.87096774] ; [27.87096774 20.12903226],0
b5,1,0.252216,1.310988,[5 9] ; [26 23],[6.88888889 7.11111111] ; [24.11111111 24.88888889],0
p12,1,0.313745,1.014844,[ 1 12] ; [ 1 47],[ 0.42622951 12.57377049] ; [ 1.57377049 46.42622951],0
p1,1,0.318985,0.993103,[ 2 12] ; [ 3 46],[ 1.11111111 12.88888889] ; [ 3.88888889 45.11111111],0
r2,1,0.37975,0.77151,[12  2] ; [35 12],[10.78688525  3.21311475] ; [36.21311475 10.78688525],0
d2,1,0.451849,0.566008,[7 7] ; [19 30],[5.77777778 8.22222222] ; [20.22222222 28.77777778],0
b4,1,0.456034,0.555612,[9 5] ; [26 23],[7.77777778 6.22222222] ; [27.22222222 21.77777778],0
a6,1,0.479988,0.498891,[6 8] ; [16 33],[4.88888889 9.11111111] ; [17.11111111 31.88888889],0
n3,1,0.487561,0.481905,[3 1] ; [13 10],[2.37037037 1.62962963] ; [13.62962963  9.37037037],0
a1,1,0.491297,0.473684,[ 2 12] ; [ 4 45],[ 1.33333333 12.66666667] ; [ 4.66666667 44.33333333],0
a4,1,0.502335,0.45,[ 3 11] ; [15 34],[ 4. 10.] ; [14. 35.],0
s4,1,0.517024,0.419825,[ 4 10] ; [10 39],[ 3.11111111 10.88888889] ; [10.88888889 38.11111111],0
p11,1,0.540291,0.375,[7 7] ; [29 20],[8. 6.] ; [28. 21.],0
d5,1,0.590014,0.290323,[8 6] ; [24 25],[7.11111111 6.88888889] ; [24.88888889 24.11111111],0
v4,1,0.612735,0.256211,[11  3] ; [33 13],[10.26666667  3.73333333] ; [33.73333333 12.26666667],0
u3,1,0.665984,0.186335,[3 4] ; [12 11],[3.5 3.5] ; [11.5 11.5],0
s7,1,0.680963,0.169044,[3 9] ; [14 31],[3.57894737 8.42105263] ; [13.42105263 31.57894737],0
d1,1,0.71759,0.130814,[5 9] ; [15 34],[4.44444444 9.55555556] ; [15.55555556 33.44444444],0
u2,1,0.760188,0.093168,[5 2] ; [15  8],[4.66666667 2.33333333] ; [15.33333333  7.66666667],0
p4,1,0.834885,0.043447,[5 8] ; [20 28],[5.32786885 7.67213115] ; [19.67213115 28.32786885],0
v1,1,0.839714,0.040909,[7 7] ; [23 26],[6.66666667 7.33333333] ; [23.33333333 25.66666667],0
a3,1,0.839714,0.040909,[7 7] ; [26 23],[7.33333333 6.66666667] ; [25.66666667 23.33333333],0
s3,1,0.843914,0.038766,[8 6] ; [26 22],[7.67741935 6.32258065] ; [26.32258065 21.67741935],0
n1,1,0.866784,0.028139,[2 2] ; [10 12],[1.84615385 2.15384615] ; [10.15384615 11.84615385],0
p2,1,0.876987,0.02396,[7 6] ; [27 21],[7.24590164 5.75409836] ; [26.75409836 21.24590164],0
s5,1,0.877369,0.02381,[ 3 11] ; [11 36],[ 3.21311475 10.78688525] ; [10.78688525 36.21311475],0
b2,1,0.915595,0.011233,[3 5] ; [11 20],[2.87179487 5.12820513] ; [11.12820513 19.87179487],0
b3,1,0.915595,0.011233,[3 5] ; [11 20],[2.87179487 5.12820513] ; [11.12820513 19.87179487],0
p6,1,0.919159,0.010301,[ 3 10] ; [11 34],[3.13793103 9.86206897] ; [10.86206897 34.13793103],0
b1,1,0.94369,0.004989,[9 5] ; [32 17],[9.11111111 4.88888889] ; [31.88888889 17.11111111],0
d3,1,0.944243,0.004891,[5 9] ; [18 31],[5.11111111 8.88888889] ; [17.88888889 31.11111111],0
p9,1,0.944282,0.004884,[7 7] ; [24 23],[7.1147541 6.8852459] ; [23.8852459 23.1147541],0
n2,1,0.963482,0.002096,[3 1] ; [17  6],[2.96296296 1.03703704] ; [17.03703704  5.96296296],0
p10,1,0.966598,0.001754,[6 7] ; [22 25],[6.06666667 6.93333333] ; [21.93333333 25.06666667],0
