Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,4.8e-05,16.535513,[30 15] ; [19 49],[19.51327434 25.48672566] ; [29.48672566 38.51327434],1
n3,1,0.12289,2.380099,[11  1] ; [15  7],[9.17647059 2.82352941] ; [16.82352941  5.17647059],0
n1,1,0.137987,2.200269,[5 7] ; [ 4 18],[3.17647059 8.82352941] ; [ 5.82352941 16.17647059],0
b2,1,0.161779,1.957515,[11 20] ; [ 8 31],[ 8.41428571 22.58571429] ; [10.58571429 28.41428571],0
b3,1,0.161779,1.957515,[11 20] ; [ 8 31],[ 8.41428571 22.58571429] ; [10.58571429 28.41428571],0
p9,1,0.168264,1.898346,[35 10] ; [44 23],[31.74107143 13.25892857] ; [47.25892857 19.74107143],0
r2,1,0.203099,1.619951,[41  3] ; [58 10],[38.89285714  5.10714286] ; [60.10714286  7.89285714],0
v2,1,0.207791,1.586752,[25 19] ; [28 35],[21.79439252 22.20560748] ; [31.20560748 31.79439252],0
b4,1,0.278424,1.174764,[31 14] ; [40 28],[28.27433628 16.72566372] ; [42.72566372 25.27433628],0
d3,1,0.365233,0.819821,[37  8] ; [51 17],[35.04424779  9.95575221] ; [52.95575221 15.04424779],0
p2,1,0.372244,0.796159,[38  7] ; [52 15],[36.16071429  8.83928571] ; [53.83928571 13.16071429],0
v4,1,0.374287,0.789382,[43  2] ; [62  6],[41.81415929  3.18584071] ; [63.18584071  4.81415929],0
r1,1,0.467365,0.5282,[35 10] ; [48 19],[33.34821429 11.65178571] ; [49.65178571 17.34821429],0
a7,1,0.495642,0.464254,[35 10] ; [49 19],[33.45132743 11.54867257] ; [50.54867257 17.45132743],0
v3,1,0.498575,0.457968,[10 34] ; [18 45],[11.51401869 32.48598131] ; [16.48598131 46.51401869],0
d4,1,0.500769,0.453306,[38  7] ; [54 14],[36.63716814  8.36283186] ; [55.36283186 12.63716814],0
p5,1,0.530092,0.394215,[ 2 43] ; [ 5 63],[ 2.78761062 42.21238938] ; [ 4.21238938 63.78761062],0
a1,1,0.530092,0.394215,[ 2 43] ; [ 5 63],[ 2.78761062 42.21238938] ; [ 4.21238938 63.78761062],0
b5,1,0.548594,0.359842,[29 16] ; [40 28],[27.47787611 17.52212389] ; [41.52212389 26.47787611],0
s1,1,0.600758,0.273855,[ 3 42] ; [ 3 65],[ 2.38938053 42.61061947] ; [ 3.61061947 64.38938053],0
n2,1,0.632142,0.229167,[7 5] ; [14  7],[7.63636364 4.36363636] ; [13.36363636  7.63636364],0
s3,1,0.668213,0.1837,[22 23] ; [35 31],[23.10810811 21.89189189] ; [33.89189189 32.10810811],0
a6,1,0.772917,0.083268,[29 16] ; [42 26],[28.27433628 16.72566372] ; [42.72566372 25.27433628],0
a8,1,0.823689,0.049641,[ 4 39] ; [ 5 57],[ 3.68571429 39.31428571] ; [ 5.31428571 56.68571429],0
s2,1,0.906786,0.013711,[22 23] ; [32 35],[21.69642857 23.30357143] ; [32.30357143 34.69642857],0
