Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,4.8e-05,16.535513,[30 15] ; [19 49],[19.51327434 25.48672566] ; [29.48672566 38.51327434],1
a4,1,9.3e-05,15.279844,[27 18] ; [16 52],[17.12389381 27.87610619] ; [25.87610619 42.12389381],1
a2,1,0.000443,12.342398,[16 29] ; [ 6 62],[ 8.76106195 36.23893805] ; [13.23893805 54.76106195],1
r4,1,0.001199,10.491231,[44  1] ; [51 17],[37.83185841  7.16814159] ; [57.16814159 10.83185841],0
p7,1,0.001539,10.03147,[38  7] ; [38 30],[30.26548673 14.73451327] ; [45.73451327 22.26548673],0
b1,1,0.014297,6.001115,[25 20] ; [22 46],[18.71681416 26.28318584] ; [28.28318584 39.71681416],0
n4,1,0.014297,6.001115,[25 20] ; [22 46],[18.71681416 26.28318584] ; [28.28318584 39.71681416],0
p3,1,0.020123,5.40117,[33 12] ; [35 33],[27.07964602 17.92035398] ; [40.92035398 27.07964602],0
p1,1,0.020268,5.388673,[ 9 35] ; [ 4 63],[ 5.15315315 38.84684685] ; [ 7.84684685 59.15315315],0
s5,1,0.020769,5.346078,[19 24] ; [15 50],[13.53703704 29.46296296] ; [20.46296296 44.53703704],0
s4,1,0.021969,5.248225,[13 32] ; [ 8 60],[ 8.36283186 36.63716814] ; [12.63716814 55.36283186],0
u1,1,0.022578,5.200708,[10 35] ; [ 5 63],[ 5.97345133 39.02654867] ; [ 9.02654867 58.97345133],0
u2,1,0.040242,4.207637,[11  2] ; [16 15],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
n6,1,0.04025,4.207327,[33 11] ; [38 30],[27.89285714 16.10714286] ; [43.10714286 24.89285714],0
p8,1,0.041611,4.150953,[28 17] ; [29 39],[22.69911504 22.30088496] ; [34.30088496 33.69911504],0
d5,1,0.046821,3.951797,[39  6] ; [48 20],[34.6460177 10.3539823] ; [52.3539823 15.6460177],0
s7,1,0.049535,3.857143,[22 22] ; [20 44],[17.11111111 26.88888889] ; [24.88888889 39.11111111],0
u3,1,0.051727,3.784581,[12  1] ; [19 11],[9.37209302 3.62790698] ; [21.62790698  8.37209302],0
p11,1,0.05253,3.7588,[35 10] ; [41 27],[30.26548673 14.73451327] ; [45.73451327 22.26548673],0
a3,1,0.053422,3.730656,[32 13] ; [36 32],[27.07964602 17.92035398] ; [40.92035398 27.07964602],0
s8,1,0.053613,3.724721,[22 23] ; [21 47],[17.12389381 27.87610619] ; [25.87610619 42.12389381],0
p10,1,0.065421,3.394334,[35 10] ; [41 26],[30.53571429 14.46428571] ; [45.46428571 21.53571429],0
s6,1,0.073501,3.203052,[33 12] ; [38 29],[28.52678571 16.47321429] ; [42.47321429 24.52678571],0
p12,1,0.077788,3.110521,[ 5 40] ; [ 2 66],[ 2.78761062 42.21238938] ; [ 4.21238938 63.78761062],0
d1,1,0.080103,3.062819,[30 15] ; [34 34],[25.48672566 19.51327434] ; [38.51327434 29.48672566],0
v1,1,0.104599,2.633987,[21 23] ; [21 44],[16.95412844 27.04587156] ; [25.04587156 39.95412844],0
a5,1,0.110351,2.549193,[36  9] ; [45 23],[32.25663717 12.74336283] ; [48.74336283 19.25663717],0
