Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.003999,8.284091,[17 16] ; [10 38],[11. 22.] ; [16. 32.],0
p6,1,0.00534,7.760563,[18 15] ; [11 35],[12.11392405 20.88607595] ; [16.88607595 29.11392405],0
s6,1,0.018736,5.526015,[29  4] ; [31 17],[24.44444444  8.55555556] ; [35.55555556 12.44444444],0
b2,1,0.021454,5.289522,[14 11] ; [ 8 23],[ 9.82142857 15.17857143] ; [12.17857143 18.82142857],0
b3,1,0.021454,5.289522,[14 11] ; [ 8 23],[ 9.82142857 15.17857143] ; [12.17857143 18.82142857],0
p1,1,0.033169,4.537037,[ 6 26] ; [ 2 46],[ 3.2 28.8] ; [ 4.8 43.2],0
p11,1,0.036531,4.372159,[19 14] ; [38 10],[23.22222222  9.77777778] ; [33.77777778 14.22222222],0
a6,1,0.048373,3.896977,[17 16] ; [35 13],[21.18518519 11.81481481] ; [30.81481481 17.18518519],0
b5,1,0.048606,3.88892,[14 19] ; [31 17],[18.33333333 14.66666667] ; [26.66666667 21.33333333],0
d5,1,0.065925,3.38167,[31  2] ; [38 10],[28.11111111  4.88888889] ; [40.88888889  7.11111111],0
d4,1,0.065925,3.38167,[31  2] ; [38 10],[28.11111111  4.88888889] ; [40.88888889  7.11111111],0
s2,1,0.077573,3.11503,[23 10] ; [24 24],[19.14814815 13.85185185] ; [27.85185185 20.14814815],0
n4,1,0.078404,3.097684,[12 21] ; [27 21],[15.88888889 17.11111111] ; [23.11111111 24.88888889],0
b4,1,0.168934,1.892382,[26  7] ; [31 17],[23.22222222  9.77777778] ; [33.77777778 14.22222222],0
u2,1,0.17753,1.818182,[6 3] ; [10  1],[7.2 1.8] ; [8.8 2.2],0
n1,1,0.183864,1.766111,[7 5] ; [3 7],[5.45454545 6.54545455] ; [4.54545455 5.45454545],0
p10,1,0.259951,1.26902,[27  6] ; [34 14],[24.85185185  8.14814815] ; [36.14814815 11.85185185],0
s3,1,0.298052,1.082888,[23 10] ; [28 20],[20.77777778 12.22222222] ; [30.22222222 17.77777778],0
s8,1,0.30238,1.063668,[21 12] ; [25 23],[18.74074074 14.25925926] ; [27.25925926 20.74074074],0
r1,1,0.331485,0.943089,[23 10] ; [38 10],[24.85185185  8.14814815] ; [36.14814815 11.85185185],0
d3,1,0.331485,0.943089,[23 10] ; [38 10],[24.85185185  8.14814815] ; [36.14814815 11.85185185],0
p3,1,0.426822,0.631455,[16 17] ; [19 29],[14.25925926 18.74074074] ; [20.74074074 27.25925926],0
p2,1,0.501561,0.451632,[24  9] ; [38 10],[25.25925926  7.74074074] ; [36.74074074 11.25925926],0
a4,1,0.523759,0.406485,[14 19] ; [17 31],[12.62962963 20.37037037] ; [18.37037037 29.62962963],0
a5,1,0.544992,0.366365,[22 11] ; [35 13],[23.22222222  9.77777778] ; [33.77777778 14.22222222],0
p4,1,0.557663,0.343767,[18 15] ; [23 25],[16.7037037 16.2962963] ; [24.2962963 23.7037037],0
n2,1,0.571107,0.320833,[7 5] ; [7 3],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
v4,1,0.596163,0.280822,[29  4] ; [43  4],[29.7  3.3] ; [42.3  4.7],0
u1,1,0.604833,0.267769,[ 7 26] ; [ 8 40],[ 6.11111111 26.88888889] ; [ 8.88888889 39.11111111],0
b1,1,0.63144,0.230114,[12 21] ; [15 33],[11. 22.] ; [16. 32.],0
r2,1,0.650775,0.204924,[30  3] ; [44  3],[30.525  2.475] ; [43.475  3.525],0
a7,1,0.655078,0.199558,[24  9] ; [37 11],[24.85185185  8.14814815] ; [36.14814815 11.85185185],0
n3,1,0.695943,0.152727,[8 3] ; [8 2],[8.38095238 2.61904762] ; [7.61904762 2.38095238],0
a8,1,0.701001,0.147433,[ 3 26] ; [ 6 39],[ 3.52702703 25.47297297] ; [ 5.47297297 39.52702703],0
p7,1,0.713534,0.134773,[21 12] ; [28 19],[20.2125 12.7875] ; [28.7875 18.2125],0
d1,1,0.735254,0.114342,[18 15] ; [28 20],[18.74074074 14.25925926] ; [27.25925926 20.74074074],0
v3,1,0.741272,0.109012,[10 22] ; [15 28],[10.66666667 21.33333333] ; [14.33333333 28.66666667],0
u3,1,0.748328,0.102941,[7 2] ; [10  2],[7.28571429 1.71428571] ; [9.71428571 2.28571429],0
n6,1,0.770017,0.08547,[21 11] ; [33 15],[21.6 10.4] ; [32.4 15.6],0
