Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,109.746657,[276  94] ; [ 3 57],[240.06976744 129.93023256] ; [38.93023256 21.06976744],1
d5,1,0.0,85.404697,[335  35] ; [26 34],[310.62790698  59.37209302] ; [50.37209302  9.62790698],1
d3,1,0.0,37.12252,[288  82] ; [24 36],[268.46511628 101.53488372] ; [43.53488372 16.46511628],1
d2,1,0.0,32.154239,[219 150] ; [12 48],[198.69230769 170.30769231] ; [32.30769231 27.69230769],1
a4,1,0.0,26.292338,[193 176] ; [10 50],[174.60839161 194.39160839] ; [28.39160839 31.60839161],1
a3,1,3e-06,22.043799,[294  75] ; [31 29],[279.54545455  89.45454545] ; [45.45454545 14.54545455],1
a2,1,0.000452,12.303198,[111 259] ; [ 5 55],[ 99.81395349 270.18604651] ; [16.18604651 43.81395349],1
u1,1,0.000512,12.070154,[ 93 277] ; [ 3 57],[ 82.60465116 287.39534884] ; [13.39534884 46.60465116],1
a5,1,0.000874,11.077103,[299  71] ; [37 23],[289.11627907  80.88372093] ; [46.88372093 13.11627907],1
s2,1,0.097413,2.747402,[200 165] ; [25 33],[194.14893617 170.85106383] ; [30.85106383 27.14893617],0
v4,1,0.114251,2.49441,[354  14] ; [55  5],[351.6635514  16.3364486] ; [57.3364486  2.6635514],0
s8,1,0.137596,2.204644,[187 179] ; [24 35],[181.70823529 184.29176471] ; [29.29176471 29.70823529],0
n3,1,0.173453,1.852848,[50 18] ; [11  1],[51.85 16.15] ; [9.15 2.85],0
b2,1,0.197392,1.661569,[ 93 140] ; [11 27],[ 89.41697417 143.58302583] ; [14.58302583 23.41697417],0
b3,1,0.197392,1.661569,[ 93 140] ; [11 27],[ 89.41697417 143.58302583] ; [14.58302583 23.41697417],0
s7,1,0.198624,1.652465,[197 157] ; [25 29],[192.61764706 161.38235294] ; [29.38235294 24.61764706],0
a6,1,0.229559,1.443591,[262 107] ; [38 22],[258.04195804 110.95804196] ; [41.95804196 18.04195804],0
p8,1,0.249179,1.327902,[207 155] ; [29 30],[202.9263658 159.0736342] ; [33.0736342 25.9263658],0
a8,1,0.272337,1.204939,[ 53 274] ; [ 6 51],[ 50.2421875 276.7578125] ; [ 8.7578125 48.2421875],0
n4,1,0.275107,1.191104,[310  59] ; [47 13],[307.06993007  61.93006993] ; [49.93006993 10.06993007],0
s6,1,0.280697,1.163712,[255 108] ; [36 21],[251.50714286 111.49285714] ; [39.49285714 17.50714286],0
p10,1,0.281939,1.15772,[317  49] ; [48 11],[314.32941176  51.67058824] ; [50.67058824  8.32941176],0
s5,1,0.292539,1.1079,[135 218] ; [18 40],[131.40875912 221.59124088] ; [21.59124088 36.40875912],0
p11,1,0.296878,1.088166,[310  60] ; [47 13],[307.18604651  62.81395349] ; [49.81395349 10.18604651],0
v1,1,0.35731,0.847325,[243 119] ; [36 23],[239.90023753 122.09976247] ; [39.09976247 19.90023753],0
p2,1,0.420444,0.649073,[316  54] ; [48 11],[313.93939394  56.06060606] ; [50.06060606  8.93939394],0
b4,1,0.441101,0.593416,[229 141] ; [34 26],[226.30232558 143.69767442] ; [36.69767442 23.30232558],0
p4,1,0.444265,0.585243,[236 130] ; [35 24],[233.37882353 132.62117647] ; [37.62117647 21.37882353],0
u3,1,0.445089,0.583128,[43 33] ; [14 15],[41.25714286 34.74285714] ; [15.74285714 13.25714286],0
b5,1,0.4646,0.53479,[222 148] ; [33 27],[219.41860465 150.58139535] ; [35.58139535 24.41860465],0
p7,1,0.465667,0.532238,[249 111] ; [38 21],[246.58711217 113.41288783] ; [40.41288783 18.58711217],0
r3,1,0.566895,0.327905,[358  11] ; [59  1],[358.67832168  10.32167832] ; [58.32167832  1.67832168],0
p9,1,0.655591,0.198924,[322  42] ; [51  8],[320.97399527  43.02600473] ; [52.02600473  6.97399527],0
n5,1,0.705177,0.143142,[296  72] ; [47 13],[294.91588785  73.08411215] ; [48.08411215 11.91588785],0
p12,1,0.705229,0.143089,[ 37 331] ; [ 5 54],[ 36.19672131 331.80327869] ; [ 5.80327869 53.19672131],0
b1,1,0.716717,0.13166,[126 244] ; [19 41],[124.76744186 245.23255814] ; [20.23255814 39.76744186],0
s1,1,0.717346,0.13105,[  9 356] ; [ 1 58],[  8.60849057 356.39150943] ; [ 1.39150943 57.60849057],0
u2,1,0.72691,0.121968,[36 38] ; [13 16],[35.2038835 38.7961165] ; [13.7961165 15.2038835],0
r2,1,0.754328,0.09793,[349  15] ; [57  3],[348.54716981  15.45283019] ; [57.45283019  2.54716981],0
s4,1,0.809348,0.05821,[ 54 312] ; [ 8 51],[ 53.39294118 312.60705882] ; [ 8.60705882 50.39294118],0
r4,1,0.836239,0.042728,[342  28] ; [55  5],[341.60465116  28.39534884] ; [55.39534884  4.60465116],0
n1,1,0.865891,0.02852,[21 47] ; [4 8],[21.25 46.75] ; [3.75 8.25],0
p1,1,0.866471,0.028272,[ 29 341] ; [ 5 54],[ 29.32400932 340.67599068] ; [ 4.67599068 54.32400932],0
v3,1,0.876778,0.024042,[209 153] ; [34 26],[208.45023697 153.54976303] ; [34.54976303 25.45023697],0
