Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,55.619264,[142  54] ; [148 226],[99.71929825 96.28070175] ; [190.28070175 183.71929825],1
p5,1,0.0,46.70809,[ 48 148] ; [ 19 355],[ 23.03859649 172.96140351] ; [ 43.96140351 330.03859649],1
s6,1,0.0,39.536086,[165  29] ; [221 153],[131.83802817  62.16197183] ; [254.16197183 119.83802817],1
s3,1,0.0,29.328532,[137  55] ; [177 196],[106.70442478  85.29557522] ; [207.29557522 165.70442478],1
s7,1,0.0,28.639675,[126  67] ; [150 212],[95.97837838 97.02162162] ; [180.02162162 181.97837838],1
s8,1,1.9e-05,18.287528,[115  82] ; [149 227],[ 90.76439791 106.23560209] ; [173.23560209 202.76439791],1
p6,1,2.4e-05,17.838248,[96 98] ; [116 254],[ 72.92198582 121.07801418] ; [139.07801418 230.92198582],1
p7,1,4.8e-05,16.537191,[150  38] ; [232 137],[128.93357271  59.06642729] ; [253.06642729 115.93357271],1
s4,1,0.000385,12.603021,[ 42 151] ; [ 40 334],[ 27.91181658 165.08818342] ; [ 54.08818342 319.91181658],1
b5,1,0.00083,11.172292,[ 98 100] ; [241 136],[116.73391304  81.26608696] ; [222.26608696 154.73391304],1
v1,1,0.001105,10.642458,[130  65] ; [190 173],[111.82795699  83.17204301] ; [208.17204301 154.82795699],0
p1,1,0.002699,9.000588,[ 22 174] ; [ 17 357],[ 13.41052632 182.58947368] ; [ 25.58947368 348.41052632],0
p3,1,0.002748,8.967711,[121  76] ; [181 194],[104.01048951  92.98951049] ; [197.98951049 177.01048951],0
p8,1,0.004192,8.198562,[125  68] ; [193 177],[109.01243339  83.98756661] ; [208.98756661 161.01243339],0
p12,1,0.00475,7.972131,[ 25 171] ; [ 22 351],[ 16.18980668 179.81019332] ; [ 30.81019332 342.18980668],0
n6,1,0.005375,7.748811,[180  15] ; [315  60],[169.34210526  25.65789474] ; [325.65789474  49.34210526],0
d4,1,0.006808,7.323066,[185  12] ; [326  51],[175.37804878  21.62195122] ; [335.62195122  41.37804878],0
p4,1,0.007346,7.186396,[141  55] ; [228 148],[126.44055944  69.55944056] ; [242.55944056 133.44055944],0
a3,1,0.009804,6.670086,[160  37] ; [269 108],[147.23519164  49.76480836] ; [281.76480836  95.23519164],0
b3,1,0.017447,5.650881,[61 71] ; [ 78 154],[50.40659341 81.59340659] ; [ 88.59340659 143.40659341],0
b2,1,0.017447,5.650881,[61 71] ; [ 78 154],[50.40659341 81.59340659] ; [ 88.59340659 143.40659341],0
n1,1,0.019971,5.414428,[20 18] ; [24 55],[14.29059829 23.70940171] ; [29.70940171 49.29059829],0
a6,1,0.021628,5.275496,[126  71] ; [276 101],[137.96864111  59.03135889] ; [264.03135889 112.96864111],0
r1,1,0.02315,5.157199,[170  26] ; [297  79],[160.02097902  35.97902098] ; [306.97902098  69.02097902],0
a7,1,0.026885,4.898151,[134  63] ; [288  88],[145.08551483  51.91448517] ; [276.91448517  99.08551483],0
p9,1,0.034165,4.486409,[180  14] ; [325  49],[172.48239437  21.51760563] ; [332.51760563  41.48239437],0
p10,1,0.038433,4.285769,[179  17] ; [318  55],[171.19859402  24.80140598] ; [325.80140598  47.19859402],0
a4,1,0.038833,4.268155,[108  90] ; [171 205],[ 96.24041812 101.75958188] ; [182.75958188 193.24041812],0
a1,1,0.051053,3.80654,[ 14 184] ; [ 13 364],[  9.2973913 188.7026087] ; [ 17.7026087 359.2973913],0
u3,1,0.056246,3.644762,[28 10] ; [60 47],[23.06206897 14.93793103] ; [64.93793103 42.06206897],0
a5,1,0.063394,3.446279,[164  34] ; [287  90],[155.30086957  42.69913043] ; [295.69913043  81.30086957],0
d1,1,0.066556,3.365973,[149  49] ; [256 121],[139.46086957  58.53913043] ; [265.53913043 111.46086957],0
u1,1,0.074009,3.191785,[ 47 151] ; [ 66 311],[ 38.91130435 159.08869565] ; [ 74.08869565 302.91130435],0
s1,1,0.075882,3.150973,[  7 188] ; [  5 369],[  4.11247803 190.88752197] ; [  7.88752197 366.11247803],0
n5,1,0.082933,3.006461,[161  34] ; [286  89],[152.92105263  42.07894737] ; [294.07894737  80.92105263],0
a2,1,0.102909,2.659872,[ 58 140] ; [ 87 290],[ 49.93043478 148.06956522] ; [ 95.06956522 281.93043478],0
n2,1,0.118012,2.443512,[32  6] ; [56 23],[28.58119658  9.41880342] ; [59.41880342 19.58119658],0
v3,1,0.136526,2.216681,[ 88 105] ; [141 220],[ 79.77797834 113.22202166] ; [149.22202166 211.77797834],0
p2,1,0.192093,1.701495,[178  18] ; [325  48],[173.26537786  22.73462214] ; [329.73462214  43.26537786],0
v4,1,0.227394,1.457086,[188   6] ; [356  20],[185.15087719   8.84912281] ; [358.84912281  17.15087719],0
r4,1,0.231958,1.428814,[184  14] ; [339  38],[180.09391304  17.90608696] ; [342.90608696  34.09391304],0
v2,1,0.238317,1.390522,[122  71] ; [209 151],[115.52079566  77.47920434] ; [215.47920434 144.52079566],0
d2,1,0.342637,0.900538,[108  88] ; [192 185],[102.61780105  93.38219895] ; [197.38219895 179.61780105],0
r2,1,0.428342,0.627315,[187   8] ; [351  21],[185.02645503   9.97354497] ; [352.97354497  19.02645503],0
r3,1,0.431113,0.619822,[192   4] ; [365  12],[190.52705061   5.47294939] ; [366.47294939  10.52705061],0
b1,1,0.441911,0.591316,[ 63 135] ; [132 245],[ 67.14782609 130.85217391] ; [127.85217391 249.14782609],0
u2,1,0.55614,0.346431,[20 16] ; [66 42],[21.5 14.5] ; [64.5 43.5],0
b4,1,0.601925,0.272103,[120  78] ; [220 157],[117.07826087  80.92173913] ; [222.92173913 154.07826087],0
a8,1,0.634075,0.226575,[ 24 156] ; [ 51 292],[ 25.8126195 154.1873805] ; [ 49.1873805 293.8126195],0
n4,1,0.677313,0.173166,[163  35] ; [305  72],[161.15478261  36.84521739] ; [306.84521739  70.15478261],0
n3,1,0.685835,0.163631,[25 12] ; [57 23],[25.93162393 11.06837607] ; [56.06837607 23.93162393],0
d3,1,0.85084,0.035362,[149  49] ; [281  96],[148.06956522  49.93043478] ; [281.93043478  95.06956522],0
u4,1,0.935321,0.006586,[  4 194] ; [  8 369],[  4.13217391 193.86782609] ; [  7.86782609 369.13217391],0
