Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,153.801822,[44 72] ; [474  59],[92.58551618 23.41448382] ; [425.41448382 107.58551618],1
s7,1,0.0,26.011169,[30 83] ; [268 237],[54.48867314 58.51132686] ; [243.51132686 261.48867314],1
a5,1,1e-06,23.792285,[63 53] ; [409 125],[84.23384615 31.76615385] ; [387.76615385 146.23384615],1
v3,1,1.1e-05,19.268373,[26 83] ; [243 277],[46.61526232 62.38473768] ; [222.38473768 297.61526232],1
p6,1,3.1e-05,17.325996,[23 92] ; [214 312],[42.51950078 72.48049922] ; [194.48049922 331.51950078],1
p10,1,3.7e-05,17.019303,[77 36] ; [447  81],[92.37441498 20.62558502] ; [431.62558502  96.37441498],1
p4,1,6.4e-05,15.974761,[50 66] ; [335 195],[69.13312693 46.86687307] ; [315.86687307 214.13312693],1
s8,1,0.000104,15.061706,[32 83] ; [253 278],[50.73529412 64.26470588] ; [234.26470588 296.73529412],1
p3,1,0.000374,12.655594,[41 75] ; [285 247],[58.35802469 57.64197531] ; [267.64197531 264.35802469],1
a4,1,0.000433,12.38231,[35 81] ; [255 275],[52.07430341 63.92569659] ; [237.92569659 292.07430341],1
d1,1,0.000446,12.327385,[51 65] ; [330 205],[67.88940092 48.11059908] ; [313.11059908 221.88940092],1
d5,1,0.000701,11.486006,[80 36] ; [442  92],[93.15692308 22.84307692] ; [428.84307692 105.15692308],1
s6,1,0.000877,11.07101,[57 57] ; [350 176],[72.496875 41.503125] ; [334.503125 191.496875],1
r4,1,0.000934,10.953524,[94 22] ; [489  46],[103.88325653  12.11674347] ; [479.11674347  55.88325653],1
s3,1,0.001634,9.921205,[44 70] ; [288 237],[59.23004695 54.76995305] ; [272.76995305 252.23004695],0
r1,1,0.001681,9.869337,[79 37] ; [433 100],[91.51309707 24.48690293] ; [420.48690293 112.51309707],0
d2,1,0.001842,9.700504,[42 74] ; [277 254],[57.19319938 58.80680062] ; [261.80680062 269.19319938],0
v1,1,0.002107,9.454287,[46 66] ; [296 223],[60.70364501 51.29635499] ; [281.29635499 237.70364501],0
r2,1,0.002509,9.133738,[101  14] ; [502  25],[108.01401869   6.98598131] ; [494.98598131  32.01401869],0
s2,1,0.002639,9.041668,[39 76] ; [262 269],[53.58359133 61.41640867] ; [247.41640867 283.58359133],0
a3,1,0.004543,8.053002,[69 46] ; [389 142],[81.53250774 33.46749226] ; [376.46749226 154.53250774],0
a2,1,0.005828,7.602763,[ 16 100] ; [138 397],[27.44086022 88.55913978] ; [126.55913978 408.44086022],0
n1,1,0.007274,7.204137,[10 34] ; [46 53],[17.23076923 26.76923077] ; [38.76923077 60.23076923],0
p1,1,0.007923,7.050732,[  3 111] ; [ 56 476],[ 10.41176471 103.58823529] ; [ 48.58823529 483.41176471],0
a8,1,0.008034,7.025977,[  8 100] ; [ 85 395],[17.08163265 90.91836735] ; [ 75.91836735 404.08163265],0
u1,1,0.008616,6.900708,[ 11 105] ; [106 429],[20.84792627 95.15207373] ; [ 96.15207373 438.84792627],0
p9,1,0.01293,6.178693,[87 26] ; [453  72],[95.64263323 17.35736677] ; [444.35736677  80.64263323],0
p5,1,0.014524,5.973333,[  7 108] ; [ 77 452],[ 15. 100.] ; [ 69. 460.],0
v2,1,0.019058,5.496163,[54 58] ; [311 205],[65.0955414 46.9044586] ; [299.9044586 216.0955414],0
p7,1,0.020601,5.360242,[61 53] ; [339 182],[71.81102362 42.18897638] ; [328.18897638 192.81102362],0
p8,1,0.022766,5.186276,[50 66] ; [287 237],[61.08125 54.91875] ; [275.91875 248.08125],0
n3,1,0.031527,4.624016,[25 18] ; [76 24],[30.37062937 12.62937063] ; [70.62937063 29.37062937],0
d4,1,0.053141,3.739478,[88 28] ; [444  88],[95.2345679 20.7654321] ; [436.7654321  95.2345679],0
p2,1,0.061956,3.484235,[89 25] ; [453  79],[95.64705882 18.35294118] ; [446.35294118  85.64705882],0
p11,1,0.063861,3.434159,[87 29] ; [441  94],[94.08294931 21.91705069] ; [433.91705069 101.08294931],0
p12,1,0.0733,3.207522,[  5 111] ; [ 50 480],[  9.87616099 106.12383901] ; [ 45.12383901 484.87616099],0
b1,1,0.131237,2.277809,[36 80] ; [206 329],[43.12135177 72.87864823] ; [198.87864823 336.12135177],0
a6,1,0.152577,2.0463,[71 45] ; [363 170],[77.57164869 38.42835131] ; [356.42835131 176.57164869],0
b3,1,0.166434,1.914775,[17 35] ; [152 203],[21.59213759 30.40786241] ; [147.40786241 207.59213759],0
b2,1,0.166434,1.914775,[17 35] ; [152 203],[21.59213759 30.40786241] ; [147.40786241 207.59213759],0
a1,1,0.224826,1.473299,[  3 113] ; [ 28 507],[  5.52380952 110.47619048] ; [ 25.47619048 509.52380952],0
s5,1,0.231085,1.43417,[30 84] ; [166 352],[35.35443038 78.64556962] ; [160.64556962 357.35443038],0
d3,1,0.235736,1.405912,[72 44] ; [362 172],[77.45230769 38.54769231] ; [356.54769231 177.45230769],0
r3,1,0.282667,1.154225,[108   8] ; [508  24],[110.27160494   5.72839506] ; [505.72839506  26.27160494],0
s1,1,0.439645,0.59721,[  2 114] ; [ 16 512],[  3.24223602 112.75776398] ; [ 14.75776398 513.24223602],0
u4,1,0.573489,0.31688,[  2 114] ; [ 14 521],[  2.85099846 113.14900154] ; [ 13.14900154 521.85099846],0
u2,1,0.681363,0.168596,[23 23] ; [77 67],[24.21052632 21.78947368] ; [75.78947368 68.21052632],0
u3,1,0.695159,0.153557,[25 21] ; [74 71],[23.84293194 22.15706806] ; [75.15706806 69.84293194],0
a7,1,0.841267,0.040109,[82 34] ; [381 151],[82.88271605 33.11728395] ; [380.11728395 151.88271605],0
n2,1,0.884616,0.02106,[31 12] ; [74 27],[31.35416667 11.64583333] ; [73.64583333 27.35416667],0
b4,1,0.904524,0.014388,[69 47] ; [315 220],[68.42396313 47.57603687] ; [315.57603687 219.42396313],0
