Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,36.117636,[35 29] ; [201  27],[51.7260274 12.2739726] ; [184.2739726  43.7260274],1
p4,1,0.0,26.299228,[15 50] ; [137  95],[33.26599327 31.73400673] ; [118.73400673 113.26599327],1
r3,1,0.0,26.165649,[46 20] ; [214  16],[57.97297297  8.02702703] ; [202.02702703  27.97297297],1
p10,1,2e-06,22.828298,[36 28] ; [192  36],[49.97260274 14.02739726] ; [178.02739726  49.97260274],1
p7,1,2e-06,22.29781,[23 42] ; [154  73],[39.40068493 25.59931507] ; [137.59931507  89.40068493],1
v4,1,4e-06,21.304329,[49 17] ; [217  14],[59.11111111  6.88888889] ; [206.88888889  24.11111111],1
p8,1,7e-06,20.164004,[15 50] ; [124 103],[30.94178082 34.05821918] ; [108.05821918 118.94178082],1
s1,1,3.1e-05,17.345977,[ 9 56] ; [  4 223],[ 2.89383562 62.10616438] ; [ 10.10616438 216.89383562],1
d5,1,3.4e-05,17.195218,[22 44] ; [144  88],[36.76510067 29.23489933] ; [129.23489933 102.76510067],1
p11,1,5.4e-05,16.308113,[36 30] ; [184  48],[48.72483221 17.27516779] ; [171.27516779  60.72483221],1
r4,1,0.000414,12.467059,[44 22] ; [199  33],[53.81879195 12.18120805] ; [189.18120805  42.81879195],1
s7,1,0.000579,11.84122,[15 46] ; [108 111],[26.79642857 34.20357143] ; [ 96.20357143 122.79642857],1
r2,1,0.000624,11.704433,[50 16] ; [211  20],[58.  8.] ; [203.  28.],1
d2,1,0.001458,10.13131,[20 45] ; [ 32 200],[11.38047138 53.61952862] ; [ 40.61952862 191.38047138],0
d4,1,0.001712,9.835248,[24 42] ; [135  97],[35.2147651 30.7852349] ; [123.7852349 108.2147651],0
d3,1,0.001728,9.818259,[13 53] ; [ 94 137],[23.77777778 42.22222222] ; [ 83.22222222 147.77777778],0
b1,1,0.002685,9.010301,[39 27] ; [ 89 143],[28.34899329 37.65100671] ; [ 99.65100671 132.34899329],0
p6,1,0.0032,8.689973,[11 54] ; [ 83 146],[20.78231293 44.21768707] ; [ 73.21768707 155.78231293],0
n6,1,0.003432,8.562234,[47 19] ; [199  31],[54.85135135 11.14864865] ; [191.14864865  38.85135135],0
s6,1,0.00437,8.123204,[32 34] ; [153  73],[41.81506849 24.18493151] ; [143.18493151  82.81506849],0
a1,1,0.004886,7.921234,[ 7 59] ; [  6 226],[ 2.87919463 63.12080537] ; [ 10.12080537 221.87919463],0
p1,1,0.00991,6.650916,[11 55] ; [ 15 216],[ 5.77777778 60.22222222] ; [ 20.22222222 210.77777778],0
v1,1,0.010788,6.49991,[23 42] ; [120 105],[32.05172414 32.94827586] ; [110.94827586 114.05172414],0
r1,1,0.019644,5.443221,[38 28] ; [167  63],[45.70945946 20.29054054] ; [159.29054054  70.70945946],0
s3,1,0.028309,4.809128,[24 39] ; [124 107],[31.71428571 31.28571429] ; [116.28571429 114.71428571],0
p3,1,0.038347,4.289569,[21 45] ; [107 125],[28.34899329 37.65100671] ; [ 99.65100671 132.34899329],0
a7,1,0.038815,4.268925,[33 33] ; [148  83],[40.22222222 25.77777778] ; [140.77777778  90.22222222],0
