Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.002444,9.182283,[20 46] ; [21 13],[27.06 38.94] ; [13.94 20.06],0
p12,1,0.0071,7.247416,[ 3 63] ; [ 8 29],[ 7.04854369 58.95145631] ; [ 3.95145631 33.04854369],0
p5,1,0.008487,6.927766,[ 3 61] ; [ 8 29],[ 6.97029703 57.02970297] ; [ 4.02970297 32.97029703],0
a6,1,0.020788,5.344517,[34 32] ; [27  9],[39.47058824 26.52941176] ; [21.52941176 14.47058824],0
v2,1,0.026536,4.920723,[29 35] ; [24 11],[34.26262626 29.73737374] ; [18.73737374 16.26262626],0
n5,1,0.027334,4.869563,[41 24] ; [31  6],[45.88235294 19.11764706] ; [26.11764706 10.88235294],0
s6,1,0.028473,4.79918,[33 32] ; [27 10],[38.23529412 26.76470588] ; [21.76470588 15.23529412],0
n4,1,0.043678,4.068971,[43 23] ; [31  6],[47.41747573 18.58252427] ; [26.58252427 10.41747573],0
s4,1,0.044924,4.021499,[16 49] ; [ 3 33],[12.22772277 52.77227723] ; [ 6.77227723 29.22772277],0
a7,1,0.046015,3.981047,[33 33] ; [26 11],[37.80582524 28.19417476] ; [21.19417476 15.80582524],0
v1,1,0.063461,3.444545,[25 39] ; [21 15],[29.44 34.56] ; [16.56 19.44],0
a1,1,0.105776,2.616229,[ 2 64] ; [ 4 33],[ 3.84466019 62.15533981] ; [ 2.15533981 34.84466019],0
a5,1,0.117773,2.446687,[36 30] ; [26 11],[39.72815534 26.27184466] ; [22.27184466 14.72815534],0
u2,1,0.124025,2.365736,[15 14] ; [10  3],[17.26190476 11.73809524] ; [7.73809524 5.26190476],0
s8,1,0.135831,2.224565,[23 43] ; [18 18],[26.52941176 39.47058824] ; [14.47058824 21.52941176],0
a8,1,0.138011,2.2,[ 8 58] ; [ 1 32],[ 6. 60.] ; [ 3. 30.],0
n3,1,0.147569,2.097198,[16  6] ; [3 4],[14.4137931  7.5862069] ; [4.5862069 2.4137931],0
b2,1,0.176226,1.829163,[12 31] ; [11 14],[14.54411765 28.45588235] ; [ 8.45588235 16.54411765],0
b3,1,0.176226,1.829163,[12 31] ; [11 14],[14.54411765 28.45588235] ; [ 8.45588235 16.54411765],0
r1,1,0.20943,1.575359,[44 22] ; [29  8],[46.77669903 19.22330097] ; [26.22330097 10.77669903],0
b5,1,0.223512,1.481682,[42 24] ; [19 18],[39.08737864 26.91262136] ; [21.91262136 15.08737864],0
p4,1,0.275163,1.190824,[27 38] ; [11 25],[24.45544554 40.54455446] ; [13.54455446 22.45544554],0
v4,1,0.301736,1.066504,[56 10] ; [34  3],[57.66990291  8.33009709] ; [32.33009709  4.66990291],0
a3,1,0.308245,1.038181,[36 30] ; [24 13],[38.44660194 27.55339806] ; [21.55339806 15.44660194],0
n1,1,0.320742,0.98592,[11 11] ; [2 5],[ 9.86206897 12.13793103] ; [3.13793103 3.86206897],0
s5,1,0.373197,0.792993,[15 47] ; [12 25],[16.90909091 45.09090909] ; [10.09090909 26.90909091],0
a2,1,0.410752,0.676623,[ 7 59] ; [ 6 31],[ 8.33009709 57.66990291] ; [ 4.66990291 32.33009709],0
p6,1,0.414219,0.666659,[13 52] ; [10 27],[14.65686275 50.34313725] ; [ 8.34313725 28.65686275],0
p9,1,0.487828,0.481313,[45 20] ; [28  9],[46.51960784 18.48039216] ; [26.48039216 10.51960784],0
r2,1,0.510907,0.432209,[57  8] ; [34  3],[57.99019608  7.00980392] ; [33.00980392  3.99019608],0
n6,1,0.556239,0.346258,[51 14] ; [30  6],[52.12871287 12.87128713] ; [28.87128713  7.12871287],0
a4,1,0.564039,0.332759,[27 39] ; [13 24],[25.63106796 40.36893204] ; [14.36893204 22.63106796],0
u3,1,0.565206,0.330769,[18 12] ; [9 4],[18.8372093 11.1627907] ; [8.1627907 4.8372093],0
s2,1,0.586635,0.29563,[28 37] ; [18 19],[29.31372549 35.68627451] ; [16.68627451 20.31372549],0
d4,1,0.603828,0.269261,[49 17] ; [25 11],[47.88235294 18.11764706] ; [26.11764706  9.88235294],0
p10,1,0.611026,0.258684,[45 21] ; [27 10],[46.13592233 19.86407767] ; [25.86407767 11.13592233],0
b4,1,0.645522,0.211592,[44 22] ; [23 14],[42.93203883 23.06796117] ; [24.06796117 12.93203883],0
r4,1,0.671672,0.179653,[55 11] ; [32  5],[55.74757282 10.25242718] ; [31.25242718  5.74757282],0
p3,1,0.685042,0.164506,[23 43] ; [14 22],[23.94117647 42.05882353] ; [13.05882353 22.94117647],0
s1,1,0.707405,0.140883,[ 4 61] ; [ 3 34],[ 4.46078431 60.53921569] ; [ 2.53921569 34.46078431],0
b1,1,0.737958,0.111929,[29 37] ; [15 22],[28.19417476 37.80582524] ; [15.80582524 21.19417476],0
d5,1,0.744395,0.106301,[40 26] ; [23 13],[40.76470588 25.23529412] ; [22.23529412 13.76470588],0
u1,1,0.821116,0.051126,[10 56] ; [ 5 32],[ 9.61165049 56.38834951] ; [ 5.38834951 31.61165049],0
n2,1,0.846922,0.037267,[19  4] ; [6 1],[19.16666667  3.83333333] ; [5.83333333 1.16666667],0
p7,1,0.852888,0.034386,[24 39] ; [14 21],[24.42857143 38.57142857] ; [13.57142857 21.42857143],0
s3,1,0.8641,0.029295,[30 36] ; [17 19],[30.41176471 35.58823529] ; [16.58823529 19.41176471],0
d1,1,0.869971,0.026796,[31 35] ; [18 19],[31.39805825 34.60194175] ; [17.60194175 19.39805825],0
