Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,25.603321,[12 55] ; [15  4],[21.03488372 45.96511628] ; [ 5.96511628 13.03488372],1
s2,1,0.000114,14.886342,[26 48] ; [18  4],[33.91666667 40.08333333] ; [10.08333333 11.91666667],1
s6,1,0.000581,11.835264,[32 42] ; [18  3],[38.94736842 35.05263158] ; [11.05263158  9.94736842],1
s5,1,0.000601,11.773531,[13 56] ; [12  9],[19.16666667 49.83333333] ; [ 5.83333333 15.16666667],1
r4,1,0.010649,6.522939,[46 28] ; [20  2],[50.875 23.125] ; [15.125  6.875],0
p9,1,0.013286,6.130596,[31 40] ; [15  5],[35.89010989 35.10989011] ; [10.10989011  9.89010989],0
p10,1,0.013472,6.106074,[28 44] ; [14  6],[32.86956522 39.13043478] ; [ 9.13043478 10.86956522],0
s4,1,0.014339,5.995912,[17 57] ; [11 11],[21.58333333 52.41666667] ; [ 6.41666667 15.58333333],0
u3,1,0.015928,5.810831,[12 16] ; [8 1],[15.13513514 12.86486486] ; [4.86486486 4.13513514],0
p1,1,0.020279,5.387704,[ 3 71] ; [ 4 17],[ 5.45263158 68.54736842] ; [ 1.54736842 19.45263158],0
p6,1,0.020829,5.34105,[10 61] ; [ 8 14],[13.74193548 57.25806452] ; [ 4.25806452 17.74193548],0
p2,1,0.027305,4.871427,[37 36] ; [17  5],[41.49473684 31.50526316] ; [12.50526316  9.49473684],0
v2,1,0.055617,3.663498,[29 42] ; [13  7],[32.76923077 38.23076923] ; [ 9.23076923 10.76923077],0
u1,1,0.058748,3.572392,[ 6 68] ; [ 5 17],[ 8.47916667 65.52083333] ; [ 2.52083333 19.47916667],0
s3,1,0.090795,2.860219,[31 41] ; [14  8],[34.46808511 37.53191489] ; [10.53191489 11.46808511],0
d5,1,0.093317,2.816209,[54 19] ; [20  2],[56.86315789 16.13684211] ; [17.13684211  4.86315789],0
r3,1,0.128661,2.308589,[61 13] ; [21  1],[63.20833333 10.79166667] ; [18.79166667  3.20833333],0
n1,1,0.129598,2.297311,[ 5 25] ; [3 4],[ 6.48648649 23.51351351] ; [1.51351351 5.48648649],0
n6,1,0.16124,1.962561,[33 41] ; [13  8],[35.83157895 38.16842105] ; [10.16842105 10.83157895],0
n3,1,0.233614,1.418719,[18 11] ; [6 1],[19.33333333  9.66666667] ; [4.66666667 2.33333333],0
a6,1,0.239535,1.383331,[40 34] ; [15  7],[42.39583333 31.60416667] ; [12.60416667  9.39583333],0
p4,1,0.243211,1.361888,[26 46] ; [11 11],[28.34042553 43.65957447] ; [ 8.65957447 13.34042553],0
v1,1,0.274553,1.193858,[22 51] ; [ 9 12],[24.07446809 48.92553191] ; [ 6.92553191 14.07446809],0
p3,1,0.300411,1.072371,[24 48] ; [10 12],[26.04255319 45.95744681] ; [ 7.95744681 14.04255319],0
r2,1,0.325638,0.966169,[60 13] ; [20  2],[61.47368421 11.52631579] ; [18.52631579  3.47368421],0
r1,1,0.362977,0.827567,[46 28] ; [16  6],[47.79166667 26.20833333] ; [14.20833333  7.79166667],0
d1,1,0.365236,0.819809,[39 35] ; [14  8],[40.85416667 33.14583333] ; [12.14583333  9.85416667],0
a5,1,0.366516,0.815444,[45 29] ; [11 11],[43.16666667 30.83333333] ; [12.83333333  9.16666667],0
b3,1,0.370028,0.803571,[ 9 27] ; [1 8],[ 8. 28.] ; [2. 7.],0
b2,1,0.370028,0.803571,[ 9 27] ; [1 8],[ 8. 28.] ; [2. 7.],0
a4,1,0.447965,0.575796,[27 47] ; [10 12],[28.52083333 45.47916667] ; [ 8.47916667 13.52083333],0
p7,1,0.475212,0.509831,[27 46] ; [10 12],[28.43157895 44.56842105] ; [ 8.56842105 13.43157895],0
n2,1,0.509151,0.435812,[17 13] ; [3 4],[16.21621622 13.78378378] ; [3.78378378 3.21621622],0
b4,1,0.599348,0.27598,[45 29] ; [12 10],[43.9375 30.0625] ; [13.0625  8.9375],0
a1,1,0.662734,0.19022,[ 2 72] ; [ 1 21],[ 2.3125 71.6875] ; [ 0.6875 21.3125],0
d3,1,0.705408,0.142907,[50 23] ; [16  6],[50.71578947 22.28421053] ; [15.28421053  6.71578947],0
u2,1,0.711107,0.137174,[16 13] ; [5 3],[16.45945946 12.54054054] ; [4.54054054 3.45945946],0
b5,1,0.794966,0.067531,[46 28] ; [13  9],[45.47916667 28.52083333] ; [13.52083333  8.47916667],0
d2,1,0.823698,0.049636,[35 39] ; [11 11],[35.45833333 38.54166667] ; [10.54166667 11.45833333],0
n4,1,0.823843,0.049553,[22 52] ; [ 6 16],[21.58333333 52.41666667] ; [ 6.41666667 15.58333333],0
v3,1,0.826339,0.048136,[20 49] ; [ 6 13],[20.38636364 48.61363636] ; [ 5.61363636 13.38636364],0
p8,1,0.863575,0.029524,[21 51] ; [ 6 16],[20.68085106 51.31914894] ; [ 6.31914894 15.68085106],0
a7,1,0.880685,0.02253,[51 22] ; [15  7],[50.71578947 22.28421053] ; [15.28421053  6.71578947],0
a3,1,0.920907,0.009859,[44 29] ; [13  9],[43.8 29.2] ; [13.2  8.8],0
a2,1,0.938012,0.006048,[14 60] ; [ 4 18],[13.875 60.125] ; [ 4.125 17.875],0
d4,1,0.947169,0.004391,[61 13] ; [18  4],[60.89583333 13.10416667] ; [18.10416667  3.89583333],0
b1,1,1.0,0.0,[37 37] ; [11 11],[37. 37.] ; [11. 11.],0
