Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,22.068049,[73 44] ; [133  20],[89.26666667 27.73333333] ; [116.73333333  36.26666667],1
n5,1,0.396075,0.720211,[95 21] ; [132  22],[97.52592593 18.47407407] ; [129.47407407  24.52592593],0
d1,1,0.43498,0.60949,[80 37] ; [112  42],[82.89298893 34.10701107] ; [109.10701107  44.89298893],0
r2,1,0.437965,0.601608,[109   7] ; [145   6],[110.35205993   5.64794007] ; [143.64794007   7.35205993],0
v4,1,0.442259,0.590414,[113   2] ; [149   5],[112.00743494   2.99256506] ; [149.99256506   4.00743494],0
r3,1,0.445629,0.581745,[112   5] ; [150   4],[113.11439114   3.88560886] ; [148.88560886   5.11439114],0
a7,1,0.455154,0.557785,[80 37] ; [111  42],[82.76666667 34.23333333] ; [108.23333333  44.76666667],0
u2,1,0.473466,0.513877,[15  5] ; [23 12],[13.81818182  6.18181818] ; [24.18181818 10.81818182],0
v3,1,0.515092,0.42371,[54 53] ; [70 81],[51.42635659 55.57364341] ; [72.57364341 78.42635659],0
v2,1,0.564717,0.331602,[64 47] ; [93 59],[66.26235741 44.73764259] ; [90.73764259 61.26235741],0
s2,1,0.613005,0.255822,[86 27] ; [113  41],[84.22097378 28.77902622] ; [114.77902622  39.22097378],0
s7,1,0.645237,0.211959,[82 25] ; [117  31],[83.50196078 23.49803922] ; [115.49803922  32.50196078],0
s1,1,0.67235,0.178865,[  4 110] ; [  7 147],[  4.67910448 109.32089552] ; [  6.32089552 147.67910448],0
n1,1,0.691005,0.158,[11 16] ; [12 14],[11.71698113 15.28301887] ; [11.28301887 14.71698113],0
r1,1,0.745646,0.105226,[98 17] ; [129  25],[97.04460967 17.95539033] ; [129.95539033  24.04460967],0
b4,1,0.762677,0.091184,[67 50] ; [91 63],[68.21402214 48.78597786] ; [89.78597786 64.21402214],0
d2,1,0.791105,0.070159,[71 46] ; [91 63],[69.94095941 47.05904059] ; [92.05904059 61.94095941],0
n3,1,0.859724,0.031232,[20  8] ; [18  8],[19.7037037  8.2962963] ; [18.2962963  7.7037037],0
p10,1,0.925442,0.008757,[101  13] ; [137  17],[101.23880597  12.76119403] ; [136.76119403  17.23880597],0
b5,1,0.92562,0.008716,[70 47] ; [93 61],[70.37269373 46.62730627] ; [92.62730627 61.37269373],0
u4,1,0.980426,0.000602,[  6 111] ; [  8 146],[  6.04428044 110.95571956] ; [  7.95571956 146.04428044],0
