Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001753,9.791274,[ 1 16] ; [8 6],[ 4.93548387 12.06451613] ; [4.06451613 9.93548387],0
d4,1,0.001758,9.786243,[ 7 11] ; [13  1],[11.25  6.75] ; [8.75 5.25],0
d2,1,0.005775,7.619048,[ 3 15] ; [9 5],[ 6.75 11.25] ; [5.25 8.75],0
u2,1,0.015013,5.915,[1 9] ; [3 1],[2.85714286 7.14285714] ; [1.14285714 2.85714286],0
s6,1,0.01678,5.719233,[ 3 15] ; [8 6],[ 6.1875 11.8125] ; [4.8125 9.1875],0
n4,1,0.034846,4.45269,[9 9] ; [12  2],[11.8125  6.1875] ; [9.1875 4.8125],0
a7,1,0.038904,4.265054,[ 5 13] ; [9 5],[ 7.875 10.125] ; [6.125 7.875],0
d3,1,0.043581,4.072727,[ 3 15] ; [7 7],[ 5.625 12.375] ; [4.375 9.625],0
r3,1,0.045126,4.013936,[ 6 11] ; [10  4],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
a5,1,0.051181,3.802326,[ 8 10] ; [11  3],[10.6875  7.3125] ; [8.3125 5.6875],0
p11,1,0.06727,3.348397,[ 7 11] ; [10  4],[9.5625 8.4375] ; [7.4375 6.5625],0
b1,1,0.154044,2.031746,[11  7] ; [5 9],[9. 9.] ; [7. 7.],0
a3,1,0.171188,1.872513,[8 9] ; [10  4],[9.87096774 7.12903226] ; [8.12903226 5.87096774],0
s5,1,0.178022,1.814059,[ 1 17] ; [ 3 11],[ 2.25 15.75] ; [ 1.75 12.25],0
a2,1,0.178022,1.814059,[ 1 17] ; [ 3 11],[ 2.25 15.75] ; [ 1.75 12.25],0
a8,1,0.197213,1.662896,[ 2 15] ; [4 9],[ 3.4 13.6] ; [ 2.6 10.4],0
a6,1,0.197703,1.659259,[ 5 13] ; [7 7],[ 6.75 11.25] ; [5.25 8.75],0
v3,1,0.209351,1.575906,[ 2 16] ; [ 4 10],[ 3.375 14.625] ; [ 2.625 11.375],0
s8,1,0.217044,1.52381,[ 3 15] ; [5 9],[ 4.5 13.5] ; [ 3.5 10.5],0
p9,1,0.269023,1.221719,[ 7 10] ; [8 5],[8.5 8.5] ; [6.5 6.5],0
n6,1,0.337482,0.919974,[8 9] ; [9 5],[9.32258065 7.67741935] ; [7.67741935 6.32258065],0
p7,1,0.357527,0.846561,[ 8 10] ; [ 4 10],[ 6.75 11.25] ; [5.25 8.75],0
a4,1,0.372957,0.793788,[ 5 13] ; [6 8],[ 6.1875 11.8125] ; [4.8125 9.1875],0
r1,1,0.372957,0.793788,[ 5 13] ; [6 8],[ 6.1875 11.8125] ; [4.8125 9.1875],0
p12,1,0.400628,0.70644,[ 1 17] ; [ 2 12],[ 1.6875 16.3125] ; [ 1.3125 12.6875],0
p1,1,0.41902,0.653061,[ 3 15] ; [ 1 13],[ 2.25 15.75] ; [ 1.75 12.25],0
b5,1,0.41902,0.653061,[9 9] ; [9 5],[10.125  7.875] ; [7.875 6.125],0
p6,1,0.466596,0.530026,[ 2 15] ; [ 3 11],[ 2.74193548 14.25806452] ; [ 2.25806452 11.74193548],0
p10,1,0.490644,0.475113,[ 7 10] ; [7 6],[7.93333333 9.06666667] ; [6.06666667 6.93333333],0
p4,1,0.580912,0.304762,[ 6 12] ; [6 8],[ 6.75 11.25] ; [5.25 8.75],0
s7,1,0.630209,0.231777,[ 3 14] ; [3 9],[ 3.51724138 13.48275862] ; [2.48275862 9.51724138],0
v1,1,0.630872,0.23088,[ 5 13] ; [5 9],[ 5.625 12.375] ; [4.375 9.625],0
s3,1,0.744954,0.10582,[ 5 13] ; [4 8],[ 5.4 12.6] ; [3.6 8.4],0
p8,1,0.749518,0.101936,[ 4 13] ; [ 4 10],[ 4.38709677 12.61290323] ; [ 3.61290323 10.38709677],0
p2,1,0.754725,0.097603,[ 8 10] ; [7 7],[8.4375 9.5625] ; [6.5625 7.4375],0
s2,1,0.767872,0.087119,[ 5 13] ; [ 3 10],[ 4.64516129 13.35483871] ; [3.35483871 9.64516129],0
n5,1,0.888126,0.01979,[12  6] ; [9 5],[11.8125  6.1875] ; [9.1875 4.8125],0
b2,1,0.901321,0.015374,[3 9] ; [3 8],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
b3,1,0.901321,0.015374,[3 9] ; [3 8],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
p3,1,0.957035,0.002902,[ 4 14] ; [ 3 11],[ 3.9375 14.0625] ; [ 3.0625 10.9375],0
n2,1,1.0,0.0,[5 5] ; [1 1],[5. 5.] ; [1. 1.],0
