Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.005035,7.866891,[ 5 17] ; [51 40],[10.90265487 11.09734513] ; [45.09734513 45.90265487],0
s2,1,0.006645,7.366634,[13  7] ; [32 66],[ 7.62711864 12.37288136] ; [37.37288136 60.62711864],0
s6,1,0.029872,4.716635,[18  3] ; [59 38],[13.70338983  7.29661017] ; [63.29661017 33.70338983],0
s3,1,0.033587,4.515592,[15  6] ; [44 52],[10.58974359 10.41025641] ; [48.41025641 47.58974359],0
v3,1,0.064009,3.430334,[ 5 17] ; [42 53],[ 8.83760684 13.16239316] ; [38.16239316 56.83760684],0
n4,1,0.141266,2.164116,[15  8] ; [78 20],[17.67768595  5.32231405] ; [75.32231405 22.67768595],0
r4,1,0.167777,1.902695,[20  3] ; [93  5],[21.47933884  1.52066116] ; [91.52066116  6.47933884],0
u1,1,0.221778,1.492832,[ 2 21] ; [ 3 95],[ 0.95041322 22.04958678] ; [ 4.04958678 93.95041322],0
n5,1,0.228165,1.452264,[15  8] ; [75 22],[17.25  5.75] ; [72.75 24.25],0
d3,1,0.237828,1.393421,[10 13] ; [30 68],[ 7.60330579 15.39669421] ; [32.39669421 65.60330579],0
s7,1,0.238236,1.391002,[12 10] ; [37 54],[ 9.53982301 12.46017699] ; [39.46017699 51.53982301],0
p6,1,0.280605,1.164159,[ 5 18] ; [32 64],[ 7.1512605 15.8487395] ; [29.8487395 66.1512605],0
b1,1,0.31445,1.011891,[ 7 16] ; [41 57],[ 9.12396694 13.87603306] ; [38.87603306 59.12396694],0
v4,1,0.329942,0.949126,[20  2] ; [94  4],[20.9  1.1] ; [93.1  4.9],0
p11,1,0.356683,0.849538,[16  7] ; [77 21],[17.67768595  5.32231405] ; [75.32231405 22.67768595],0
s5,1,0.357903,0.845237,[ 7 13] ; [24 72],[ 5.34482759 14.65517241] ; [25.65517241 70.34482759],0
v1,1,0.430772,0.620742,[10 13] ; [50 45],[11.69491525 11.30508475] ; [48.30508475 46.69491525],0
p3,1,0.473012,0.514931,[ 9 14] ; [46 51],[10.54166667 12.45833333] ; [44.45833333 52.54166667],0
p10,1,0.535007,0.384873,[18  5] ; [69 27],[16.81512605  6.18487395] ; [70.18487395 25.81512605],0
p5,1,0.539475,0.376513,[ 2 21] ; [13 84],[ 2.875 20.125] ; [12.125 84.875],0
a5,1,0.548784,0.359501,[13 10] ; [62 36],[14.25619835  8.74380165] ; [60.74380165 37.25619835],0
a3,1,0.561286,0.337483,[14  9] ; [52 44],[12.75630252 10.24369748] ; [53.24369748 42.75630252],0
n1,1,0.588198,0.293167,[3 5] ; [14 15],[3.67567568 4.32432432] ; [13.32432432 15.67567568],0
