Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00069,11.514824,[33 76] ; [14  6],[39.71317829 69.28682171] ; [ 7.28682171 12.71317829],1
s7,1,0.006865,7.30794,[25 76] ; [11  9],[30.04958678 70.95041322] ; [ 5.95041322 14.04958678],0
d2,1,0.018701,5.529245,[35 73] ; [12  8],[39.65625 68.34375] ; [ 7.34375 12.65625],0
s2,1,0.020649,5.356163,[29 79] ; [11 10],[33.48837209 74.51162791] ; [ 6.51162791 14.48837209],0
n3,1,0.022687,5.192308,[29 23] ; [1 7],[26. 26.] ; [4. 4.],0
s3,1,0.024494,5.059299,[33 73] ; [11  8],[37.312 68.688] ; [ 6.688 12.312],0
d5,1,0.038572,4.279603,[62 47] ; [17  4],[66.23846154 42.76153846] ; [12.76153846  8.23846154],0
r2,1,0.045494,4.000245,[54 49] ; [14  4],[57.88429752 45.11570248] ; [10.11570248  7.88429752],0
v2,1,0.052855,3.748484,[36 68] ; [12  9],[39.936 64.064] ; [ 8.064 12.936],0
p2,1,0.06687,3.358222,[59 49] ; [16  5],[62.79069767 45.20930233] ; [12.20930233  8.79069767],0
d1,1,0.09097,2.857124,[36 73] ; [11 10],[39.40769231 69.59230769] ; [ 7.59230769 13.40769231],0
b4,1,0.091013,2.856358,[56 53] ; [15  6],[59.53076923 49.46923077] ; [11.46923077  9.53076923],0
a4,1,0.10746,2.591185,[32 76] ; [10 11],[35.1627907 72.8372093] ; [ 6.8372093 14.1627907],0
d4,1,0.12868,2.308362,[68 41] ; [16  4],[70.97674419 38.02325581] ; [13.02325581  6.97674419],0
b3,1,0.161266,1.962314,[22 40] ; [ 3 14],[19.62025316 42.37974684] ; [ 5.37974684 11.62025316],0
b2,1,0.161266,1.962314,[22 40] ; [ 3 14],[19.62025316 42.37974684] ; [ 5.37974684 11.62025316],0
r1,1,0.166835,1.911152,[27 81] ; [ 8 12],[29.53125 78.46875] ; [ 5.46875 14.53125],0
u3,1,0.182172,1.779812,[13 33] ; [5 5],[14.78571429 31.21428571] ; [3.21428571 6.78571429],0
s8,1,0.192211,1.700586,[18 91] ; [ 6 15],[20.12307692 88.87692308] ; [ 3.87692308 17.12307692],0
d3,1,0.218203,1.516149,[51 57] ; [13  8],[53.58139535 54.41860465] ; [10.41860465 10.58139535],0
p11,1,0.233431,1.419834,[52 57] ; [13  8],[54.5 54.5] ; [10.5 10.5],0
p7,1,0.246651,1.342174,[36 69] ; [10 11],[38.33333333 66.66666667] ; [ 7.66666667 13.33333333],0
r3,1,0.315092,1.009211,[60 47] ; [13  6],[61.99206349 45.00793651] ; [11.00793651  7.99206349],0
v3,1,0.325525,0.966617,[26 82] ; [ 3 18],[24.27906977 83.72093023] ; [ 4.72093023 16.27906977],0
a1,1,0.382218,0.763555,[12 97] ; [ 1 20],[10.9 98.1] ; [ 2.1 18.9],0
n6,1,0.391703,0.73365,[62 45] ; [ 9 10],[60.29365079 46.70634921] ; [10.70634921  8.29365079],0
s4,1,0.422409,0.643604,[18 91] ; [ 5 16],[19.28461538 89.71538462] ; [ 3.71538462 17.28461538],0
v1,1,0.426071,0.63351,[35 72] ; [ 8 11],[36.51587302 70.48412698] ; [ 6.48412698 12.51587302],0
b1,1,0.428344,0.627308,[57 52] ; [ 9 12],[55.33846154 53.66153846] ; [10.66153846 10.33846154],0
u2,1,0.430463,0.621575,[19 27] ; [5 4],[20.07272727 25.92727273] ; [3.92727273 5.07272727],0
n5,1,0.457426,0.552186,[66 41] ; [10  9],[64.53968254 42.46031746] ; [11.46031746  7.53968254],0
p8,1,0.469429,0.523321,[30 78] ; [ 4 16],[28.6875 79.3125] ; [ 5.3125 14.6875],0
a7,1,0.474072,0.512469,[50 58] ; [11  9],[51.46875 56.53125] ; [ 9.53125 10.46875],0
a8,1,0.496368,0.462693,[ 6 96] ; [ 2 18],[ 6.68852459 95.31147541] ; [ 1.31147541 18.68852459],0
n4,1,0.505972,0.442388,[65 43] ; [11 10],[63.62790698 44.37209302] ; [12.37209302  8.62790698],0
a5,1,0.523459,0.407073,[54 55] ; [12  9],[55.33846154 53.66153846] ; [10.66153846 10.33846154],0
p10,1,0.523776,0.406452,[52 53] ; [12  9],[53.33333333 51.66666667] ; [10.66666667 10.33333333],0
n2,1,0.541618,0.372549,[29 23] ; [6 3],[29.83606557 22.16393443] ; [5.16393443 3.83606557],0
p4,1,0.572808,0.318006,[34 73] ; [ 8 13],[35.109375 71.890625] ; [ 6.890625 14.109375],0
v4,1,0.581595,0.303663,[64 43] ; [12  6],[65.056 41.944] ; [10.944  7.056],0
b5,1,0.584155,0.299565,[59 50] ; [10 11],[57.85384615 51.14615385] ; [11.14615385  9.85384615],0
p3,1,0.610584,0.259325,[25 82] ; [ 6 15],[25.9140625 81.0859375] ; [ 5.0859375 15.9140625],0
u1,1,0.771914,0.084026,[  7 102] ; [ 1 20],[  6.70769231 102.29230769] ; [ 1.29230769 19.70769231],0
p9,1,0.78203,0.076549,[56 48] ; [12  9],[56.576 47.424] ; [11.424  9.576],0
p6,1,0.819174,0.052262,[18 88] ; [ 4 17],[18.36220472 87.63779528] ; [ 3.63779528 17.36220472],0
a3,1,0.841657,0.03991,[62 46] ; [11  9],[61.59375 46.40625] ; [11.40625  8.59375],0
p1,1,0.848511,0.036488,[  9 100] ; [ 2 19],[ 9.22307692 99.77692308] ; [ 1.77692308 19.22307692],0
n1,1,0.969829,0.001431,[17 35] ; [3 6],[17.04918033 34.95081967] ; [2.95081967 6.04918033],0
a6,1,0.994143,5.4e-05,[52 57] ; [10 11],[51.98461538 57.01538462] ; [10.01538462 10.98461538],0
