Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000682,11.537587,[51 11] ; [ 7 10],[45.51898734 16.48101266] ; [12.48101266  4.51898734],1
s6,1,0.006102,7.519958,[58  2] ; [13  4],[55.32467532  4.67532468] ; [15.67532468  1.32467532],0
a2,1,0.029199,4.755857,[20 42] ; [ 1 16],[16.48101266 45.51898734] ; [ 4.51898734 12.48101266],0
s1,1,0.030511,4.680281,[ 2 60] ; [ 3 14],[ 3.92405063 58.07594937] ; [ 1.07594937 15.92405063],0
d5,1,0.037332,4.335224,[56  6] ; [12  5],[53.36708861  8.63291139] ; [14.63291139  2.36708861],0
r2,1,0.043493,4.076129,[61  1] ; [14  2],[59.61538462  2.38461538] ; [15.38461538  0.61538462],0
n4,1,0.046082,3.978582,[48 14] ; [9 8],[44.73417722 17.26582278] ; [12.26582278  4.73417722],0
a5,1,0.046082,3.978582,[48 14] ; [9 8],[44.73417722 17.26582278] ; [12.26582278  4.73417722],0
u1,1,0.075498,3.159239,[21 41] ; [ 2 15],[18.05063291 43.94936709] ; [ 4.94936709 12.05063291],0
a4,1,0.081694,3.030864,[33 29] ; [ 5 12],[29.82278481 32.17721519] ; [8.17721519 8.82278481],0
p4,1,0.122977,2.378994,[45 17] ; [9 8],[42.37974684 19.62025316] ; [11.62025316  5.37974684],0
d3,1,0.124162,2.364021,[48 14] ; [10  7],[45.51898734 16.48101266] ; [12.48101266  4.51898734],0
d1,1,0.124162,2.364021,[48 14] ; [10  7],[45.51898734 16.48101266] ; [12.48101266  4.51898734],0
n1,1,0.12764,2.320976,[ 3 10] ; [4 3],[4.55 8.45] ; [2.45 4.55],0
a6,1,0.151213,2.059972,[41 21] ; [8 9],[38.4556962 23.5443038] ; [10.5443038  6.4556962],0
d2,1,0.151213,2.059972,[41 21] ; [8 9],[38.4556962 23.5443038] ; [10.5443038  6.4556962],0
n3,1,0.212296,1.555699,[12  1] ; [5 2],[11.05  1.95] ; [5.95 1.05],0
p5,1,0.279652,1.168779,[10 52] ; [ 1 16],[ 8.63291139 53.36708861] ; [ 2.36708861 14.63291139],0
n5,1,0.285536,1.140549,[48 14] ; [11  6],[46.30379747 15.69620253] ; [12.69620253  4.30379747],0
v3,1,0.296101,1.09167,[23 39] ; [ 4 13],[21.18987342 40.81012658] ; [ 5.81012658 11.18987342],0
v2,1,0.31377,1.014738,[31 29] ; [ 6 10],[29.21052632 30.78947368] ; [7.78947368 8.21052632],0
p8,1,0.372577,0.795051,[35 27] ; [11  5],[36.56410256 25.43589744] ; [9.43589744 6.56410256],0
n6,1,0.374584,0.7884,[53  9] ; [13  4],[51.79746835 10.20253165] ; [14.20253165  2.79746835],0
s3,1,0.390583,0.737126,[52  9] ; [13  4],[50.83333333 10.16666667] ; [14.16666667  2.83333333],0
b1,1,0.398587,0.712585,[29 33] ; [ 6 11],[27.46835443 34.53164557] ; [7.53164557 9.46835443],0
v1,1,0.418363,0.65491,[36 26] ; [8 9],[34.53164557 27.46835443] ; [9.46835443 7.53164557],0
b5,1,0.481067,0.496444,[38 24] ; [12  5],[39.24050633 22.75949367] ; [10.75949367  6.24050633],0
p7,1,0.490865,0.474629,[46 15] ; [10  5],[44.94736842 16.05263158] ; [11.05263158  3.94736842],0
p12,1,0.61399,0.254406,[ 6 55] ; [ 1 16],[ 5.47435897 55.52564103] ; [ 1.52564103 15.47435897],0
s2,1,0.639946,0.218813,[51 10] ; [15  2],[51.61538462  9.38461538] ; [14.38461538  2.61538462],0
s5,1,0.644575,0.212808,[37 21] ; [8 6],[36.25 21.75] ; [8.75 5.25],0
p9,1,0.648981,0.207187,[56  5] ; [15  2],[55.52564103  5.47435897] ; [15.47435897  1.52564103],0
b3,1,0.649887,0.206042,[ 9 25] ; [4 8],[ 9.60869565 24.39130435] ; [3.39130435 8.60869565],0
b2,1,0.649887,0.206042,[ 9 25] ; [4 8],[ 9.60869565 24.39130435] ; [3.39130435 8.60869565],0
s7,1,0.655666,0.198831,[48 11] ; [13  4],[47.35526316 11.64473684] ; [13.64473684  3.35526316],0
b4,1,0.681407,0.168546,[33 29] ; [10  7],[33.74683544 28.25316456] ; [9.25316456 7.74683544],0
u3,1,0.695943,0.152727,[8 3] ; [8 2],[8.38095238 2.61904762] ; [7.61904762 2.38095238],0
p2,1,0.704379,0.143957,[50 12] ; [13  4],[49.44303797 12.55696203] ; [13.55696203  3.44303797],0
a7,1,0.71503,0.133305,[43 19] ; [11  6],[42.37974684 19.62025316] ; [11.62025316  5.37974684],0
p6,1,0.740513,0.109676,[32 30] ; [9 7],[32.58974359 29.41025641] ; [8.41025641 7.58974359],0
p1,1,0.750011,0.101522,[ 9 53] ; [ 3 14],[ 9.41772152 52.58227848] ; [ 2.58227848 14.41772152],0
d4,1,0.750011,0.101522,[53  9] ; [14  3],[52.58227848  9.41772152] ; [14.41772152  2.58227848],0
u2,1,0.800838,0.063636,[6 5] ; [6 4],[6.28571429 4.71428571] ; [5.71428571 4.28571429],0
p11,1,0.848308,0.036587,[46 16] ; [13  4],[46.30379747 15.69620253] ; [12.69620253  4.30379747],0
p3,1,0.889318,0.019368,[34 28] ; [9 8],[33.74683544 28.25316456] ; [9.25316456 7.74683544],0
n2,1,0.918517,0.010466,[9 4] ; [5 2],[9.1 3.9] ; [4.9 2.1],0
p10,1,0.973661,0.00109,[54  7] ; [15  2],[53.96153846  7.03846154] ; [15.03846154  1.96153846],0
