Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,78.90827,[112  18] ; [ 5 36],[88.94736842 41.05263158] ; [28.05263158 12.94736842],1
p2,1,7e-06,20.169137,[104  26] ; [19 24],[92.42774566 37.57225434] ; [30.57225434 12.42774566],1
p11,1,1.4e-05,18.808726,[107  23] ; [21 22],[96.1849711 33.8150289] ; [31.8150289 11.1849711],1
v4,1,0.001752,9.79321,[126   4] ; [35  7],[121.68604651   8.31395349] ; [39.31395349  2.68604651],0
p8,1,0.002729,8.980668,[70 59] ; [12 31],[61.5 67.5] ; [20.5 22.5],0
s8,1,0.00619,7.494122,[47 83] ; [ 6 37],[39.8265896 90.1734104] ; [13.1734104 29.8265896],0
r4,1,0.006191,7.493895,[118  12] ; [32 11],[112.71676301  17.28323699] ; [37.28323699  5.71676301],0
s6,1,0.006814,7.321254,[78 50] ; [16 27],[70.3625731 57.6374269] ; [23.6374269 19.3625731],0
s5,1,0.013115,6.153471,[39 85] ; [ 5 37],[32.86746988 91.13253012] ; [11.13253012 30.86746988],0
s7,1,0.016697,5.727971,[58 67] ; [10 30],[51.51515152 73.48484848] ; [16.48484848 23.51515152],0
a6,1,0.017981,5.597979,[84 46] ; [19 24],[77.39884393 52.60115607] ; [25.60115607 17.39884393],0
n6,1,0.018256,5.571392,[107  23] ; [28 15],[101.44508671  28.55491329] ; [33.55491329  9.44508671],0
a7,1,0.021901,5.253616,[86 44] ; [20 23],[79.65317919 50.34682081] ; [26.34682081 16.65317919],0
p4,1,0.034759,4.456982,[64 65] ; [13 29],[58.0877193 70.9122807] ; [18.9122807 23.0877193],0
a3,1,0.058146,3.589478,[69 59] ; [16 27],[63.62573099 64.37426901] ; [21.37426901 21.62573099],0
r3,1,0.065182,3.400369,[119  11] ; [35  8],[115.72254335  14.27745665] ; [38.27745665  4.72254335],0
s2,1,0.076053,3.147302,[58 69] ; [13 30],[53.04117647 73.95882353] ; [17.95882353 25.04117647],0
n5,1,0.087746,2.915254,[93 36] ; [25 18],[88.5 40.5] ; [29.5 13.5],0
b5,1,0.121816,2.39381,[78 52] ; [20 23],[73.6416185 56.3583815] ; [24.3583815 18.6416185],0
p5,1,0.122393,2.386424,[ 17 112] ; [ 2 41],[ 14.25 114.75] ; [ 4.75 38.25],0
a5,1,0.123661,2.370327,[69 61] ; [17 26],[64.62427746 65.37572254] ; [21.37572254 21.62427746],0
a2,1,0.136507,2.216897,[ 12 118] ; [ 1 42],[  9.76878613 120.23121387] ; [ 3.23121387 39.76878613],0
s1,1,0.158302,1.990376,[  5 123] ; [ 4 38],[  6.77647059 121.22352941] ; [ 2.22352941 39.77647059],0
b1,1,0.166638,1.912935,[48 82] ; [21 22],[51.84971098 78.15028902] ; [17.15028902 25.84971098],0
n1,1,0.168861,1.893029,[ 7 17] ; [9 9],[ 9.14285714 14.85714286] ; [ 6.85714286 11.14285714],0
v1,1,0.202763,1.622357,[61 65] ; [16 27],[57.40828402 68.59171598] ; [19.59171598 23.40828402],0
a4,1,0.252916,1.307122,[ 29 100] ; [ 6 36],[ 26.40350877 102.59649123] ; [ 8.59649123 33.40350877],0
s4,1,0.25366,1.303031,[ 25 105] ; [ 5 38],[ 22.5433526 107.4566474] ; [ 7.4566474 35.5433526],0
p3,1,0.257716,1.280987,[55 75] ; [14 29],[51.84971098 78.15028902] ; [17.15028902 25.84971098],0
v2,1,0.316883,1.001767,[56 67] ; [15 26],[53.25 69.75] ; [17.75 23.25],0
p1,1,0.317202,1.000448,[ 20 110] ; [ 4 39],[ 18.03468208 111.96531792] ; [ 5.96531792 37.03468208],0
s3,1,0.338392,0.916516,[75 51] ; [22 21],[72.31952663 53.68047337] ; [24.68047337 18.31952663],0
d1,1,0.361423,0.832942,[  7 123] ; [ 4 39],[  8.26589595 121.73410405] ; [ 2.73410405 40.26589595],0
u3,1,0.36202,0.830873,[33 27] ; [12 15],[31.03448276 28.96551724] ; [13.96551724 13.03448276],0
n2,1,0.460944,0.543602,[18  6] ; [16  3],[18.97674419  5.02325581] ; [15.02325581  3.97674419],0
d4,1,0.477735,0.504029,[67 63] ; [19 23],[65. 65.] ; [21. 21.],0
d2,1,0.521942,0.410054,[ 30 100] ; [12 31],[31.56069364 98.43930636] ; [10.43930636 32.56069364],0
b3,1,0.534924,0.385028,[29 48] ; [12 15],[30.35576923 46.64423077] ; [10.64423077 16.35576923],0
b2,1,0.534924,0.385028,[29 48] ; [12 15],[30.35576923 46.64423077] ; [10.64423077 16.35576923],0
