Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,47.879275,[142  32] ; [48 66],[114.79166667  59.20833333] ; [75.20833333 38.79166667],1
a4,1,0.0,44.33792,[97 77] ; [19 96],[ 69.84083045 104.15916955] ; [46.15916955 68.84083045],1
d5,1,0.0,27.22485,[144  30] ; [62 52],[124.45833333  49.54166667] ; [81.54166667 32.45833333],1
d1,1,1e-06,23.152634,[99 76] ; [32 83],[79.05172414 95.94827586] ; [51.94827586 63.05172414],1
a6,1,2e-06,22.650919,[127  47] ; [52 63],[107.7716263  66.2283737] ; [71.2283737 43.7716263],1
d2,1,3e-06,22.099823,[92 80] ; [29 85],[72.76923077 99.23076923] ; [48.23076923 65.76923077],1
n4,1,0.000102,15.10624,[130  43] ; [61 54],[114.73263889  58.26736111] ; [76.26736111 38.73263889],1
d4,1,0.000342,12.827199,[147  27] ; [75 38],[134.59233449  39.40766551] ; [87.40766551 25.59233449],1
u1,1,0.000593,11.797128,[ 29 146] ; [  4 111],[ 19.9137931 155.0862069] ; [ 13.0862069 101.9137931],1
s7,1,0.002083,9.475182,[ 66 101] ; [24 86],[ 54.2599278 112.7400722] ; [35.7400722 74.2599278],0
r1,1,0.003489,8.532137,[132  42] ; [68 46],[120.83333333  53.16666667] ; [79.16666667 34.83333333],0
s5,1,0.013413,6.113842,[ 45 122] ; [16 95],[ 36.64388489 130.35611511] ; [24.35611511 86.64388489],0
p9,1,0.018261,5.570964,[124  48] ; [65 46],[114.86925795  57.13074205] ; [74.13074205 36.86925795],0
p10,1,0.03097,4.654642,[116  59] ; [60 52],[107.31707317  67.68292683] ; [68.68292683 43.31707317],0
s8,1,0.035362,4.427589,[ 56 118] ; [24 91],[ 48.16608997 125.83391003] ; [31.83391003 83.16608997],0
r2,1,0.036286,4.383611,[155  13] ; [97 18],[149.59717314  18.40282686] ; [102.40282686  12.59717314],0
r4,1,0.042424,4.118201,[136  39] ; [77 38],[128.53448276  46.46551724] ; [84.46551724 30.53448276],0
d3,1,0.05158,3.789334,[108  66] ; [57 56],[100.03484321  73.96515679] ; [64.96515679 48.03484321],0
v4,1,0.076105,3.146189,[151  20] ; [92 22],[145.8  25.2] ; [97.2 16.8],0
n5,1,0.089846,2.877132,[115  56] ; [66 49],[108.22027972  62.77972028] ; [72.77972028 42.22027972],0
r3,1,0.100535,2.697041,[151  21] ; [92 22],[146.13986014  25.86013986] ; [96.86013986 17.13986014],0
p3,1,0.114749,2.487561,[ 35 138] ; [ 15 100],[ 30.03472222 142.96527778] ; [19.96527778 95.03472222],0
v3,1,0.141285,2.163904,[ 56 109] ; [29 84],[ 50.44964029 114.55035971] ; [34.55035971 78.44964029],0
a1,1,0.164978,1.927996,[ 15 160] ; [  5 110],[ 12.06896552 162.93103448] ; [  7.93103448 107.06896552],0
a8,1,0.166842,1.91109,[ 22 141] ; [  9 102],[ 18.44160584 144.55839416] ; [12.55839416 98.44160584],0
v1,1,0.172476,1.861291,[75 96] ; [40 72],[ 69.48763251 101.51236749] ; [45.51236749 66.48763251],0
b4,1,0.181946,1.781654,[102  73] ; [76 39],[107.4137931  67.5862069] ; [70.5862069 44.4137931],0
p12,1,0.212973,1.551098,[ 10 164] ; [  3 111],[  7.85416667 166.14583333] ; [  5.14583333 108.85416667],0
n6,1,0.219011,1.510837,[126  45] ; [77 38],[121.37412587  49.62587413] ; [81.62587413 33.37412587],0
s6,1,0.226973,1.45973,[90 83] ; [51 63],[84.99303136 88.00696864] ; [56.00696864 57.99303136],0
s2,1,0.261415,1.261246,[ 69 104] ; [38 76],[ 64.49825784 108.50174216] ; [42.50174216 71.49825784],0
b3,1,0.27385,1.197358,[42 61] ; [20 42],[38.7030303 64.2969697] ; [23.2969697 38.7030303],0
b2,1,0.27385,1.197358,[42 61] ; [20 42],[38.7030303 64.2969697] ; [23.2969697 38.7030303],0
u2,1,0.281158,1.161486,[15 17] ; [38 27],[17.48453608 14.51546392] ; [35.51546392 29.48453608],0
p7,1,0.37169,0.798008,[ 53 117] ; [41 72],[ 56.4664311 113.5335689] ; [37.5335689 75.4664311],0
p1,1,0.423759,0.639868,[  7 167] ; [  7 108],[  8.42906574 165.57093426] ; [  5.57093426 109.42906574],0
n1,1,0.477761,0.50397,[25 40] ; [14 30],[23.25688073 41.74311927] ; [15.74311927 28.25688073],0
n2,1,0.50691,0.44044,[46 20] ; [28 16],[44.4 21.6] ; [29.6 14.4],0
u4,1,0.546278,0.364027,[  3 172] ; [  1 114],[  2.4137931 172.5862069] ; [  1.5862069 113.4137931],0
p11,1,0.556105,0.346494,[111  64] ; [69 46],[108.62068966  66.37931034] ; [71.37931034 43.62068966],0
v2,1,0.564975,0.331163,[80 87] ; [47 59],[77.68864469 89.31135531] ; [49.31135531 56.68864469],0
s3,1,0.572409,0.318668,[86 88] ; [52 61],[83.66550523 90.33449477] ; [54.33449477 58.66550523],0
a7,1,0.603979,0.269036,[110  64] ; [68 45],[107.91637631  66.08362369] ; [70.08362369 42.91637631],0
b5,1,0.655872,0.198577,[105  70] ; [72 43],[106.81034483  68.18965517] ; [70.18965517 44.81034483],0
b1,1,0.658639,0.195181,[ 70 105] ; [49 66],[ 71.81034483 103.18965517] ; [47.18965517 67.81034483],0
s4,1,0.742401,0.108027,[ 29 144] ; [21 94],[ 30.03472222 142.96527778] ; [19.96527778 95.03472222],0
s1,1,0.809133,0.058344,[  7 165] ; [  4 110],[  6.61538462 165.38461538] ; [  4.38461538 109.61538462],0
n3,1,0.934958,0.00666,[42 21] ; [29 15],[41.80373832 21.19626168] ; [29.19626168 14.80373832],0
u3,1,0.945699,0.004639,[17 16] ; [35 32],[17.16 15.84] ; [34.84 32.16],0
p2,1,0.95155,0.003692,[102  72] ; [67 48],[101.75086505  72.24913495] ; [67.24913495 47.75086505],0
p6,1,0.989099,0.000187,[ 23 151] ; [15 98],[ 23.03832753 150.96167247] ; [14.96167247 98.03832753],0
