Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.004845,7.936508,[4 1] ; [ 2 13],[1.5 3.5] ; [ 4.5 10.5],0
p7,1,0.014851,5.934066,[1 4] ; [12  3],[3.25 1.75] ; [9.75 5.25],0
a6,1,0.069294,3.299663,[1 4] ; [10  5],[2.75 2.25] ; [8.25 6.75],0
p2,1,0.090969,2.857143,[2 3] ; [12  3],[3.5 1.5] ; [10.5  4.5],0
a5,1,0.121335,2.4,[1 4] ; [9 6],[2.5 2.5] ; [7.5 7.5],0
a3,1,0.19446,1.683502,[4 1] ; [7 8],[2.75 2.25] ; [8.25 6.75],0
p8,1,0.19446,1.683502,[1 4] ; [8 7],[2.25 2.75] ; [6.75 8.25],0
s7,1,0.211088,1.563946,[3 2] ; [ 4 10],[1.84210526 3.15789474] ; [5.15789474 8.84210526],0
v4,1,0.291841,1.111111,[2 3] ; [10  5],[3. 2.] ; [9. 6.],0
b4,1,0.291841,1.111111,[3 2] ; [ 5 10],[2. 3.] ; [6. 9.],0
p9,1,0.291841,1.111111,[2 3] ; [10  5],[3. 2.] ; [9. 6.],0
s3,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
n4,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
b5,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
p6,1,0.416793,0.659341,[1 4] ; [6 9],[1.75 3.25] ; [5.25 9.75],0
s8,1,0.416793,0.659341,[1 4] ; [6 9],[1.75 3.25] ; [5.25 9.75],0
a8,1,0.421317,0.646639,[1 4] ; [ 1 13],[0.52631579 4.47368421] ; [ 1.47368421 12.52631579],0
v2,1,0.436275,0.606061,[3 2] ; [6 9],[2.25 2.75] ; [6.75 8.25],0
p10,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
v3,1,0.573138,0.31746,[1 4] ; [ 5 10],[1.5 3.5] ; [ 4.5 10.5],0
p11,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
a7,1,0.573138,0.31746,[2 3] ; [ 4 11],[1.5 3.5] ; [ 4.5 10.5],0
b2,1,0.630701,0.231111,[1 2] ; [2 8],[0.69230769 2.30769231] ; [2.30769231 7.69230769],0
b3,1,0.630701,0.231111,[1 2] ; [2 8],[0.69230769 2.30769231] ; [2.30769231 7.69230769],0
d4,1,0.717688,0.130719,[4 1] ; [13  2],[4.25 0.75] ; [12.75  2.25],0
a1,1,0.717688,0.130719,[1 4] ; [ 2 13],[0.75 4.25] ; [ 2.25 12.75],0
r4,1,0.765594,0.088889,[1 4] ; [ 4 11],[1.25 3.75] ; [ 3.75 11.25],0
s4,1,0.765594,0.088889,[1 4] ; [ 4 11],[1.25 3.75] ; [ 3.75 11.25],0
d2,1,0.765594,0.088889,[1 4] ; [ 4 11],[1.25 3.75] ; [ 3.75 11.25],0
d1,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
v1,1,0.79525,0.06734,[2 3] ; [7 8],[2.25 2.75] ; [6.75 8.25],0
d5,1,0.79525,0.06734,[2 3] ; [7 8],[2.25 2.75] ; [6.75 8.25],0
b1,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
n6,1,0.946375,0.004524,[3 1] ; [11  4],[2.94736842 1.05263158] ; [11.05263158  3.94736842],0
r3,1,1.0,0.0,[4 1] ; [12  3],[4. 1.] ; [12.  3.],0
s6,1,1.0,0.0,[4 1] ; [12  3],[4. 1.] ; [12.  3.],0
d3,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
