Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.2e-05,19.195341,[2 6] ; [95 15],[6.57627119 1.42372881] ; [90.42372881 19.57627119],1
a8,1,0.001715,9.831666,[2 5] ; [ 3 99],[0.32110092 6.67889908] ; [ 4.67889908 97.32110092],0
r1,1,0.002309,9.285908,[2 6] ; [82 27],[5.74358974 2.25641026] ; [78.25641026 30.74358974],0
v4,1,0.00256,9.097205,[5 3] ; [101   7],[7.31034483 0.68965517] ; [98.68965517  9.31034483],0
s1,1,0.002674,9.017472,[2 6] ; [  3 106],[0.34188034 7.65811966] ; [  4.65811966 104.34188034],0
r3,1,0.002674,9.017472,[6 2] ; [106   3],[7.65811966 0.34188034] ; [104.34188034   4.65811966],0
n6,1,0.006051,7.534972,[1 7] ; [67 41],[4.68965517 3.31034483] ; [63.31034483 44.68965517],0
s6,1,0.006108,7.518234,[3 5] ; [87 22],[6.15384615 1.84615385] ; [83.84615385 25.15384615],0
b1,1,0.008989,6.824927,[6 2] ; [33 77],[2.6440678 5.3559322] ; [36.3559322 73.6440678],0
a7,1,0.024197,5.080444,[3 5] ; [82 28],[5.76271186 2.23728814] ; [79.23728814 30.76271186],0
p10,1,0.024607,5.051315,[3 5] ; [79 27],[5.75438596 2.24561404] ; [76.24561404 29.75438596],0
d1,1,0.031733,4.612881,[1 7] ; [57 53],[3.93220339 4.06779661] ; [54.06779661 55.93220339],0
d5,1,0.035192,4.435847,[3 5] ; [80 30],[5.62711864 2.37288136] ; [77.37288136 32.62711864],0
p9,1,0.046603,3.959669,[4 4] ; [85 21],[6.24561404 1.75438596] ; [82.75438596 23.24561404],0
s8,1,0.050479,3.825471,[1 7] ; [53 57],[3.66101695 4.33898305] ; [50.33898305 59.66101695],0
s5,1,0.092046,2.838225,[1 7] ; [45 60],[3.25663717 4.74336283] ; [42.74336283 62.25663717],0
p7,1,0.095137,2.785234,[7 1] ; [58 43],[4.7706422 3.2293578] ; [60.2293578 40.7706422],0
p2,1,0.102103,2.672382,[4 4] ; [83 26],[5.94871795 2.05128205] ; [81.05128205 27.94871795],0
s7,1,0.110116,2.552553,[1 6] ; [47 57],[3.02702703 3.97297297] ; [44.97297297 59.02702703],0
s2,1,0.114232,2.494678,[4 4] ; [83 27],[5.89830508 2.10169492] ; [81.10169492 28.89830508],0
v2,1,0.141645,2.16,[2 6] ; [52 48],[4. 4.] ; [50. 50.],0
b4,1,0.157785,1.995331,[3 5] ; [69 41],[4.88135593 3.11864407] ; [67.11864407 42.88135593],0
d4,1,0.160866,1.966071,[5 3] ; [90 19],[6.4957265 1.5042735] ; [88.5042735 20.4957265],0
s4,1,0.200602,1.637989,[1 7] ; [38 72],[2.6440678 5.3559322] ; [36.3559322 73.6440678],0
a1,1,0.229508,1.44391,[1 7] ; [  4 106],[0.33898305 7.66101695] ; [  4.66101695 105.33898305],0
u3,1,0.230424,1.438243,[1 2] ; [29 14],[1.95652174 1.04347826] ; [28.04347826 14.95652174],0
p6,1,0.239023,1.386345,[3 4] ; [25 83],[1.70434783 5.29565217] ; [26.29565217 81.70434783],0
n3,1,0.239873,1.381337,[2 2] ; [30  9],[2.97674419 1.02325581] ; [29.02325581  9.97674419],0
n2,1,0.284423,1.145833,[2 2] ; [30 10],[2.90909091 1.09090909] ; [29.09090909 10.90909091],0
a6,1,0.291179,1.11416,[4 4] ; [75 35],[5.3559322 2.6440678] ; [73.6440678 36.3559322],0
b2,1,0.306965,1.04369,[1 5] ; [20 33],[2.13559322 3.86440678] ; [18.86440678 34.13559322],0
b3,1,0.306965,1.04369,[1 5] ; [20 33],[2.13559322 3.86440678] ; [18.86440678 34.13559322],0
a4,1,0.378064,0.776988,[4 4] ; [38 72],[2.84745763 5.15254237] ; [39.15254237 70.84745763],0
d3,1,0.378064,0.776988,[4 4] ; [72 38],[5.15254237 2.84745763] ; [70.84745763 39.15254237],0
n5,1,0.388965,0.742176,[4 4] ; [38 71],[2.87179487 5.12820513] ; [39.12820513 69.87179487],0
p4,1,0.419091,0.652864,[5 3] ; [52 57],[3.8974359 4.1025641] ; [53.1025641 55.8974359],0
n1,1,0.434401,0.611027,[2 2] ; [12 27],[1.30232558 2.69767442] ; [12.69767442 26.30232558],0
p3,1,0.643371,0.21436,[2 5] ; [41 69],[2.57264957 4.42735043] ; [40.42735043 69.57264957],0
b5,1,0.651153,0.204449,[4 4] ; [64 46],[4.61016949 3.38983051] ; [63.38983051 46.61016949],0
p1,1,0.685363,0.164151,[1 7] ; [ 9 99],[0.68965517 7.31034483] ; [ 9.31034483 98.68965517],0
a5,1,0.688479,0.160736,[4 4] ; [63 47],[4.54237288 3.45762712] ; [62.45762712 47.54237288],0
v1,1,0.690163,0.158909,[3 5] ; [47 58],[3.53982301 4.46017699] ; [46.46017699 58.53982301],0
d2,1,0.735155,0.114431,[3 5] ; [48 62],[3.45762712 4.54237288] ; [47.54237288 62.45762712],0
a3,1,0.873155,0.025489,[5 3] ; [65 44],[4.78632479 3.21367521] ; [65.21367521 43.78632479],0
p8,1,0.972712,0.00117,[3 4] ; [47 61],[3.04347826 3.95652174] ; [46.95652174 61.04347826],0
p11,1,0.98976,0.000165,[5 3] ; [69 41],[5.01694915 2.98305085] ; [68.98305085 41.01694915],0
