Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.022216,[60 46] ; [ 74 237],[34.06235012 71.93764988] ; [ 99.93764988 211.06235012],1
s6,1,0.0,36.376175,[79 24] ; [131 178],[52.5 50.5] ; [157.5 151.5],1
p5,1,2e-06,23.077403,[18 85] ; [ 11 300],[ 7.21497585 95.78502415] ; [ 21.78502415 289.21497585],1
s3,1,2e-05,18.192988,[58 45] ; [101 208],[39.75 63.25] ; [119.25 189.75],1
a6,1,0.000227,13.591385,[59 47] ; [233  79],[74.04784689 31.95215311] ; [217.95215311  94.04784689],1
b5,1,0.000962,10.898605,[49 57] ; [201 111],[63.39712919 42.60287081] ; [186.60287081 125.39712919],1
s7,1,0.001416,10.185462,[39 62] ; [ 66 229],[26.78030303 74.21969697] ; [ 78.21969697 216.78030303],0
p6,1,0.002587,9.078059,[39 64] ; [ 69 235],[27.33169533 75.66830467] ; [ 80.66830467 223.33169533],0
s4,1,0.00266,9.027192,[24 79] ; [ 35 274],[14.75 88.25] ; [ 44.25 264.75],0
p3,1,0.003945,8.308986,[57 47] ; [119 189],[44.42718447 59.57281553] ; [131.57281553 176.42718447],0
p1,1,0.004324,8.142311,[13 91] ; [ 14 296],[ 6.7826087 97.2173913] ; [ 20.2173913 289.7826087],0
p12,1,0.004646,8.01252,[10 94] ; [  9 301],[ 4.77294686 99.22705314] ; [ 14.22705314 295.77294686],0
a7,1,0.006774,7.331996,[69 36] ; [246  66],[79.31654676 25.68345324] ; [235.68345324  76.31654676],0
p4,1,0.007055,7.258931,[68 36] ; [155 154],[56.15496368 47.84503632] ; [166.84503632 142.15496368],0
a4,1,0.018702,5.52918,[60 46] ; [135 176],[49.56834532 56.43165468] ; [145.43165468 165.56834532],0
d4,1,0.022395,5.214796,[98  7] ; [264  48],[91.15107914 13.84892086] ; [270.84892086  41.15107914],0
n2,1,0.033485,4.5208,[18  3] ; [52 33],[13.86792453  7.13207547] ; [56.13207547 28.86792453],0
n6,1,0.033671,4.511308,[90 14] ; [238  72],[82.39613527 21.60386473] ; [245.60386473  64.39613527],0
p7,1,0.039246,4.250174,[66 34] ; [166 140],[57.14285714 42.85714286] ; [174.85714286 131.14285714],0
p10,1,0.051727,3.784561,[83 20] ; [218  90],[75.43309002 27.56690998] ; [225.56690998  82.43309002],0
b4,1,0.071896,3.239187,[71 35] ; [178 134],[63.14354067 42.85645933] ; [185.85645933 126.14354067],0
p2,1,0.107344,2.592894,[89 14] ; [244  64],[83.45255474 19.54744526] ; [249.54744526  58.45255474],0
p9,1,0.114954,2.484758,[82 18] ; [228  79],[76.16707617 23.83292383] ; [233.83292383  73.16707617],0
d2,1,0.118411,2.438207,[56 48] ; [140 171],[49.11807229 54.88192771] ; [146.88192771 164.11807229],0
u1,1,0.1364,2.218109,[21 85] ; [ 43 269],[16.22966507 89.77033493] ; [ 47.77033493 264.22966507],0
r3,1,0.152078,2.051286,[98  5] ; [282  29],[94.5410628  8.4589372] ; [285.4589372  25.5410628],0
r2,1,0.18719,1.739598,[99  5] ; [279  27],[95.88292683  8.11707317] ; [282.11707317  23.88292683],0
r1,1,0.191254,1.707934,[84 21] ; [229  82],[79.00240385 25.99759615] ; [233.99759615  77.00240385],0
r4,1,0.230528,1.437603,[92 14] ; [255  57],[87.99521531 18.00478469] ; [259.00478469  52.99521531],0
d1,1,0.288098,1.12849,[72 34] ; [194 118],[67.45454545 38.54545455] ; [198.54545455 113.45454545],0
u3,1,0.313034,1.017832,[18 12] ; [49 50],[15.58139535 14.41860465] ; [51.41860465 47.58139535],0
a2,1,0.328543,0.954631,[28 78] ; [ 68 244],[24.34449761 81.65550239] ; [ 71.65550239 240.34449761],0
n1,1,0.336468,0.923842,[ 9 12] ; [27 58],[ 7.13207547 13.86792453] ; [28.86792453 56.13207547],0
p11,1,0.351154,0.869281,[82 24] ; [227  85],[78.35885167 27.64114833] ; [230.64114833  81.35885167],0
b1,1,0.375281,0.786103,[35 71] ; [118 194],[38.79904306 67.20095694] ; [114.20095694 197.79904306],0
b2,1,0.392015,0.732681,[23 41] ; [ 49 114],[20.29955947 43.70044053] ; [ 51.70044053 111.29955947],0
b3,1,0.392015,0.732681,[23 41] ; [ 49 114],[20.29955947 43.70044053] ; [ 51.70044053 111.29955947],0
s1,1,0.395329,0.722487,[  4 101] ; [  7 302],[  2.78985507 102.21014493] ; [  8.21014493 300.78985507],0
v2,1,0.457038,0.553139,[59 45] ; [157 142],[55.74193548 48.25806452] ; [160.25806452 138.74193548],0
a3,1,0.459616,0.54683,[76 30] ; [211 100],[72.95443645 33.04556355] ; [214.04556355  96.95443645],0
u2,1,0.509614,0.434861,[13 15] ; [54 47],[14.54263566 13.45736434] ; [52.45736434 48.54263566],0
a1,1,0.523568,0.406858,[  6 100] ; [ 13 299],[  4.81818182 101.18181818] ; [ 14.18181818 297.81818182],0
p8,1,0.587541,0.2942,[49 53] ; [138 169],[46.63569682 55.36430318] ; [140.36430318 166.63569682],0
n4,1,0.587568,0.294158,[78 28] ; [221  91],[75.82296651 30.17703349] ; [223.17703349  88.82296651],0
v1,1,0.61716,0.24988,[51 54] ; [140 166],[48.79562044 56.20437956] ; [142.20437956 163.79562044],0
n3,1,0.625201,0.238624,[13  7] ; [60 25],[13.9047619  6.0952381] ; [59.0952381 25.9047619],0
n5,1,0.742984,0.107521,[70 34] ; [214  96],[71.34299517 32.65700483] ; [212.65700483  97.34299517],0
v4,1,0.77242,0.083643,[95  8] ; [284  27],[94.29227053  8.70772947] ; [284.70772947  26.29227053],0
d3,1,0.80613,0.060232,[79 27] ; [228  83],[78.0383693 27.9616307] ; [228.9616307  82.0383693],0
a5,1,0.817591,0.053197,[77 29] ; [223  89],[76.07655502 29.92344498] ; [223.92344498  88.07655502],0
v3,1,0.889747,0.019217,[33 71] ; [ 93 207],[32.43564356 71.56435644] ; [ 93.56435644 206.43564356],0
a8,1,0.975818,0.000919,[10 86] ; [ 30 255],[10.07874016 85.92125984] ; [ 29.92125984 255.07874016],0
