Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,47.611665,[135 120] ; [ 32 134],[101.152019 153.847981] ; [ 65.847981 100.152019],1
v1,1,3e-06,21.545189,[169  86] ; [72 94],[145.97387173 109.02612827] ; [95.02612827 70.97387173],1
d1,1,0.004411,8.106382,[179  82] ; [93 76],[165.09767442  95.90232558] ; [106.90232558  62.09767442],0
a6,1,0.012682,6.212893,[209  50] ; [118  50],[198.3442623  60.6557377] ; [128.6557377  39.3442623],0
a5,1,0.01496,5.921196,[209  52] ; [118  51],[198.48139535  62.51860465] ; [128.51860465  40.48139535],0
b1,1,0.019457,5.459993,[ 78 183] ; [ 69 100],[ 89.2255814 171.7744186] ; [ 57.7744186 111.2255814],0
u1,1,0.020583,5.361718,[ 77 184] ; [ 33 136],[ 66.76744186 194.23255814] ; [ 43.23255814 125.76744186],0
p12,1,0.023737,5.113773,[ 35 226] ; [ 11 158],[ 27.92093023 233.07906977] ; [ 18.07906977 150.92093023],0
s7,1,0.032625,4.565371,[160  90] ; [86 75],[149.6350365 100.3649635] ; [96.3649635 64.6350365],0
d3,1,0.038007,4.304722,[211  49] ; [122  46],[202.28971963  57.71028037] ; [130.71028037  37.28971963],0
r1,1,0.038949,4.263106,[228  32] ; [135  33],[220.51401869  39.48598131] ; [142.48598131  25.51401869],0
d2,1,0.03916,4.253907,[139 120] ; [73 95],[128.59016393 130.40983607] ; [83.40983607 84.59016393],0
p3,1,0.056012,3.651711,[143 117] ; [77 92],[133.33333333 126.66666667] ; [86.66666667 82.33333333],0
p10,1,0.062374,3.4731,[225  34] ; [133  33],[218.16941176  40.83058824] ; [139.83058824  26.16941176],0
d5,1,0.087599,2.917946,[225  35] ; [135  33],[218.69158879  41.30841121] ; [141.30841121  26.69158879],0
p9,1,0.091551,2.846886,[232  26] ; [141  26],[226.43294118  31.56705882] ; [146.56705882  20.43294118],0
s1,1,0.095823,2.773724,[  7 249] ; [ 10 157],[ 10.28841608 245.71158392] ; [  6.71158392 160.28841608],0
r3,1,0.096193,2.767557,[254   5] ; [160   8],[251.1147541   7.8852459] ; [162.8852459   5.1147541],0
p6,1,0.096781,2.757801,[111 146] ; [ 59 109],[102.8 154.2] ; [ 67.2 100.8],0
n5,1,0.097984,2.738059,[206  53] ; [122  46],[198.95081967  60.04918033] ; [129.04918033  38.95081967],0
a3,1,0.116109,2.469031,[196  64] ; [115  53],[188.92523364  71.07476636] ; [122.07476636  45.92523364],0
a2,1,0.127287,2.325286,[ 86 175] ; [ 44 125],[ 78.90697674 182.09302326] ; [ 51.09302326 117.90697674],0
p11,1,0.137132,2.209853,[209  52] ; [125  44],[202.73023256  58.26976744] ; [131.26976744  37.73023256],0
a8,1,0.146741,2.105807,[ 39 186] ; [ 19 140],[ 33.984375 191.015625] ; [ 24.015625 134.984375],0
b4,1,0.18353,1.768805,[165  96] ; [96 73],[158.42093023 102.57906977] ; [102.57906977  66.42093023],0
s4,1,0.204534,1.609698,[ 48 211] ; [ 39 126],[ 53.14386792 205.85613208] ; [ 33.85613208 131.14386792],0
r4,1,0.229217,1.445713,[241  20] ; [161   8],[244.00465116  16.99534884] ; [157.99534884  11.00465116],0
b5,1,0.241409,1.372347,[178  83] ; [106  63],[172.38139535  88.61860465] ; [111.61860465  57.38139535],0
s5,1,0.277476,1.179411,[112 141] ; [ 65 102],[106.62142857 146.37857143] ; [70.37857143 96.62142857],0
u3,1,0.328057,0.956554,[42 23] ; [38 14],[44.44444444 20.55555556] ; [35.55555556 16.44444444],0
a1,1,0.370802,0.800974,[ 16 245] ; [  7 162],[ 13.96046512 247.03953488] ; [  9.03953488 159.96046512],0
s8,1,0.421949,0.644881,[140 118] ; [85 84],[135.94847775 122.05152225] ; [89.05152225 79.94847775],0
p4,1,0.432723,0.615503,[176  83] ; [108  60],[172.26229508  86.73770492] ; [111.73770492  56.26229508],0
n2,1,0.464914,0.534038,[42 10] ; [29 10],[40.57142857 11.42857143] ; [30.42857143  8.57142857],0
p7,1,0.503781,0.446963,[172  81] ; [105  57],[168.86987952  84.13012048] ; [108.13012048  53.86987952],0
p2,1,0.505779,0.442789,[221  40] ; [147  22],[223.36744186  37.63255814] ; [144.63255814  24.36744186],0
