Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.082628,[18 43] ; [113  27],[39.75621891 21.24378109] ; [91.24378109 48.75621891],1
p4,1,1.6e-05,18.574818,[16 45] ; [83 57],[30.04477612 30.95522388] ; [68.95522388 71.04477612],1
n6,1,0.000895,11.032962,[39 22] ; [118  21],[47.885 13.115] ; [109.115  29.885],1
p6,1,0.001264,10.393799,[ 9 48] ; [55 84],[18.6122449 38.3877551] ; [45.3877551 93.6122449],0
s6,1,0.00422,8.18664,[27 33] ; [92 46],[36.06060606 23.93939394] ; [82.93939394 55.06060606],0
p3,1,0.004816,7.947386,[15 46] ; [64 76],[23.97512438 37.02487562] ; [55.02487562 84.97512438],0
p10,1,0.004858,7.931676,[44 15] ; [126  14],[50.40201005  8.59798995] ; [119.59798995  20.40201005],0
s7,1,0.005301,7.773815,[14 46] ; [59 74],[22.69430052 37.30569948] ; [50.30569948 82.69430052],0
r4,1,0.006251,7.47644,[44 17] ; [123  17],[50.68159204 10.31840796] ; [116.31840796  23.68159204],0
v3,1,0.015865,5.817773,[11 46] ; [50 85],[18.109375 38.890625] ; [42.890625 92.109375],0
p7,1,0.016003,5.802568,[27 32] ; [88 49],[34.61734694 24.38265306] ; [80.38265306 56.61734694],0
p5,1,0.021661,5.272826,[ 2 58] ; [ 20 118],[ 6.66666667 53.33333333] ; [ 15.33333333 122.66666667],0
p8,1,0.043064,4.092874,[23 37] ; [75 64],[29.54773869 30.45226131] ; [68.45226131 70.54773869],0
p2,1,0.048638,3.88782,[45 15] ; [121  19],[49.8 10.2] ; [116.2  23.8],0
a1,1,0.049473,3.859229,[ 4 57] ; [  2 138],[ 1.82089552 59.17910448] ; [  4.17910448 135.82089552],0
p11,1,0.064033,3.429721,[43 18] ; [115  25],[47.95024876 13.04975124] ; [110.04975124  29.95024876],0
d4,1,0.065854,3.383451,[48 13] ; [92 48],[42.48756219 18.51243781] ; [97.51243781 42.48756219],0
v4,1,0.069696,3.290175,[54  6] ; [134   5],[56.68341709  3.31658291] ; [131.31658291   7.68341709],0
s3,1,0.079064,3.084047,[28 32] ; [83 55],[33.63636364 26.36363636] ; [77.36363636 60.63636364],0
v1,1,0.08181,3.028562,[23 35] ; [73 64],[28.55384615 29.44615385] ; [67.44615385 69.55384615],0
n1,1,0.086043,2.946883,[ 3 12] ; [16 19],[5.7 9.3] ; [13.3 21.7],0
p12,1,0.08716,2.926066,[ 1 60] ; [ 11 129],[ 3.64179104 57.35820896] ; [  8.35820896 131.64179104],0
s2,1,0.092475,2.830761,[22 39] ; [68 71],[27.45 33.55] ; [62.55 76.45],0
r3,1,0.100322,2.70041,[54  7] ; [132   7],[56.73  4.27] ; [129.27   9.73],0
d3,1,0.106692,2.602546,[41 19] ; [78 61],[35.87939698 24.12060302] ; [83.12060302 55.87939698],0
r1,1,0.106827,2.600543,[34 27] ; [94 45],[39.04 21.96] ; [88.96 50.04],0
