Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.8e-05,17.561425,[16 57] ; [31 22],[27.23015873 45.76984127] ; [19.76984127 33.23015873],1
p7,1,0.000142,14.474094,[25 44] ; [37 15],[35.3553719 33.6446281] ; [26.6446281 25.3553719],1
p6,1,0.000181,14.023379,[ 6 63] ; [19 33],[14.25619835 54.74380165] ; [10.74380165 41.25619835],1
p2,1,0.000691,11.513914,[43 30] ; [46  7],[51.56349206 21.43650794] ; [37.43650794 15.56349206],1
p8,1,0.001248,10.418601,[21 50] ; [31 22],[29.77419355 41.22580645] ; [22.22580645 30.77419355],0
p10,1,0.009934,6.646655,[34 36] ; [38 15],[40.97560976 29.02439024] ; [31.02439024 21.97560976],0
s6,1,0.029178,4.75709,[32 40] ; [34 19],[38.016 33.984] ; [27.984 25.016],0
a5,1,0.03006,4.705867,[43 30] ; [41 12],[48.66666667 24.33333333] ; [35.33333333 17.66666667],0
r3,1,0.030656,4.672119,[63  9] ; [52  1],[66.24  5.76] ; [48.76  4.24],0
v2,1,0.031183,4.642861,[27 39] ; [30 19],[32.71304348 33.28695652] ; [24.28695652 24.71304348],0
p11,1,0.031336,4.634471,[37 36] ; [37 16],[42.87301587 30.12698413] ; [31.12698413 21.87301587],0
p9,1,0.041587,4.151941,[39 31] ; [39 14],[44.3902439 25.6097561] ; [33.6097561 19.3902439],0
r4,1,0.043202,4.087473,[60 13] ; [50  3],[63.73015873  9.26984127] ; [46.26984127  6.73015873],0
s8,1,0.072846,3.217697,[18 55] ; [21 32],[22.5952381 50.4047619] ; [16.4047619 36.5952381],0
d1,1,0.0757,3.154885,[31 42] ; [31 22],[35.92063492 37.07936508] ; [26.07936508 26.92063492],0
a8,1,0.092029,2.838522,[10 60] ; [ 2 43],[ 7.30434783 62.69565217] ; [ 4.69565217 40.30434783],0
d5,1,0.09279,2.825287,[52 20] ; [45  8],[55.872 16.128] ; [41.128 11.872],0
b5,1,0.104231,2.639583,[49 24] ; [28 25],[44.61111111 28.38888889] ; [32.38888889 20.61111111],0
p1,1,0.109701,2.558521,[ 2 70] ; [ 5 48],[ 4.032 67.968] ; [ 2.968 50.032],0
n1,1,0.113647,2.502766,[12 18] ; [ 2 11],[ 9.76744186 20.23255814] ; [4.23255814 8.76744186],0
u1,1,0.129244,2.301567,[ 4 69] ; [ 7 46],[ 6.37301587 66.62698413] ; [ 4.62698413 48.37301587],0
b2,1,0.155063,2.021721,[ 7 28] ; [12 22],[ 9.63768116 25.36231884] ; [ 9.36231884 24.63768116],0
b3,1,0.155063,2.021721,[ 7 28] ; [12 22],[ 9.63768116 25.36231884] ; [ 9.36231884 24.63768116],0
v3,1,0.205832,1.600503,[17 49] ; [18 31],[20.08695652 45.91304348] ; [14.91304348 34.08695652],0
d2,1,0.25103,1.317564,[24 48] ; [23 30],[27.072 44.928] ; [19.928 33.072],0
v4,1,0.255147,1.294902,[61 10] ; [49  4],[62.98387097  8.01612903] ; [47.01612903  5.98387097],0
s5,1,0.271866,1.207309,[11 58] ; [12 38],[13.33613445 55.66386555] ; [ 9.66386555 40.33613445],0
a3,1,0.313224,1.017031,[51 21] ; [33 20],[48.384 23.616] ; [35.616 17.384],0
s3,1,0.317777,0.998074,[41 32] ; [24 27],[38.26612903 34.73387097] ; [26.73387097 24.26612903],0
d3,1,0.358073,0.844639,[46 26] ; [38 15],[48.384 23.616] ; [35.616 17.384],0
a2,1,0.406536,0.688908,[11 62] ; [11 42],[12.74603175 60.25396825] ; [ 9.25396825 43.74603175],0
p5,1,0.425866,0.634071,[ 2 69] ; [ 3 50],[ 2.86290323 68.13709677] ; [ 2.13709677 50.86290323],0
b1,1,0.488127,0.480652,[34 39] ; [28 25],[35.92063492 37.07936508] ; [26.07936508 26.92063492],0
u3,1,0.490541,0.47534,[14  8] ; [14  5],[15.02439024  6.97560976] ; [12.97560976  6.02439024],0
n3,1,0.598312,0.27755,[17 11] ; [9 4],[17.75609756 10.24390244] ; [8.24390244 4.75609756],0
a4,1,0.607155,0.264339,[27 46] ; [22 31],[28.38888889 44.61111111] ; [20.61111111 32.38888889],0
s4,1,0.653741,0.201217,[ 9 64] ; [ 8 45],[ 9.84920635 63.15079365] ; [ 7.15079365 45.84920635],0
r2,1,0.68854,0.16067,[66  7] ; [49  4],[66.62698413  6.37301587] ; [48.37301587  4.62698413],0
a7,1,0.69878,0.149744,[50 23] ; [38 15],[50.98412698 22.01587302] ; [37.01587302 15.98412698],0
p12,1,0.729737,0.119353,[ 2 68] ; [ 1 52],[ 1.70731707 68.29268293] ; [ 1.29268293 51.70731707],0
v1,1,0.732927,0.116441,[33 38] ; [23 30],[32.06451613 38.93548387] ; [23.93548387 29.06451613],0
a6,1,0.756861,0.095855,[47 25] ; [36 17],[47.808 24.192] ; [35.192 17.808],0
s1,1,0.813955,0.055379,[ 5 67] ; [ 3 48],[ 4.68292683 67.31707317] ; [ 3.31707317 47.68292683],0
s2,1,0.818893,0.052427,[28 45] ; [21 31],[28.616 44.384] ; [20.384 31.616],0
s7,1,0.864546,0.029101,[21 45] ; [16 32],[21.42105263 44.57894737] ; [15.57894737 32.42105263],0
n2,1,0.869107,0.027157,[20 10] ; [9 4],[20.23255814  9.76744186] ; [8.76744186 4.23255814],0
d4,1,0.886839,0.020251,[57 14] ; [42 11],[56.68548387 14.31451613] ; [42.31451613 10.68548387],0
u2,1,0.929299,0.007873,[16  5] ; [15  5],[15.87804878  5.12195122] ; [15.12195122  4.87804878],0
n5,1,0.940945,0.005488,[29 44] ; [21 31],[29.2 43.8] ; [20.8 31.2],0
b4,1,0.990657,0.000137,[44 29] ; [32 21],[44.03174603 28.96825397] ; [31.96825397 21.03174603],0
n4,1,0.993112,7.5e-05,[40 33] ; [29 24],[39.97619048 33.02380952] ; [29.02380952 23.97619048],0
