Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.588176,[51  7] ; [ 8 17],[41.22891566 16.77108434] ; [17.77108434  7.22891566],1
p9,1,4.5e-05,16.633722,[53  5] ; [13 12],[46.12048193 11.87951807] ; [19.87951807  5.12048193],1
p2,1,0.008161,6.997874,[51  6] ; [17  9],[46.69879518 10.30120482] ; [21.30120482  4.69879518],0
a6,1,0.013275,6.132141,[41 17] ; [11 15],[35.9047619 22.0952381] ; [16.0952381  9.9047619],0
n5,1,0.024859,5.033673,[24 34] ; [ 4 21],[19.56626506 38.43373494] ; [ 8.43373494 16.56626506],0
b1,1,0.046077,3.97878,[20 38] ; [15 11],[24.16666667 33.83333333] ; [10.83333333 15.16666667],0
u2,1,0.060752,3.516746,[15  5] ; [4 6],[12.66666667  7.33333333] ; [6.33333333 3.66666667],0
p8,1,0.06733,3.346941,[39 19] ; [12 14],[35.21428571 22.78571429] ; [15.78571429 10.21428571],0
r1,1,0.073564,3.201642,[42 15] ; [14 12],[38.45783133 18.54216867] ; [17.54216867  8.45783133],0
v4,1,0.117455,2.450928,[55  3] ; [22  4],[53.16666667  4.83333333] ; [23.83333333  2.16666667],0
p7,1,0.130176,2.290399,[46 11] ; [17  9],[43.26506024 13.73493976] ; [19.73493976  6.26506024],0
s4,1,0.172999,1.856764,[12 46] ; [ 9 17],[14.5 43.5] ; [ 6.5 19.5],0
n3,1,0.19043,1.714286,[8 6] ; [6 1],[9.33333333 4.66666667] ; [4.66666667 2.33333333],0
v3,1,0.219709,1.506268,[17 38] ; [ 4 19],[14.80769231 40.19230769] ; [ 6.19230769 16.80769231],0
d2,1,0.239525,1.383385,[19 39] ; [12 14],[21.4047619 36.5952381] ; [ 9.5952381 16.4047619],0
a7,1,0.239657,1.382608,[45 13] ; [17  9],[42.80952381 15.19047619] ; [19.19047619  6.80952381],0
p1,1,0.246539,1.342813,[ 6 51] ; [ 5 20],[ 7.64634146 49.35365854] ; [ 3.35365854 21.64634146],0
r3,1,0.294943,1.096919,[55  3] ; [23  3],[53.85714286  4.14285714] ; [24.14285714  1.85714286],0
s5,1,0.296398,1.09033,[24 32] ; [ 8 18],[21.85365854 34.14634146] ; [10.14634146 15.85365854],0
s8,1,0.306793,1.04443,[27 31] ; [ 9 17],[24.85714286 33.14285714] ; [11.14285714 14.85714286],0
b5,1,0.306793,1.04443,[31 27] ; [17  9],[33.14285714 24.85714286] ; [14.85714286 11.14285714],0
v2,1,0.326441,0.962963,[29 25] ; [10 14],[27. 27.] ; [12. 12.],0
b3,1,0.345753,0.888982,[11 20] ; [ 3 11],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
b2,1,0.345753,0.888982,[11 20] ; [ 3 11],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
b4,1,0.354589,0.856968,[34 24] ; [18  8],[35.9047619 22.0952381] ; [16.0952381  9.9047619],0
a4,1,0.406408,0.689283,[17 41] ; [10 16],[18.64285714 39.35714286] ; [ 8.35714286 17.64285714],0
n6,1,0.428028,0.628168,[40 18] ; [15 10],[38.43373494 19.56626506] ; [16.56626506  8.43373494],0
p12,1,0.432158,0.617017,[ 5 53] ; [ 1 25],[ 4.14285714 53.85714286] ; [ 1.85714286 24.14285714],0
s2,1,0.444208,0.585387,[26 32] ; [14 12],[27.61904762 30.38095238] ; [12.38095238 13.61904762],0
a3,1,0.492037,0.472068,[38 20] ; [15 11],[36.5952381 21.4047619] ; [16.4047619  9.5952381],0
d3,1,0.504421,0.445623,[40 18] ; [16 10],[38.66666667 19.33333333] ; [17.33333333  8.66666667],0
a5,1,0.514787,0.424324,[42 16] ; [17  9],[40.73809524 17.26190476] ; [18.26190476  7.73809524],0
a2,1,0.524113,0.405792,[ 8 50] ; [ 5 21],[ 8.97619048 49.02380952] ; [ 4.02380952 21.97619048],0
d1,1,0.536372,0.382306,[31 27] ; [12 14],[29.69047619 28.30952381] ; [13.30952381 12.69047619],0
u1,1,0.548801,0.359469,[ 7 51] ; [ 2 24],[ 6.21428571 51.78571429] ; [ 2.78571429 23.21428571],0
s1,1,0.555359,0.347804,[ 1 57] ; [ 1 25],[ 1.38095238 56.61904762] ; [ 0.61904762 25.38095238],0
a1,1,0.651804,0.203633,[ 3 55] ; [ 2 24],[ 3.45238095 54.54761905] ; [ 1.54761905 24.45238095],0
d5,1,0.653732,0.201227,[45 13] ; [19  7],[44.19047619 13.80952381] ; [19.80952381  6.19047619],0
d4,1,0.664594,0.187991,[47 11] ; [20  6],[46.26190476 11.73809524] ; [20.73809524  5.26190476],0
s7,1,0.7134,0.134905,[24 31] ; [ 9 14],[23.26923077 31.73076923] ; [ 9.73076923 13.26923077],0
n2,1,0.71714,0.13125,[11  3] ; [5 2],[10.66666667  3.33333333] ; [5.33333333 1.66666667],0
v1,1,0.809393,0.058182,[28 27] ; [12 13],[27.5 27.5] ; [12.5 12.5],0
s6,1,0.822833,0.050133,[41 17] ; [19  7],[41.42857143 16.57142857] ; [18.57142857  7.42857143],0
s3,1,0.823891,0.049526,[30 27] ; [13 13],[29.53012048 27.46987952] ; [13.46987952 12.53012048],0
u3,1,0.872832,0.02562,[14  6] ; [8 3],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
p6,1,0.878225,0.023476,[20 35] ; [ 9 17],[19.69135802 35.30864198] ; [ 9.30864198 16.69135802],0
r2,1,0.886826,0.020256,[53  5] ; [24  2],[53.16666667  4.83333333] ; [23.83333333  2.16666667],0
p4,1,0.949758,0.00397,[42 16] ; [19  7],[42.11904762 15.88095238] ; [18.88095238  7.11904762],0
r4,1,0.987604,0.000241,[49  9] ; [22  4],[49.02380952  8.97619048] ; [21.97619048  4.02380952],0
n1,1,1.0,0.0,[ 4 10] ; [2 5],[ 4. 10.] ; [2. 5.],0
