Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000593,11.796944,[6 5] ; [ 5 44],[2.01666667 8.98333333] ; [ 8.98333333 40.01666667],1
s2,1,0.002153,9.413898,[7 4] ; [ 9 40],[2.93333333 8.06666667] ; [13.06666667 35.93333333],0
s3,1,0.005175,7.817411,[9 2] ; [17 31],[4.84745763 6.15254237] ; [21.15254237 26.84745763],0
p11,1,0.006026,7.54241,[8 3] ; [14 35],[4.03333333 6.96666667] ; [17.96666667 31.03333333],0
v1,1,0.007063,7.256825,[7 4] ; [11 38],[3.3 7.7] ; [14.7 34.3],0
s8,1,0.012903,6.182389,[4 7] ; [ 4 45],[1.46666667 9.53333333] ; [ 6.53333333 42.46666667],0
s6,1,0.018314,5.565863,[7 4] ; [13 36],[3.66666667 7.33333333] ; [16.33333333 32.66666667],0
d2,1,0.026802,4.903531,[2 9] ; [27 22],[5.31666667 5.68333333] ; [23.68333333 25.31666667],0
a4,1,0.046197,3.974393,[ 1 10] ; [20 29],[3.85 7.15] ; [17.15 31.85],0
n1,1,0.055451,3.668478,[3 1] ; [ 6 17],[1.33333333 2.66666667] ; [ 7.66666667 15.33333333],0
u2,1,0.098543,2.728968,[5 1] ; [ 9 11],[3.23076923 2.76923077] ; [10.76923077  9.23076923],0
u3,1,0.098543,2.728968,[5 1] ; [ 9 11],[3.23076923 2.76923077] ; [10.76923077  9.23076923],0
v2,1,0.14553,2.118485,[6 5] ; [15 33],[3.91525424 7.08474576] ; [17.08474576 30.91525424],0
v3,1,0.153982,2.032349,[4 7] ; [ 8 39],[2.27586207 8.72413793] ; [ 9.72413793 37.27586207],0
s4,1,0.207157,1.591182,[3 8] ; [ 6 43],[1.65 9.35] ; [ 7.35 41.65],0
s5,1,0.219024,1.510758,[3 8] ; [ 6 42],[1.6779661 9.3220339] ; [ 7.3220339 40.6779661],0
b4,1,0.221039,1.497616,[5 6] ; [32 17],[6.78333333 4.21666667] ; [30.21666667 18.78333333],0
n4,1,0.261061,1.263123,[7 4] ; [22 27],[5.31666667 5.68333333] ; [23.68333333 25.31666667],0
p7,1,0.275858,1.187384,[6 5] ; [18 31],[4.4 6.6] ; [19.6 29.4],0
v4,1,0.308292,1.03798,[8 2] ; [31 18],[6.61016949 3.38983051] ; [32.38983051 16.61016949],0
r3,1,0.3439,0.895839,[9 2] ; [33 16],[7.7 3.3] ; [34.3 14.7],0
a3,1,0.365048,0.820452,[5 6] ; [29 19],[6.33898305 4.66101695] ; [27.66101695 20.33898305],0
a6,1,0.403769,0.697074,[8 3] ; [29 20],[6.78333333 4.21666667] ; [30.21666667 18.78333333],0
r1,1,0.421149,0.647108,[6 5] ; [33 16],[7.15 3.85] ; [31.85 17.15],0
d1,1,0.474341,0.511846,[3 8] ; [19 30],[4.03333333 6.96666667] ; [17.96666667 31.03333333],0
a7,1,0.481321,0.495868,[5 6] ; [28 21],[6.05 4.95] ; [26.95 22.05],0
b2,1,0.48883,0.4791,[2 7] ; [11 21],[2.85365854 6.14634146] ; [10.14634146 21.85365854],0
b3,1,0.48883,0.4791,[2 7] ; [11 21],[2.85365854 6.14634146] ; [10.14634146 21.85365854],0
n5,1,0.503319,0.447932,[5 6] ; [17 32],[4.03333333 6.96666667] ; [17.96666667 31.03333333],0
p6,1,0.513155,0.427628,[ 1 10] ; [ 8 39],[1.70689655 9.29310345] ; [ 7.29310345 39.70689655],0
a2,1,0.543618,0.368875,[ 1 10] ; [ 8 41],[1.65 9.35] ; [ 7.35 41.65],0
d4,1,0.63704,0.222635,[8 3] ; [32 17],[7.33333333 3.66666667] ; [32.66666667 16.33333333],0
d5,1,0.63704,0.222635,[8 3] ; [32 17],[7.33333333 3.66666667] ; [32.66666667 16.33333333],0
d3,1,0.648224,0.208147,[6 5] ; [23 26],[5.31666667 5.68333333] ; [23.68333333 25.31666667],0
p2,1,0.648224,0.208147,[6 5] ; [23 26],[5.31666667 5.68333333] ; [23.68333333 25.31666667],0
a5,1,0.693012,0.155844,[7 4] ; [28 21],[6.41666667 4.58333333] ; [28.58333333 20.41666667],0
b1,1,0.693012,0.155844,[7 4] ; [28 21],[6.41666667 4.58333333] ; [28.58333333 20.41666667],0
p4,1,0.710955,0.137325,[4 7] ; [15 34],[3.48333333 7.51666667] ; [15.51666667 33.48333333],0
r2,1,0.732545,0.116788,[9 2] ; [37 11],[8.57627119 2.42372881] ; [37.42372881 10.57627119],0
a8,1,0.749682,0.101798,[ 1 10] ; [ 3 44],[ 0.75862069 10.24137931] ; [ 3.24137931 43.75862069],0
n3,1,0.750469,0.101137,[3 2] ; [12 11],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
b5,1,0.777959,0.079512,[5 6] ; [20 29],[4.58333333 6.41666667] ; [20.41666667 28.58333333],0
p8,1,0.900444,0.01565,[3 8] ; [14 34],[3.16949153 7.83050847] ; [13.83050847 34.16949153],0
r4,1,0.97325,0.001124,[6 5] ; [27 22],[6.05 4.95] ; [26.95 22.05],0
p3,1,0.989832,0.000162,[3 8] ; [13 35],[2.98305085 8.01694915] ; [13.01694915 34.98305085],0
