Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000249,13.416563,[ 8 52] ; [17 19],[15.625 44.375] ; [ 9.375 26.625],1
s6,1,0.003381,8.589604,[18 41] ; [22 14],[24.84210526 34.15789474] ; [15.15789474 20.84210526],0
p7,1,0.011897,6.326198,[16 43] ; [19 17],[21.73684211 37.26315789] ; [13.26315789 22.73684211],0
s7,1,0.016233,5.777433,[ 7 48] ; [11 21],[11.37931034 43.62068966] ; [ 6.62068966 25.37931034],0
p1,1,0.020576,5.362337,[ 2 59] ; [ 6 30],[ 5.03092784 55.96907216] ; [ 2.96907216 33.03092784],0
p4,1,0.029197,4.755986,[15 44] ; [17 19],[19.87368421 39.12631579] ; [12.12631579 23.87368421],0
p8,1,0.03099,4.653518,[12 49] ; [14 21],[16.52083333 44.47916667] ; [ 9.47916667 25.52083333],0
r4,1,0.051665,3.786583,[30 31] ; [25 11],[34.58762887 26.41237113] ; [20.41237113 15.58762887],0
r3,1,0.075213,3.165414,[38 22] ; [29  7],[41.875 18.125] ; [25.125 10.875],0
p5,1,0.101847,2.676387,[ 1 60] ; [ 3 32],[ 2.54166667 58.45833333] ; [ 1.45833333 33.54166667],0
v1,1,0.115226,2.481037,[16 45] ; [15 21],[19.49484536 41.50515464] ; [11.50515464 24.49484536],0
d5,1,0.115226,2.481037,[45 16] ; [21 15],[41.50515464 19.49484536] ; [24.49484536 11.50515464],0
r1,1,0.13412,2.244156,[36 24] ; [27  9],[39.375 20.625] ; [23.625 12.375],0
a2,1,0.147314,2.099841,[14 47] ; [ 4 32],[11.31958763 49.68041237] ; [ 6.68041237 29.31958763],0
p2,1,0.147782,2.094997,[23 38] ; [19 17],[26.41237113 34.58762887] ; [15.58762887 20.41237113],0
d2,1,0.154639,2.025879,[26 34] ; [21 15],[29.375 30.625] ; [17.625 18.375],0
s5,1,0.179231,1.803986,[ 7 52] ; [ 8 28],[ 9.31578947 49.68421053] ; [ 5.68421053 30.31578947],0
s8,1,0.179231,1.803986,[ 7 52] ; [ 8 28],[ 9.31578947 49.68421053] ; [ 5.68421053 30.31578947],0
u3,1,0.18348,1.769213,[ 8 15] ; [10  8],[10.09756098 12.90243902] ; [ 7.90243902 10.09756098],0
a3,1,0.199543,1.645714,[38 22] ; [18 18],[35. 25.] ; [21. 15.],0
p3,1,0.221146,1.496917,[17 44] ; [14 21],[19.69791667 41.30208333] ; [11.30208333 23.69791667],0
s4,1,0.224257,1.476923,[ 9 51] ; [ 9 27],[11.25 48.75] ; [ 6.75 29.25],0
s1,1,0.239871,1.381354,[ 4 56] ; [ 5 31],[ 5.625 54.375] ; [ 3.375 32.625],0
u2,1,0.242908,1.363636,[ 7 15] ; [9 9],[ 8.8 13.2] ; [ 7.2 10.8],0
a7,1,0.307981,1.039316,[38 22] ; [19 17],[35.625 24.375] ; [21.375 14.625],0
u1,1,0.323594,0.974365,[ 6 55] ; [ 6 30],[ 7.54639175 53.45360825] ; [ 4.45360825 31.54639175],0
p6,1,0.409757,0.679505,[ 8 51] ; [ 7 28],[ 9.41489362 49.58510638] ; [ 5.58510638 29.41489362],0
v4,1,0.451307,0.567367,[42 18] ; [27  8],[43.57894737 16.42105263] ; [25.42105263  9.57894737],0
b5,1,0.480779,0.497097,[35 26] ; [18 18],[33.32989691 27.67010309] ; [19.67010309 16.32989691],0
a8,1,0.497426,0.460423,[ 3 53] ; [ 3 30],[ 3.7752809 52.2247191] ; [ 2.2247191 30.7752809],0
b3,1,0.504742,0.444952,[14 26] ; [ 5 14],[12.88135593 27.11864407] ; [ 6.11864407 12.88135593],0
b2,1,0.504742,0.444952,[14 26] ; [ 5 14],[12.88135593 27.11864407] ; [ 6.11864407 12.88135593],0
v3,1,0.529326,0.395686,[16 41] ; [12 23],[17.34782609 39.65217391] ; [10.65217391 24.34782609],0
n1,1,0.539361,0.376725,[10 19] ; [7 9],[10.95555556 18.04444444] ; [6.04444444 9.95555556],0
d1,1,0.54912,0.358896,[25 36] ; [17 19],[26.41237113 34.58762887] ; [15.58762887 20.41237113],0
a1,1,0.622964,0.241723,[ 7 54] ; [ 3 33],[ 6.28865979 54.71134021] ; [ 3.71134021 32.28865979],0
r2,1,0.629894,0.232204,[46 12] ; [30  6],[46.89361702 11.10638298] ; [29.10638298  6.89361702],0
n3,1,0.665956,0.186369,[15 13] ; [7 8],[14.3255814 13.6744186] ; [7.6744186 7.3255814],0
d3,1,0.68502,0.164529,[33 28] ; [21 15],[33.95876289 27.04123711] ; [20.04123711 15.95876289],0
a6,1,0.696149,0.152509,[33 28] ; [18 18],[32.07216495 28.92783505] ; [18.92783505 17.07216495],0
b1,1,0.699376,0.149122,[38 23] ; [21 15],[37.10309278 23.89690722] ; [21.89690722 14.10309278],0
n6,1,0.710674,0.137604,[34 26] ; [19 17],[33.125 26.875] ; [19.875 16.125],0
a4,1,0.827638,0.047407,[23 37] ; [13 23],[22.5 37.5] ; [13.5 22.5],0
d4,1,0.843644,0.038902,[43 18] ; [24 11],[42.57291667 18.42708333] ; [24.42708333 10.57291667],0
p10,1,0.881293,0.0223,[ 9 51] ; [ 5 31],[ 8.75 51.25] ; [ 5.25 30.75],0
n5,1,0.957885,0.002789,[32 28] ; [19 17],[31.875 28.125] ; [19.125 16.875],0
v2,1,0.962981,0.002154,[22 38] ; [13 22],[22.10526316 37.89473684] ; [12.89473684 22.10526316],0
b4,1,0.975769,0.000923,[32 29] ; [19 17],[32.07216495 28.92783505] ; [18.92783505 17.07216495],0
n2,1,0.978339,0.000737,[17 13] ; [9 7],[16.95652174 13.04347826] ; [9.04347826 6.95652174],0
a5,1,0.986081,0.000304,[34 27] ; [20 16],[33.95876289 27.04123711] ; [20.04123711 15.95876289],0
n4,1,1.0,0.0,[35 25] ; [21 15],[35. 25.] ; [21. 15.],0
