Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001342,10.283862,[73  8] ; [53 23],[65.00636943 15.99363057] ; [60.99363057 15.00636943],0
p10,1,0.002149,9.418075,[29 51] ; [11 64],[20.64516129 59.35483871] ; [19.35483871 55.64516129],0
r3,1,0.002721,8.985697,[76  4] ; [60 16],[69.74358974 10.25641026] ; [66.25641026  9.74358974],0
p2,1,0.003409,8.574403,[56 25] ; [35 41],[46.94904459 34.05095541] ; [44.05095541 31.94904459],0
v4,1,0.010714,6.512153,[75  5] ; [60 15],[69.67741935 10.32258065] ; [65.32258065  9.67741935],0
n6,1,0.014572,5.967466,[61 19] ; [44 32],[53.84615385 26.15384615] ; [51.15384615 24.84615385],0
p7,1,0.018632,5.535709,[44 35] ; [28 48],[36.69677419 42.30322581] ; [35.30322581 40.69677419],0
n4,1,0.020512,5.36782,[61 20] ; [44 32],[54.17197452 26.82802548] ; [50.82802548 25.17197452],0
b4,1,0.033982,4.495597,[56 25] ; [40 36],[49.52866242 31.47133758] ; [46.47133758 29.52866242],0
a1,1,0.038832,4.268223,[ 2 79] ; [ 8 68],[ 5.15923567 75.84076433] ; [ 4.84076433 71.15923567],0
s7,1,0.046256,3.972264,[30 48] ; [16 53],[24.40816327 53.59183673] ; [21.59183673 47.40816327],0
p4,1,0.060173,3.532609,[39 42] ; [25 50],[33.23076923 47.76923077] ; [30.76923077 44.23076923],0
r1,1,0.08233,3.018298,[67 14] ; [54 22],[62.42675159 18.57324841] ; [58.57324841 17.42675159],0
b1,1,0.084914,2.968243,[39 42] ; [47 29],[44.36942675 36.63057325] ; [41.63057325 34.36942675],0
u3,1,0.093596,2.811416,[23 12] ; [13 16],[19.6875 15.3125] ; [16.3125 12.6875],0
s3,1,0.139854,2.179565,[41 39] ; [30 46],[36.41025641 43.58974359] ; [34.58974359 41.41025641],0
s2,1,0.140398,2.173588,[31 48] ; [21 54],[26.67532468 52.32467532] ; [25.32467532 49.67532468],0
s8,1,0.166868,1.910856,[23 58] ; [14 60],[19.33548387 61.66451613] ; [17.66451613 56.33548387],0
u2,1,0.193134,1.693549,[19 15] ; [11 17],[16.4516129 17.5483871] ; [13.5483871 14.4516129],0
a2,1,0.214993,1.53748,[11 70] ; [16 60],[13.92993631 67.07006369] ; [13.07006369 62.92993631],0
n3,1,0.219594,1.50702,[15  7] ; [17 16],[12.8  9.2] ; [19.2 13.8],0
s4,1,0.292305,1.108973,[ 9 70] ; [13 62],[11.28571429 67.71428571] ; [10.71428571 64.28571429],0
a8,1,0.358959,0.841533,[ 7 65] ; [ 4 67],[ 5.53846154 66.46153846] ; [ 5.46153846 65.53846154],0
p6,1,0.399057,0.711165,[18 61] ; [13 62],[15.9025974 63.0974026] ; [15.0974026 59.9025974],0
n5,1,0.411119,0.675563,[50 31] ; [42 34],[47.46496815 33.53503185] ; [44.53503185 31.46496815],0
a6,1,0.418105,0.655637,[52 29] ; [44 32],[49.52866242 31.47133758] ; [46.47133758 29.52866242],0
a3,1,0.519726,0.414437,[46 35] ; [47 29],[47.98089172 33.01910828] ; [45.01910828 30.98089172],0
v2,1,0.536219,0.382593,[34 44] ; [29 46],[32.11764706 45.88235294] ; [30.88235294 44.11764706],0
p8,1,0.564897,0.331296,[28 53] ; [23 53],[26.31210191 54.68789809] ; [24.68789809 51.31210191],0
n1,1,0.567205,0.327381,[ 7 13] ; [15 20],[ 8. 12.] ; [14. 21.],0
d2,1,0.568386,0.325391,[39 41] ; [40 35],[40.77419355 39.22580645] ; [38.22580645 36.77419355],0
b5,1,0.606966,0.264616,[47 34] ; [41 35],[45.40127389 35.59872611] ; [42.59872611 33.40127389],0
s6,1,0.609521,0.260874,[35 46] ; [35 39],[36.58064516 44.41935484] ; [33.41935484 40.58064516],0
b2,1,0.651524,0.203985,[15 38] ; [14 29],[16.01041667 36.98958333] ; [12.98958333 30.01041667],0
b3,1,0.651524,0.203985,[15 38] ; [14 29],[16.01041667 36.98958333] ; [12.98958333 30.01041667],0
d5,1,0.67138,0.179992,[60 21] ; [54 22],[58.81528662 22.18471338] ; [55.18471338 20.81528662],0
a5,1,0.753521,0.098596,[51 30] ; [46 30],[50.04458599 30.95541401] ; [46.95541401 29.04458599],0
