Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.017703,5.625265,[ 8 22] ; [10  6],[11.73913043 18.26086957] ; [6.26086957 9.73913043],0
p10,1,0.033613,4.514265,[17 13] ; [14  2],[20.2173913  9.7826087] ; [10.7826087  5.2173913],0
r4,1,0.040012,4.217397,[13 17] ; [12  4],[16.30434783 13.69565217] ; [8.69565217 7.30434783],0
d5,1,0.045164,4.012494,[17 12] ; [14  2],[19.97777778  9.02222222] ; [11.02222222  4.97777778],0
p9,1,0.071593,3.246125,[18 11] ; [14  2],[20.62222222  8.37777778] ; [11.37777778  4.62222222],0
n3,1,0.073638,3.2,[12  4] ; [3 5],[10.  6.] ; [5. 3.],0
v2,1,0.078127,3.103448,[ 7 22] ; [8 8],[ 9.66666667 19.33333333] ; [ 5.33333333 10.66666667],0
v3,1,0.161097,1.963901,[ 4 25] ; [ 5 11],[ 5.8 23.2] ; [ 3.2 12.8],0
s8,1,0.180746,1.791481,[ 9 21] ; [8 8],[11.08695652 18.91304348] ; [ 5.91304348 10.08695652],0
u2,1,0.181709,1.783591,[10  6] ; [4 7],[8.2962963 7.7037037] ; [5.7037037 5.2962963],0
n6,1,0.208458,1.582106,[19 11] ; [13  3],[20.86956522  9.13043478] ; [11.13043478  4.86956522],0
s2,1,0.219851,1.505341,[17 13] ; [12  4],[18.91304348 11.08695652] ; [10.08695652  5.91304348],0
r3,1,0.267227,1.230926,[22  8] ; [14  2],[23.47826087  6.52173913] ; [12.52173913  3.47826087],0
p4,1,0.269964,1.216931,[10 20] ; [8 8],[11.73913043 18.26086957] ; [6.26086957 9.73913043],0
a5,1,0.291958,1.110571,[12 18] ; [9 7],[13.69565217 16.30434783] ; [7.30434783 8.69565217],0
n5,1,0.308987,1.035,[18 12] ; [12  4],[19.56521739 10.43478261] ; [10.43478261  5.56521739],0
a3,1,0.311816,1.022969,[14 16] ; [ 5 11],[12.39130435 17.60869565] ; [6.60869565 9.39130435],0
n2,1,0.317311,1.0,[11  5] ; [7 1],[12.  4.] ; [6. 2.],0
p8,1,0.328218,0.955915,[11 18] ; [8 7],[12.52272727 16.47727273] ; [6.47727273 8.52272727],0
s7,1,0.33849,0.916141,[17 12] ; [7 9],[15.46666667 13.53333333] ; [8.53333333 7.46666667],0
b5,1,0.381715,0.765172,[19 11] ; [8 8],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
p2,1,0.407895,0.684926,[21  9] ; [13  3],[22.17391304  7.82608696] ; [11.82608696  4.17391304],0
p11,1,0.55816,0.342901,[18 12] ; [11  5],[18.91304348 11.08695652] ; [10.08695652  5.91304348],0
s5,1,0.571042,0.320943,[11 16] ; [7 7],[11.85365854 15.14634146] ; [6.14634146 7.85365854],0
p7,1,0.601258,0.273103,[15 14] ; [9 6],[15.81818182 13.18181818] ; [8.18181818 6.81818182],0
r2,1,0.634153,0.226471,[21  7] ; [13  3],[21.63636364  6.36363636] ; [12.36363636  3.63636364],0
d1,1,0.639186,0.219808,[11 19] ; [7 9],[11.73913043 18.26086957] ; [6.26086957 9.73913043],0
u1,1,0.644079,0.213447,[ 1 29] ; [ 1 15],[ 1.30434783 28.69565217] ; [ 0.69565217 15.30434783],0
s1,1,0.667262,0.184821,[ 3 27] ; [ 1 15],[ 2.60869565 27.39130435] ; [ 1.39130435 14.60869565],0
p1,1,0.667262,0.184821,[ 3 27] ; [ 1 15],[ 2.60869565 27.39130435] ; [ 1.39130435 14.60869565],0
u3,1,0.679365,0.170842,[10  6] ; [6 5],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
d2,1,0.701943,0.146459,[13 17] ; [ 6 10],[12.39130435 17.60869565] ; [6.60869565 9.39130435],0
a6,1,0.701943,0.146459,[13 17] ; [ 6 10],[12.39130435 17.60869565] ; [6.60869565 9.39130435],0
v4,1,0.707869,0.140415,[25  5] ; [14  2],[25.43478261  4.56521739] ; [13.56521739  2.43478261],0
d4,1,0.719814,0.128671,[21  9] ; [12  4],[21.52173913  8.47826087] ; [11.47826087  4.52173913],0
a4,1,0.742295,0.10812,[ 8 22] ; [ 5 11],[ 8.47826087 21.52173913] ; [ 4.52173913 11.47826087],0
n1,1,0.759463,0.09375,[ 5 11] ; [3 5],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
a7,1,0.799284,0.064655,[17 12] ; [10  6],[17.4 11.6] ; [9.6 6.4],0
b4,1,0.805666,0.060526,[18 12] ; [9 7],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
n4,1,0.829333,0.046465,[14 16] ; [8 8],[14.34782609 15.65217391] ; [7.65217391 8.34782609],0
s3,1,0.849975,0.035778,[16 14] ; [9 7],[16.30434783 13.69565217] ; [8.69565217 7.30434783],0
b1,1,0.868573,0.027381,[12 18] ; [ 6 10],[11.73913043 18.26086957] ; [6.26086957 9.73913043],0
s6,1,0.876673,0.024083,[20 10] ; [9 5],[19.77272727 10.22727273] ; [9.22727273 4.77272727],0
d3,1,0.87751,0.023755,[17 12] ; [9 7],[16.75555556 12.24444444] ; [9.24444444 6.75555556],0
p6,1,1.0,0.0,[10 20] ; [ 5 10],[10. 20.] ; [ 5. 10.],0
b3,1,1.0,0.0,[ 7 14] ; [3 6],[ 7. 14.] ; [3. 6.],0
b2,1,1.0,0.0,[ 7 14] ; [3 6],[ 7. 14.] ; [3. 6.],0
