Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.803936,[186  59] ; [17 27],[172.09342561  72.90657439] ; [30.90657439 13.09342561],1
p10,1,0.001891,9.652214,[219  25] ; [32 12],[212.65277778  31.34722222] ; [38.34722222  5.65277778],0
r1,1,0.002535,9.115134,[208  37] ; [29 15],[200.91695502  44.08304498] ; [36.08304498  7.91695502],0
p2,1,0.003408,8.574914,[226  20] ; [34 10],[220.55172414  25.44827586] ; [39.44827586  4.55172414],0
r4,1,0.006457,7.418156,[234  12] ; [37  7],[229.88275862  16.11724138] ; [41.11724138  2.88275862],0
p3,1,0.009712,6.687053,[172  74] ; [22 22],[164.56551724  81.43448276] ; [29.43448276 14.56551724],0
p5,1,0.013653,6.082438,[ 57 189] ; [ 3 41],[ 50.89655172 195.10344828] ; [ 9.10344828 34.89655172],0
s5,1,0.019416,5.463684,[112 121] ; [12 30],[105.06181818 127.93818182] ; [18.93818182 23.06181818],0
p4,1,0.029218,4.754735,[207  39] ; [31 13],[201.88965517  44.11034483] ; [36.11034483  7.88965517],0
r3,1,0.04834,3.898139,[236   7] ; [40  4],[233.68641115   9.31358885] ; [42.31358885  1.68641115],0
p11,1,0.055799,3.658044,[208  38] ; [32 12],[203.5862069  42.4137931] ; [36.4137931  7.5862069],0
s1,1,0.075752,3.153761,[  8 236] ; [ 4 40],[ 10.16666667 233.83333333] ; [ 1.83333333 42.16666667],0
v1,1,0.076533,3.137024,[157  87] ; [21 21],[151.86013986  92.13986014] ; [26.13986014 15.86013986],0
a8,1,0.10372,2.647398,[ 38 185] ; [ 3 39],[ 34.50188679 188.49811321] ; [ 6.49811321 35.50188679],0
a1,1,0.131535,2.274288,[ 22 224] ; [ 1 43],[ 19.51034483 226.48965517] ; [ 3.48965517 40.51034483],0
b5,1,0.147946,2.093304,[139 107] ; [30 14],[143.35862069 102.64137931] ; [25.64137931 18.35862069],0
d2,1,0.155045,2.021902,[128 118] ; [28 16],[132.33103448 113.66896552] ; [23.66896552 20.33103448],0
n2,1,0.173477,1.852638,[31 11] ; [7 6],[29.01818182 12.98181818] ; [8.98181818 4.01818182],0
u4,1,0.185627,1.751986,[  7 238] ; [ 3 41],[  8.47750865 236.52249135] ; [ 1.52249135 42.47750865],0
d1,1,0.233465,1.419624,[156  90] ; [32 12],[159.47586207  86.52413793] ; [28.52413793 15.47586207],0
s4,1,0.236249,1.402839,[ 46 194] ; [ 5 38],[ 43.25088339 196.74911661] ; [ 7.74911661 35.25088339],0
