Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.803936,[186  59] ; [17 27],[172.09342561  72.90657439] ; [30.90657439 13.09342561],1
a2,1,0.295416,1.094771,[ 69 177] ; [ 9 35],[ 66.16551724 179.83448276] ; [11.83448276 32.16551724],0
n1,1,0.314364,1.012253,[16 26] ; [7 6],[17.56363636 24.43636364] ; [5.43636364 7.56363636],0
v3,1,0.317494,0.999242,[106 135] ; [15 27],[103.04240283 137.95759717] ; [17.95759717 24.04240283],0
b1,1,0.333338,0.935888,[103 143] ; [15 29],[100.09655172 145.90344828] ; [17.90344828 26.09655172],0
a3,1,0.345514,0.889863,[188  56] ; [31 13],[185.54166667  58.45833333] ; [33.45833333 10.54166667],0
s6,1,0.383862,0.758298,[180  55] ; [31 13],[177.72401434  57.27598566] ; [33.27598566 10.72401434],0
r2,1,0.423793,0.639773,[237   6] ; [41  2],[236.2027972   6.7972028] ; [41.7972028  1.2027972],0
d5,1,0.442062,0.590923,[199  45] ; [38  6],[200.79166667  43.20833333] ; [36.20833333  7.79166667],0
p1,1,0.496646,0.462096,[ 35 211] ; [ 8 36],[ 36.47586207 209.52413793] ; [ 6.52413793 37.47586207],0
a7,1,0.513912,0.426093,[177  67] ; [34 10],[178.76388889  65.23611111] ; [32.23611111 11.76388889],0
s7,1,0.53428,0.386244,[151  83] ; [25 17],[149.2173913  84.7826087] ; [26.7826087 15.2173913],0
s3,1,0.550243,0.356882,[148  96] ; [24 19],[146.22996516  97.77003484] ; [25.77003484 17.22996516],0
n4,1,0.555525,0.347512,[216  30] ; [40  4],[217.15862069  28.84137931] ; [38.84137931  5.15862069],0
v4,1,0.556308,0.346137,[237   7] ; [42  2],[236.375   7.625] ; [42.625  1.375],0
a4,1,0.595852,0.281297,[123 122] ; [24 20],[124.61937716 120.38062284] ; [22.38062284 21.61937716],0
n5,1,0.596096,0.280924,[209  37] ; [36  8],[207.82758621  38.17241379] ; [37.17241379  6.82758621],0
u2,1,0.596205,0.280758,[31 27] ; [8 5],[31.85915493 26.14084507] ; [7.14084507 5.85915493],0
d3,1,0.678291,0.172056,[180  65] ; [31 13],[178.87543253  66.12456747] ; [32.12456747 11.87543253],0
b2,1,0.678546,0.171767,[77 88] ; [11 15],[76.02094241 88.97905759] ; [11.97905759 14.02094241],0
b3,1,0.678546,0.171767,[77 88] ; [11 15],[76.02094241 88.97905759] ; [11.97905759 14.02094241],0
s8,1,0.689089,0.160073,[141 103] ; [24 20],[139.79166667 104.20833333] ; [25.20833333 18.79166667],0
p12,1,0.696645,0.151986,[ 33 211] ; [ 5 39],[ 32.19444444 211.80555556] ; [ 5.80555556 38.19444444],0
n3,1,0.787922,0.072367,[30 11] ; [10  3],[30.37037037 10.62962963] ; [9.62962963 3.37037037],0
a5,1,0.824519,0.049167,[192  54] ; [35  9],[192.55862069  53.44137931] ; [34.44137931  9.55862069],0
b4,1,0.831403,0.045328,[144 102] ; [25 19],[143.35862069 102.64137931] ; [25.64137931 18.35862069],0
u1,1,0.838253,0.041669,[ 58 188] ; [11 33],[ 58.53103448 187.46896552] ; [10.46896552 33.53103448],0
p9,1,0.910138,0.012738,[224  21] ; [40  4],[223.80622837  21.19377163] ; [40.19377163  3.80622837],0
a6,1,0.938294,0.005993,[160  85] ; [29 15],[160.22491349  84.77508651] ; [28.77508651 15.22491349],0
d4,1,0.94643,0.004515,[207  38] ; [37  7],[206.85121107  38.14878893] ; [37.14878893  6.85121107],0
u3,1,0.971592,0.001268,[36 22] ; [8 5],[35.94366197 22.05633803] ; [8.05633803 4.94366197],0
s2,1,0.98118,0.000556,[148  96] ; [26 17],[147.93031359  96.06968641] ; [26.06968641 16.93031359],0
v2,1,0.998087,6e-06,[144  98] ; [25 17],[144.00704225  97.99295775] ; [24.99295775 17.00704225],0
