Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.712528,[38 30] ; [64  3],[51.37777778 16.62222222] ; [50.62222222 16.37777778],1
p9,1,1e-06,24.40079,[19 43] ; [49 17],[32.9375 29.0625] ; [35.0625 30.9375],1
r4,1,3.5e-05,17.126866,[34 34] ; [56 11],[45.33333333 22.66666667] ; [44.66666667 22.33333333],1
n6,1,3.5e-05,17.126866,[34 34] ; [56 11],[45.33333333 22.66666667] ; [44.66666667 22.33333333],1
p10,1,3.8e-05,16.978484,[19 45] ; [44 23],[30.77862595 33.22137405] ; [32.22137405 34.77862595],1
s6,1,0.004207,8.192399,[23 44] ; [39 27],[31.23308271 35.76691729] ; [30.76691729 35.23308271],0
n2,1,0.008132,7.004088,[19 19] ; [20  4],[23.90322581 14.09677419] ; [15.09677419  8.90322581],0
v4,1,0.010631,6.525927,[45 23] ; [57 10],[51.37777778 16.62222222] ; [50.62222222 16.37777778],0
s8,1,0.01162,6.367942,[13 55] ; [26 41],[19.64444444 48.35555556] ; [19.35555556 47.64444444],0
p12,1,0.015698,5.836444,[ 1 66] ; [ 8 59],[ 4.5 62.5] ; [ 4.5 62.5],0
p3,1,0.021024,5.324795,[ 9 58] ; [20 47],[14.5 52.5] ; [14.5 52.5],0
s2,1,0.026447,4.926569,[16 52] ; [27 38],[21.98496241 46.01503759] ; [21.01503759 43.98496241],0
b4,1,0.027397,4.865587,[34 34] ; [46 21],[40.2962963 27.7037037] ; [39.7037037 27.2962963],0
a6,1,0.042988,4.095891,[34 34] ; [45 22],[39.79259259 28.20740741] ; [39.20740741 27.79259259],0
v1,1,0.046364,3.968329,[16 52] ; [25 38],[21.28244275 46.71755725] ; [19.71755725 43.28244275],0
n3,1,0.05525,3.674534,[17 18] ; [17  6],[20.51724138 14.48275862] ; [13.48275862  9.51724138],0
p6,1,0.073671,3.199274,[ 3 63] ; [ 9 58],[ 5.95488722 60.04511278] ; [ 6.04511278 60.95488722],0
u2,1,0.083265,3.0,[ 9 15] ; [15  9],[12. 12.] ; [12. 12.],0
u3,1,0.083265,3.0,[ 9 15] ; [15  9],[12. 12.] ; [12. 12.],0
n4,1,0.086107,2.945695,[38 30] ; [47 20],[42.81481481 25.18518519] ; [42.18518519 24.81481481],0
s7,1,0.096659,2.759824,[15 45] ; [26 41],[19.37007874 40.62992126] ; [21.62992126 45.37007874],0
b5,1,0.099394,2.715234,[32 36] ; [41 26],[36.77037037 31.22962963] ; [36.22962963 30.77037037],0
s1,1,0.128003,2.316563,[ 8 60] ; [ 3 63],[ 5.58208955 62.41791045] ; [ 5.41791045 60.58208955],0
s5,1,0.139693,2.181337,[11 54] ; [17 44],[14.44444444 50.55555556] ; [13.55555556 47.44444444],0
u4,1,0.166323,1.915775,[ 1 67] ; [ 4 63],[ 2.51851852 65.48148148] ; [ 2.48148148 64.51851852],0
s3,1,0.180084,1.796929,[20 46] ; [27 38],[23.67938931 42.32061069] ; [23.32061069 41.67938931],0
d5,1,0.180599,1.792691,[49 19] ; [41 26],[45.33333333 22.66666667] ; [44.66666667 22.33333333],0
a1,1,0.180599,1.792691,[10 58] ; [ 5 62],[ 7.55555556 60.44444444] ; [ 7.44444444 59.55555556],0
n5,1,0.181804,1.782814,[37 31] ; [44 23],[40.8 27.2] ; [40.2 26.8],0
u1,1,0.220834,1.498941,[ 8 60] ; [13 54],[10.57777778 57.42222222] ; [10.42222222 56.57777778],0
p4,1,0.305698,1.04917,[13 54] ; [18 49],[15.5 51.5] ; [15.5 51.5],0
b1,1,0.340844,0.907255,[35 33] ; [29 38],[32.23703704 35.76296296] ; [31.76296296 35.23703704],0
r2,1,0.350353,0.872177,[55 12] ; [58  8],[56.92481203 10.07518797] ; [56.07518797  9.92481203],0
p5,1,0.361714,0.831933,[ 2 66] ; [ 4 60],[ 3.09090909 64.90909091] ; [ 2.90909091 61.09090909],0
n1,1,0.403967,0.696486,[16 21] ; [13 11],[17.59016393 19.40983607] ; [11.40983607 12.59016393],0
v2,1,0.431219,0.619537,[23 43] ; [25 35],[25.14285714 40.85714286] ; [22.85714286 37.14285714],0
a4,1,0.437553,0.602692,[33 33] ; [29 38],[30.76691729 35.23308271] ; [31.23308271 35.76691729],0
a8,1,0.479262,0.500543,[ 3 61] ; [ 5 60],[ 3.96899225 60.03100775] ; [ 4.03100775 60.96899225],0
r1,1,0.517688,0.418498,[41 27] ; [44 23],[42.81481481 25.18518519] ; [42.18518519 24.81481481],0
a2,1,0.570771,0.321394,[17 51] ; [14 53],[15.61481481 52.38518519] ; [15.38518519 51.61481481],0
p8,1,0.616365,0.25101,[ 9 59] ; [ 7 60],[ 8.05925926 59.94074074] ; [ 7.94074074 59.05925926],0
a5,1,0.631858,0.229549,[43 25] ; [45 22],[44.32592593 23.67407407] ; [43.67407407 23.32592593],0
d2,1,0.666751,0.185426,[36 31] ; [33 33],[34.7593985 32.2406015] ; [34.2406015 31.7593985],0
a7,1,0.673137,0.177955,[41 27] ; [38 29],[39.79259259 28.20740741] ; [39.20740741 27.79259259],0
d4,1,0.735846,0.113811,[49 19] ; [50 17],[49.86666667 18.13333333] ; [49.13333333 17.86666667],0
v3,1,0.750195,0.101367,[21 44] ; [21 39],[21.84 43.16] ; [20.16 39.84],0
p1,1,0.7609,0.092598,[ 7 61] ; [ 8 59],[ 7.55555556 60.44444444] ; [ 7.44444444 59.55555556],0
a3,1,0.762989,0.090937,[44 22] ; [43 24],[43.17293233 22.82706767] ; [43.82706767 23.17293233],0
d1,1,0.794723,0.067695,[34 34] ; [32 35],[33.24444444 34.75555556] ; [32.75555556 34.24444444],0
b2,1,0.866865,0.028104,[19 25] ; [18 22],[19.38095238 24.61904762] ; [17.61904762 22.38095238],0
b3,1,0.866865,0.028104,[19 25] ; [18 22],[19.38095238 24.61904762] ; [17.61904762 22.38095238],0
s4,1,0.897941,0.016451,[13 55] ; [13 52],[13.29323308 54.70676692] ; [12.70676692 52.29323308],0
d3,1,0.922183,0.009542,[38 30] ; [38 29],[38.28148148 29.71851852] ; [37.71851852 29.28148148],0
