Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,200.977579,[  5 134] ; [419 183],[79.53576248 59.46423752] ; [344.46423752 257.53576248],1
n3,1,0.02979,4.721396,[33  6] ; [92 46],[27.54237288 11.45762712] ; [97.45762712 40.54237288],0
p1,1,0.032921,4.549871,[ 18 121] ; [ 44 553],[ 11.70923913 127.29076087] ; [ 50.29076087 546.70923913],0
u3,1,0.036893,4.355332,[33 36] ; [93 55],[40.06451613 28.93548387] ; [85.93548387 62.06451613],0
p4,1,0.039463,4.240808,[70 69] ; [356 238],[80.78308322 58.21691678] ; [345.21691678 248.78308322],0
r4,1,0.041815,4.142685,[120  19] ; [553  49],[126.24426451  12.75573549] ; [546.75573549  55.24426451],0
s3,1,0.053807,3.718671,[60 76] ; [317 278],[70.13953488 65.86046512] ; [306.86046512 288.13953488],0
b4,1,0.083156,3.002112,[71 68] ; [356 246],[80.09851552 58.90148448] ; [346.90148448 255.09851552],0
b2,1,0.091973,2.839491,[26 56] ; [155 216],[32.76379691 49.23620309] ; [148.23620309 222.76379691],0
b3,1,0.091973,2.839491,[26 56] ; [155 216],[32.76379691 49.23620309] ; [148.23620309 222.76379691],0
v3,1,0.094166,2.801674,[47 89] ; [243 330],[55.62764457 80.37235543] ; [234.37235543 338.62764457],0
n6,1,0.105096,2.626456,[109  30] ; [504  95],[115.45663957  23.54336043] ; [497.54336043 101.45663957],0
p8,1,0.145057,2.123476,[62 73] ; [313 279],[69.63548831 65.36451169] ; [305.36451169 286.63548831],0
u4,1,0.168878,1.892871,[  1 138] ; [ 16 586],[  3.18893387 135.81106613] ; [ 13.81106613 588.18893387],0
p11,1,0.170956,1.874536,[103  36] ; [478 124],[108.98650472  30.01349528] ; [472.01349528 129.98650472],0
p7,1,0.173018,1.856602,[78 58] ; [371 212],[84.92906815 51.07093185] ; [364.07093185 218.92906815],0
s1,1,0.177626,1.817377,[  7 129] ; [ 17 577],[  4.47123288 131.52876712] ; [ 19.52876712 574.47123288],0
p12,1,0.188027,1.73301,[  7 131] ; [ 50 545],[ 10.73124147 127.26875853] ; [ 46.26875853 548.73124147],0
p3,1,0.240116,1.379913,[61 77] ; [297 300],[67.21632653 70.78367347] ; [290.78367347 306.21632653],0
b1,1,0.296927,1.087944,[60 79] ; [231 371],[54.58704453 84.41295547] ; [236.41295547 365.58704453],0
p6,1,0.349436,0.875505,[42 95] ; [205 383],[46.67448276 90.32551724] ; [200.32551724 387.67448276],0
n2,1,0.375096,0.786714,[32  9] ; [98 40],[29.77653631 11.22346369] ; [100.22346369  37.77653631],0
n1,1,0.774687,0.081939,[16 24] ; [51 85],[15.22727273 24.77272727] ; [51.77272727 84.22727273],0
b5,1,0.804739,0.061117,[82 57] ; [362 240],[83.28744939 55.71255061] ; [360.71255061 241.28744939],0
a8,1,0.835998,0.042855,[ 18 110] ; [ 81 467],[ 18.74556213 109.25443787] ; [ 80.25443787 467.74556213],0
n5,1,0.837981,0.041811,[101  37] ; [442 155],[101.95102041  36.04897959] ; [441.04897959 155.95102041],0
p5,1,0.994213,5.3e-05,[ 16 122] ; [ 69 525],[ 16.02459016 121.97540984] ; [ 68.97540984 525.02459016],0
