Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.00017,14.140577,[ 3 14] ; [23  8],[9.20833333 7.79166667] ; [16.79166667 14.20833333],1
d1,1,0.001533,10.03816,[ 1 16] ; [16 15],[ 6.02083333 10.97916667] ; [10.97916667 20.02083333],0
r3,1,0.005613,7.670407,[ 3 13] ; [19 12],[7.4893617 8.5106383] ; [14.5106383 16.4893617],0
d3,1,0.012432,6.248197,[ 3 14] ; [17 14],[7.08333333 9.91666667] ; [12.91666667 18.08333333],0
b4,1,0.023834,5.106641,[ 7 10] ; [23  8],[10.625  6.375] ; [19.375 11.625],0
a3,1,0.02673,4.908183,[ 6 10] ; [22  9],[9.53191489 6.46808511] ; [18.46808511 12.53191489],0
a1,1,0.031118,4.646431,[ 5 12] ; [ 2 29],[ 2.47916667 14.52083333] ; [ 4.52083333 26.47916667],0
n5,1,0.035384,4.426565,[14  3] ; [16 15],[10.625  6.375] ; [19.375 11.625],0
a5,1,0.084661,2.973062,[ 6 11] ; [19 12],[8.85416667 8.14583333] ; [16.14583333 14.85416667],0
r1,1,0.087781,2.914611,[ 3 14] ; [13 18],[ 5.66666667 11.33333333] ; [10.33333333 20.66666667],0
p11,1,0.09213,2.836754,[ 4 13] ; [15 16],[ 6.72916667 10.27083333] ; [12.27083333 18.72916667],0
d2,1,0.112968,2.512203,[ 5 12] ; [16 14],[7.59574468 9.40425532] ; [13.40425532 16.59574468],0
r4,1,0.137638,2.204175,[ 1 16] ; [ 7 24],[ 2.83333333 14.16666667] ; [ 5.16666667 25.83333333],0
s7,1,0.149053,2.081914,[ 1 16] ; [ 6 21],[ 2.70454545 14.29545455] ; [ 4.29545455 22.70454545],0
b5,1,0.202194,1.626457,[ 5 12] ; [15 16],[7.08333333 9.91666667] ; [12.91666667 18.08333333],0
s3,1,0.220927,1.498338,[ 3 14] ; [10 19],[ 4.80434783 12.19565217] ; [ 8.19565217 20.80434783],0
a8,1,0.269517,1.219202,[ 1 16] ; [ 5 24],[ 2.2173913 14.7826087] ; [ 3.7826087 25.2173913],0
v2,1,0.290871,1.115584,[ 2 14] ; [ 8 23],[ 3.40425532 12.59574468] ; [ 6.59574468 24.40425532],0
n6,1,0.301099,1.06932,[ 5 12] ; [13 16],[ 6.65217391 10.34782609] ; [11.34782609 17.65217391],0
n1,1,0.301941,1.065601,[7 4] ; [6 8],[5.72 5.28] ; [7.28 6.72],0
p10,1,0.308987,1.035,[ 4 12] ; [12 18],[ 5.56521739 10.43478261] ; [10.43478261 19.56521739],0
n4,1,0.392783,0.730309,[13  4] ; [20 11],[11.6875  5.3125] ; [21.3125  9.6875],0
p1,1,0.424592,0.637571,[ 3 14] ; [ 3 28],[ 2.125 14.875] ; [ 3.875 27.125],0
b2,1,0.466608,0.529996,[5 5] ; [ 8 14],[4.0625 5.9375] ; [ 8.9375 13.0625],0
b3,1,0.466608,0.529996,[5 5] ; [ 8 14],[4.0625 5.9375] ; [ 8.9375 13.0625],0
a4,1,0.467904,0.52692,[ 5 12] ; [12 18],[ 6.14893617 10.85106383] ; [10.85106383 19.14893617],0
a6,1,0.488799,0.479168,[ 7 10] ; [16 15],[8.14583333 8.85416667] ; [14.85416667 16.14583333],0
p3,1,0.499778,0.455408,[ 2 15] ; [ 6 25],[ 2.83333333 14.16666667] ; [ 5.16666667 25.83333333],0
r2,1,0.510925,0.432173,[8 9] ; [16 12],[9.06666667 7.93333333] ; [14.93333333 13.06666667],0
n2,1,0.561471,0.337163,[5 6] ; [8 6],[5.72 5.28] ; [7.28 6.72],0
p8,1,0.593694,0.284613,[ 3 13] ; [ 4 27],[ 2.38297872 13.61702128] ; [ 4.61702128 26.38297872],0
p9,1,0.633797,0.226948,[ 6 10] ; [13 16],[6.75555556 9.24444444] ; [12.24444444 16.75555556],0
p6,1,0.644079,0.213447,[ 1 15] ; [ 1 29],[ 0.69565217 15.30434783] ; [ 1.30434783 28.69565217],0
v1,1,0.646091,0.210864,[ 5 12] ; [ 7 23],[ 4.34042553 12.65957447] ; [ 7.65957447 22.34042553],0
v3,1,0.656057,0.198348,[ 3 14] ; [ 4 27],[ 2.47916667 14.52083333] ; [ 4.52083333 26.47916667],0
s1,1,0.656057,0.198348,[ 3 14] ; [ 4 27],[ 2.47916667 14.52083333] ; [ 4.52083333 26.47916667],0
n3,1,0.682046,0.167832,[5 6] ; [7 6],[5.5 5.5] ; [6.5 6.5],0
b1,1,0.732196,0.117105,[9 8] ; [18 13],[9.5625 7.4375] ; [17.4375 13.5625],0
p2,1,0.781685,0.076797,[ 5 12] ; [10 20],[ 5.42553191 11.57446809] ; [ 9.57446809 20.42553191],0
s4,1,0.820885,0.05126,[ 2 15] ; [ 3 28],[ 1.77083333 15.22916667] ; [ 3.22916667 27.77083333],0
a2,1,0.820885,0.05126,[ 2 15] ; [ 3 28],[ 1.77083333 15.22916667] ; [ 3.22916667 27.77083333],0
p7,1,0.861675,0.030361,[ 4 13] ; [ 8 23],[ 4.25 12.75] ; [ 7.75 23.25],0
s2,1,0.876947,0.023976,[ 2 15] ; [ 4 26],[ 2.17021277 14.82978723] ; [ 3.82978723 26.17021277],0
p4,1,0.884728,0.021019,[ 3 14] ; [ 6 25],[ 3.1875 13.8125] ; [ 5.8125 25.1875],0
a7,1,0.929797,0.007762,[8 9] ; [15 16],[8.14583333 8.85416667] ; [14.85416667 16.14583333],0
s8,1,0.937889,0.006072,[ 1 16] ; [ 2 29],[ 1.0625 15.9375] ; [ 1.9375 29.0625],0
