Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8e-06,20.00533,[159 127] ; [49  7],[173.94152047 112.05847953] ; [34.05847953 21.94152047],1
p4,1,1.5e-05,18.720352,[184 106] ; [52  4],[197.80346821  92.19653179] ; [38.19653179 17.80346821],1
p12,1,2.6e-05,17.668175,[ 28 261] ; [17 39],[ 37.69565217 251.30434783] ; [ 7.30434783 48.69565217],1
p1,1,9.8e-05,15.174711,[ 22 267] ; [14 42],[ 30.15652174 258.84347826] ; [ 5.84347826 50.15652174],1
p3,1,0.000126,14.694336,[159 132] ; [46 10],[171.91642651 119.08357349] ; [33.08357349 22.91642651],1
a1,1,0.001553,10.014483,[ 11 280] ; [ 8 48],[ 15.93371758 275.06628242] ; [ 3.06628242 52.93371758],0
p6,1,0.001766,9.778231,[128 161] ; [37 18],[138.61918605 150.38081395] ; [26.38081395 28.61918605],0
b5,1,0.003266,8.652793,[181 110] ; [23 33],[171.0778098 119.9221902] ; [32.9221902 23.0778098],0
s5,1,0.004131,8.225201,[123 158] ; [34 18],[132.48348348 148.51651652] ; [24.51651652 27.48348348],0
s7,1,0.004279,8.161529,[208  71] ; [49  4],[215.97289157  63.02710843] ; [41.02710843 11.97289157],0
p7,1,0.006795,7.32648,[201  81] ; [48  6],[208.98214286  73.01785714] ; [40.01785714 13.98214286],0
u4,1,0.007234,7.214009,[  6 285] ; [ 5 51],[  9.22478386 281.77521614] ; [ 1.77521614 54.22478386],0
v1,1,0.007941,7.04669,[167 115] ; [43 12],[175.72700297 106.27299703] ; [34.27299703 20.72700297],0
v3,1,0.017906,5.605371,[128 154] ; [34 20],[135.96428571 146.03571429] ; [26.03571429 27.96428571],0
n5,1,0.054152,3.70801,[232  57] ; [51  5],[237.06376812  51.93623188] ; [45.93623188 10.06376812],0
n4,1,0.079019,3.084962,[237  54] ; [51  5],[241.52161383  49.47838617] ; [46.47838617  9.52161383],0
a2,1,0.130189,2.290244,[ 86 205] ; [11 45],[ 81.34582133 209.65417867] ; [15.65417867 40.34582133],0
s1,1,0.150894,2.063187,[  9 278] ; [ 4 52],[ 10.87755102 276.12244898] ; [ 2.12244898 53.87755102],0
p2,1,0.154234,2.029868,[249  41] ; [52  4],[252.28323699  37.71676301] ; [48.71676301  7.28323699],0
d4,1,0.162906,1.947038,[243  47] ; [51  5],[246.41618497  43.58381503] ; [47.58381503  8.41618497],0
u1,1,0.175453,1.835722,[ 71 220] ; [ 9 47],[ 67.08933718 223.91066282] ; [12.91066282 43.08933718],0
a6,1,0.191393,1.706864,[197  93] ; [33 23],[192.77456647  97.22543353] ; [37.22543353 18.77456647],0
n1,1,0.23288,1.423185,[26 34] ; [8 5],[27.94520548 32.05479452] ; [6.05479452 6.94520548],0
p9,1,0.238523,1.389301,[275  16] ; [55  1],[276.74351585  14.25648415] ; [53.25648415  2.74351585],0
a7,1,0.241306,1.372948,[200  90] ; [43 13],[203.67052023  86.32947977] ; [39.32947977 16.67052023],0
a3,1,0.269557,1.218998,[230  60] ; [48  8],[233.00578035  56.99421965] ; [44.99421965 11.00578035],0
r1,1,0.291913,1.110778,[242  47] ; [50  6],[244.60289855  44.39710145] ; [47.39710145  8.60289855],0
u3,1,0.388879,0.742444,[40 21] ; [4 4],[38.89855072 22.10144928] ; [5.10144928 2.89855072],0
r3,1,0.39574,0.721232,[282   9] ; [53  3],[280.93659942  10.06340058] ; [54.06340058  1.93659942],0
n2,1,0.407976,0.684691,[45 16] ; [11  2],[46.16216216 14.83783784] ; [9.83783784 3.16216216],0
p11,1,0.418992,0.65314,[242  49] ; [49  7],[244.03746398  46.96253602] ; [46.96253602  9.03746398],0
