Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.003342,8.610677,[23 11] ; [ 91 132],[15.08171206 18.91828794] ; [ 98.91828794 124.08171206],0
s3,1,0.005874,7.588403,[25 10] ; [102 118],[17.43137255 17.56862745] ; [109.56862745 110.43137255],0
b2,1,0.027105,4.88414,[ 3 16] ; [59 81],[ 7.40880503 11.59119497] ; [54.59119497 85.40880503],0
b3,1,0.027105,4.88414,[ 3 16] ; [59 81],[ 7.40880503 11.59119497] ; [54.59119497 85.40880503],0
s6,1,0.031041,4.650721,[26  9] ; [123 101],[20.13513514 14.86486486] ; [128.86486486  95.13513514],0
d3,1,0.055055,3.680428,[28  9] ; [133  92],[22.73664122 14.26335878] ; [138.26335878  86.73664122],0
s1,1,0.07256,3.224133,[ 4 32] ; [  9 213],[ 1.81395349 34.18604651] ; [ 11.18604651 210.81395349],0
v3,1,0.083559,2.994282,[ 8 28] ; [ 79 134],[12.57831325 23.42168675] ; [ 74.42168675 138.57831325],0
p1,1,0.088623,2.899214,[ 1 36] ; [ 27 197],[ 3.96934866 33.03065134] ; [ 24.03065134 199.96934866],0
s5,1,0.09956,2.712585,[10 20] ; [ 43 171],[ 6.51639344 23.48360656] ; [ 46.48360656 167.51639344],0
u3,1,0.105845,2.615193,[8 3] ; [34 39],[5.5 5.5] ; [36.5 36.5],0
n1,1,0.143072,2.144608,[3 7] ; [33 27],[5.14285714 4.85714286] ; [30.85714286 29.14285714],0
n2,1,0.1503,2.069208,[5 5] ; [45 17],[6.94444444 3.05555556] ; [43.05555556 18.94444444],0
b5,1,0.159209,1.981724,[27 10] ; [137  88],[23.16030534 13.83969466] ; [140.83969466  84.16030534],0
n5,1,0.165236,1.925642,[27 10] ; [185  39],[30.05363985  6.94636015] ; [181.94636015  42.05363985],0
s7,1,0.17756,1.817925,[19 17] ; [ 86 125],[15.30364372 20.69635628] ; [ 89.69635628 121.30364372],0
u1,1,0.186072,1.748452,[ 9 28] ; [ 35 190],[ 6.21374046 30.78625954] ; [ 37.78625954 187.21374046],0
r3,1,0.255084,1.295245,[30  7] ; [196  27],[32.16153846  4.83846154] ; [193.83846154  29.16153846],0
v2,1,0.303861,1.057173,[14 22] ; [103 111],[16.848 19.152] ; [100.152 113.848],0
p5,1,0.308138,1.038638,[ 1 36] ; [ 16 207],[ 2.41923077 34.58076923] ; [ 14.58076923 208.41923077],0
a5,1,0.316794,1.002137,[30  7] ; [165  60],[27.53816794  9.46183206] ; [167.46183206  57.53816794],0
v4,1,0.335679,0.926863,[33  3] ; [193  32],[31.17241379  4.82758621] ; [194.82758621  30.17241379],0
v1,1,0.36866,0.808177,[14 23] ; [ 98 116],[16.50996016 20.49003984] ; [ 95.49003984 118.50996016],0
p2,1,0.384905,0.754979,[23 14] ; [156  69],[25.27862595 11.72137405] ; [153.72137405  71.27862595],0
r1,1,0.418559,0.654356,[29  8] ; [162  63],[26.97328244 10.02671756] ; [164.02671756  60.97328244],0
u2,1,0.422676,0.642862,[7 4] ; [37 36],[5.76190476 5.23809524] ; [38.23809524 34.76190476],0
a7,1,0.437621,0.602513,[27 10] ; [149  75],[24.95019157 12.04980843] ; [151.04980843  72.95019157],0
n3,1,0.438024,0.601453,[8 2] ; [40 19],[6.95652174 3.04347826] ; [41.04347826 17.95652174],0
a1,1,0.44086,0.594042,[ 1 36] ; [ 13 212],[ 1.97709924 35.02290076] ; [ 12.02290076 212.97709924],0
p11,1,0.441284,0.592941,[24 13] ; [160  65],[25.98473282 11.01526718] ; [158.01526718  66.98473282],0
n6,1,0.442521,0.589737,[32  5] ; [182  42],[30.33716475  6.66283525] ; [183.66283525  40.33716475],0
