Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.178545,[ 1 21] ; [44 27],[10.64516129 11.35483871] ; [34.35483871 36.64516129],1
d3,1,0.000329,12.896159,[ 4 18] ; [44 27],[11.35483871 10.64516129] ; [36.64516129 34.35483871],1
d4,1,0.001753,9.79132,[12 10] ; [61 10],[17.2688172  4.7311828] ; [55.7311828 15.2688172],0
a3,1,0.001906,9.638095,[11 11] ; [58 12],[16.5  5.5] ; [52.5 17.5],0
d2,1,0.004313,8.14696,[ 4 18] ; [37 33],[ 9.80434783 12.19565217] ; [31.19565217 38.80434783],0
a5,1,0.005123,7.835655,[11 11] ; [57 14],[16.08602151  5.91397849] ; [51.91397849 19.08602151],0
a4,1,0.009764,6.677534,[ 4 18] ; [35 36],[ 9.22580645 12.77419355] ; [29.77419355 41.22580645],0
p10,1,0.030012,4.708588,[12 10] ; [54 15],[15.95604396  6.04395604] ; [50.04395604 18.95604396],0
s8,1,0.044355,4.042985,[ 6 15] ; [38 33],[10.04347826 10.95652174] ; [33.95652174 37.04347826],0
b5,1,0.060955,3.51122,[10 12] ; [48 23],[13.72043011  8.27956989] ; [44.27956989 26.72043011],0
a7,1,0.080942,3.045893,[10 12] ; [47 24],[13.48387097  8.51612903] ; [43.51612903 27.48387097],0
s2,1,0.110686,2.544404,[ 6 16] ; [33 38],[ 9.22580645 12.77419355] ; [29.77419355 41.22580645],0
u1,1,0.114687,2.48842,[ 1 21] ; [13 58],[ 3.31182796 18.68817204] ; [10.68817204 60.31182796],0
p2,1,0.121321,2.400189,[13  9] ; [54 17],[15.84946237  6.15053763] ; [51.15053763 19.84946237],0
b1,1,0.128047,2.31602,[14  8] ; [32 39],[10.88172043 11.11827957] ; [35.11827957 35.88172043],0
b4,1,0.166357,1.915468,[ 9 13] ; [41 30],[11.82795699 10.17204301] ; [38.17204301 32.82795699],0
p9,1,0.203402,1.617778,[14  7] ; [56 14],[16.15384615  4.84615385] ; [53.84615385 16.15384615],0
n6,1,0.208228,1.583703,[14  8] ; [54 16],[16.26086957  5.73913043] ; [51.73913043 18.26086957],0
a8,1,0.237119,1.397641,[ 1 21] ; [ 9 56],[ 2.52873563 19.47126437] ; [ 7.47126437 57.52873563],0
u3,1,0.239113,1.385814,[5 6] ; [9 4],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
a6,1,0.282548,1.154794,[12 10] ; [47 23],[14.10869565  7.89130435] ; [44.89130435 25.10869565],0
a1,1,0.376657,0.781585,[ 2 20] ; [ 3 68],[ 1.1827957 20.8172043] ; [ 3.8172043 67.1827957],0
s7,1,0.401748,0.703087,[ 8 13] ; [33 35],[ 9.6741573 11.3258427] ; [31.3258427 36.6741573],0
r3,1,0.472247,0.516714,[19  3] ; [65  6],[19.87096774  2.12903226] ; [64.12903226  6.87096774],0
v1,1,0.511871,0.430239,[11 11] ; [40 29],[12.32967033  9.67032967] ; [38.67032967 30.32967033],0
s4,1,0.515238,0.423414,[ 4 18] ; [ 9 62],[ 3.07526882 18.92473118] ; [ 9.92473118 61.07526882],0
p1,1,0.541552,0.37267,[ 2 20] ; [10 61],[ 2.83870968 19.16129032] ; [ 9.16129032 61.83870968],0
s3,1,0.566239,0.329016,[13  9] ; [37 34],[11.82795699 10.17204301] ; [38.17204301 32.82795699],0
n5,1,0.572072,0.319228,[13  9] ; [46 24],[14.10869565  7.89130435] ; [44.89130435 25.10869565],0
r1,1,0.590931,0.288893,[17  5] ; [50 20],[16.02173913  5.97826087] ; [50.97826087 19.02173913],0
v2,1,0.598995,0.276514,[12 10] ; [42 27],[13.05494505  8.94505495] ; [40.94505495 28.05494505],0
b2,1,0.602332,0.271493,[6 6] ; [20 28],[5.2 6.8] ; [20.8 27.2],0
b3,1,0.602332,0.271493,[6 6] ; [20 28],[5.2 6.8] ; [20.8 27.2],0
s6,1,0.615126,0.252778,[11 10] ; [41 29],[12.  9.] ; [40. 30.],0
s5,1,0.624327,0.239833,[ 6 15] ; [23 44],[ 6.92045455 14.07954545] ; [22.07954545 44.92045455],0
v4,1,0.677033,0.173484,[21  1] ; [66  5],[20.58064516  1.41935484] ; [66.41935484  4.58064516],0
p11,1,0.741797,0.108554,[15  7] ; [51 20],[15.61290323  6.38709677] ; [50.38709677 20.61290323],0
n4,1,0.777767,0.079654,[17  5] ; [52 18],[16.5  5.5] ; [52.5 17.5],0
p8,1,0.787725,0.072504,[10 11] ; [31 39],[ 9.46153846 11.53846154] ; [31.53846154 38.46153846],0
v3,1,0.832077,0.04496,[ 9 13] ; [30 39],[ 9.42857143 12.57142857] ; [29.57142857 39.42857143],0
p5,1,0.843238,0.039106,[ 1 21] ; [ 4 67],[ 1.1827957 20.8172043] ; [ 3.8172043 67.1827957],0
n1,1,0.892795,0.018162,[2 2] ; [6 7],[1.88235294 2.11764706] ; [6.11764706 6.88235294],0
r4,1,0.906545,0.013782,[19  3] ; [62  9],[19.16129032  2.83870968] ; [61.83870968  9.16129032],0
u2,1,0.936898,0.006268,[4 6] ; [5 7],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
p7,1,0.99047,0.000143,[16  6] ; [51 19],[16.02173913  5.97826087] ; [50.97826087 19.02173913],0
p6,1,1.0,0.0,[ 5 15] ; [17 51],[ 5. 15.] ; [17. 51.],0
