Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,50.656978,[86 50] ; [ 30 112],[56.74820144 79.25179856] ; [59.25179856 82.74820144],1
p3,1,0.0,47.43965,[78 60] ; [ 24 118],[50.27142857 87.72857143] ; [51.72857143 90.27142857],1
p4,1,0.0,43.714041,[84 53] ; [ 32 111],[56.75714286 80.24285714] ; [59.24285714 83.75714286],1
p6,1,0.0,36.022502,[51 83] ; [ 11 130],[ 30.21090909 103.78909091] ; [ 31.78909091 109.21090909],1
p2,1,0.0,35.034969,[119  18] ; [78 65],[96.38928571 40.61071429] ; [100.61071429  42.38928571],1
r4,1,5e-06,20.923318,[119  20] ; [88 55],[102.03191489  36.96808511] ; [104.96808511  38.03191489],1
p11,1,4.2e-05,16.7767,[112  27] ; [83 60],[96.11702128 42.88297872] ; [98.88297872 44.11702128],1
n3,1,8.6e-05,15.41741,[30  3] ; [24 25],[21.73170732 11.26829268] ; [32.26829268 16.73170732],1
v1,1,0.000103,15.078901,[69 68] ; [ 39 102],[53.22302158 83.77697842] ; [54.77697842 86.22302158],1
p9,1,0.000107,15.014507,[109  29] ; [79 59],[94. 44.] ; [94. 44.],1
v2,1,0.000171,14.128419,[79 56] ; [49 88],[63.52941176 71.47058824] ; [64.47058824 72.52941176],1
v4,1,0.000558,11.91059,[128  10] ; [111  31],[117.79285714  20.20714286] ; [121.20714286  20.79285714],1
p10,1,0.000572,11.863695,[100  38] ; [74 67],[86.06451613 51.93548387] ; [87.93548387 53.06451613],1
v3,1,0.001014,10.802372,[54 83] ; [ 29 108],[41.5 95.5] ; [41.5 95.5],0
r1,1,0.001412,10.190093,[104  34] ; [82 61],[91.34519573 46.65480427] ; [94.65480427 48.34519573],0
r3,1,0.003682,8.434527,[126  13] ; [110  31],[117.15714286  21.84285714] ; [118.84285714  22.15714286],0
n6,1,0.004157,8.213796,[110  28] ; [92 51],[99.20284698 38.79715302] ; [102.79715302  40.20284698],0
p5,1,0.008095,7.012309,[ 13 125] ; [  3 140],[  7.85765125 130.14234875] ; [  8.14234875 134.85765125],0
d1,1,0.023825,5.107343,[78 61] ; [61 82],[68.5141844 70.4858156] ; [70.4858156 72.5141844],0
a1,1,0.035273,4.43191,[  2 137] ; [  9 134],[  5.42198582 133.57801418] ; [  5.57801418 137.42198582],0
s8,1,0.046248,3.972552,[ 25 114] ; [ 14 129],[ 19.22340426 119.77659574] ; [ 19.77659574 123.22340426],0
s7,1,0.068369,3.321752,[ 28 100] ; [ 18 117],[ 22.3878327 105.6121673] ; [ 23.6121673 111.3878327],0
r2,1,0.071393,3.250704,[123  14] ; [116  25],[117.78057554  19.21942446] ; [121.21942446  19.78057554],0
s5,1,0.084448,2.977148,[ 19 120] ; [ 10 127],[ 14.60507246 124.39492754] ; [ 14.39492754 122.60507246],0
a5,1,0.094014,2.80427,[95 44] ; [84 59],[88.23049645 50.76950355] ; [90.76950355 52.23049645],0
