Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.312074,[48 79] ; [39  9],[63.13714286 63.86285714] ; [23.86285714 24.13714286],1
b1,1,0.002063,9.492681,[53 79] ; [ 8 42],[44.24175824 87.75824176] ; [16.75824176 33.24175824],0
p12,1,0.007355,7.184084,[  2 129] ; [ 5 44],[  5.09444444 125.90555556] ; [ 1.90555556 47.09444444],0
v1,1,0.009355,6.753807,[48 83] ; [29 21],[55.72928177 75.27071823] ; [21.27071823 28.72928177],0
u2,1,0.046445,3.96538,[27 26] ; [14  4],[30.6056338 22.3943662] ; [10.3943662  7.6056338],0
p10,1,0.049856,3.846295,[86 43] ; [40  9],[91.31460674 37.68539326] ; [34.68539326 14.31460674],0
r1,1,0.053608,3.724876,[98 33] ; [44  6],[102.77348066  28.22651934] ; [39.22651934 10.77348066],0
n1,1,0.082289,3.019103,[14 31] ; [ 2 17],[11.25 33.75] ; [ 4.75 14.25],0
d4,1,0.085796,2.951542,[97 34] ; [43  7],[101.32596685  29.67403315] ; [38.67403315 11.32596685],0
a7,1,0.0897,2.879742,[91 40] ; [41  9],[95.5359116 35.4640884] ; [36.4640884 13.5359116],0
p6,1,0.123986,2.366227,[36 93] ; [ 8 40],[32.06779661 96.93220339] ; [11.93220339 36.06779661],0
u1,1,0.131073,2.27975,[ 11 121] ; [ 8 42],[ 13.78021978 118.21978022] ; [ 5.21978022 44.78021978],0
s6,1,0.132685,2.260803,[77 53] ; [35 14],[81.34078212 48.65921788] ; [30.65921788 18.34078212],0
p5,1,0.135469,2.228685,[  4 128] ; [ 4 45],[  5.83425414 126.16574586] ; [ 2.16574586 46.83425414],0
b5,1,0.138221,2.197651,[87 45] ; [27 23],[82.68131868 49.31868132] ; [31.31868132 18.68131868],0
p9,1,0.144613,2.128169,[97 32] ; [41  7],[100.57627119  28.42372881] ; [37.42372881 10.57627119],0
b4,1,0.162656,1.949355,[72 60] ; [33 17],[76.15384615 55.84615385] ; [28.84615385 21.15384615],0
p8,1,0.183659,1.767763,[55 76] ; [26 23],[58.95 72.05] ; [22.05 26.95],0
a5,1,0.19922,1.648083,[76 56] ; [34 16],[79.78021978 52.21978022] ; [30.21978022 19.78021978],0
s5,1,0.206501,1.595788,[37 91] ; [19 30],[40.49717514 87.50282486] ; [15.50282486 33.49717514],0
d3,1,0.206849,1.593343,[84 47] ; [37 13],[87.57458564 43.42541436] ; [33.42541436 16.57458564],0
p7,1,0.241509,1.371762,[69 57] ; [31 17],[72.4137931 53.5862069] ; [27.5862069 20.4137931],0
s7,1,0.26172,1.259634,[37 89] ; [18 29],[40.05780347 85.94219653] ; [14.94219653 32.05780347],0
s3,1,0.276743,1.183013,[62 70] ; [28 22],[65.27472527 66.72527473] ; [24.72527473 25.27472527],0
b3,1,0.296209,1.091184,[17 48] ; [ 9 15],[18.98876404 46.01123596] ; [ 7.01123596 16.98876404],0
b2,1,0.296209,1.091184,[17 48] ; [ 9 15],[18.98876404 46.01123596] ; [ 7.01123596 16.98876404],0
a8,1,0.326461,0.962887,[  7 116] ; [ 1 46],[  5.78823529 117.21176471] ; [ 2.21176471 44.78823529],0
r2,1,0.331903,0.941459,[125   7] ; [49  1],[126.1978022   5.8021978] ; [47.8021978  2.1978022],0
p4,1,0.349818,0.874116,[54 77] ; [24 25],[56.76666667 74.23333333] ; [21.23333333 27.76666667],0
s8,1,0.391735,0.73355,[41 90] ; [19 31],[43.42541436 87.57458564] ; [16.57458564 33.42541436],0
d2,1,0.407324,0.686599,[51 81] ; [16 34],[48.59340659 83.40659341] ; [18.40659341 31.59340659],0
a4,1,0.433257,0.614076,[45 87] ; [14 36],[42.79120879 89.20879121] ; [16.20879121 33.79120879],0
a2,1,0.459737,0.546534,[ 18 114] ; [ 9 41],[ 19.58241758 112.41758242] ; [ 7.41758242 42.58241758],0
p11,1,0.490661,0.475076,[88 44] ; [36 14],[89.93406593 42.06593407] ; [34.06593407 15.93406593],0
a3,1,0.545465,0.365504,[78 54] ; [32 18],[79.78021978 52.21978022] ; [30.21978022 19.78021978],0
