Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.312074,[48 79] ; [39  9],[63.13714286 63.86285714] ; [23.86285714 24.13714286],1
p1,1,0.604594,0.268122,[  8 124] ; [ 2 47],[  7.29281768 124.70718232] ; [ 2.70718232 46.29281768],0
p3,1,0.624608,0.239444,[46 86] ; [19 30],[47.40331492 84.59668508] ; [17.59668508 31.40331492],0
s2,1,0.652582,0.20266,[58 73] ; [24 26],[59.3480663 71.6519337] ; [22.6519337 27.3480663],0
n3,1,0.652677,0.202542,[34 12] ; [13  6],[33.26153846 12.73846154] ; [13.73846154  5.26153846],0
v4,1,0.69901,0.149504,[127   4] ; [49  1],[127.38121547   3.61878453] ; [48.61878453  1.38121547],0
n2,1,0.723932,0.124756,[35 10] ; [14  5],[34.453125 10.546875] ; [14.546875  4.453125],0
p2,1,0.782443,0.076252,[97 35] ; [37 12],[97.72375691 34.27624309] ; [36.27624309 12.72375691],0
a6,1,0.789671,0.071149,[87 45] ; [34 16],[87.75824176 44.24175824] ; [33.24175824 16.75824176],0
n6,1,0.801404,0.063268,[89 43] ; [34 15],[89.70165746 42.29834254] ; [33.29834254 15.70165746],0
d1,1,0.829144,0.046569,[61 71] ; [24 26],[61.64835165 70.35164835] ; [23.35164835 26.64835165],0
d5,1,0.841093,0.040199,[95 36] ; [37 13],[95.5359116 35.4640884] ; [36.4640884 13.5359116],0
s4,1,0.889792,0.019201,[33 99] ; [13 37],[33.36263736 98.63736264] ; [12.63736264 37.36263736],0
s1,1,0.905512,0.01409,[  3 128] ; [ 1 49],[  2.89502762 128.10497238] ; [ 1.10497238 48.89502762],0
a1,1,0.94704,0.004412,[  5 127] ; [ 2 48],[  5.07692308 126.92307692] ; [ 1.92307692 48.07692308],0
u3,1,0.966857,0.001726,[34 19] ; [11  6],[34.07142857 18.92857143] ; [10.92857143  6.07142857],0
n5,1,0.984644,0.00037,[47 83] ; [18 32],[46.94444444 83.05555556] ; [18.05555556 31.94444444],0
