Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.016447,5.754421,[13 32] ; [16 12],[17.87671233 27.12328767] ; [11.12328767 16.87671233],0
n5,1,0.017245,5.671237,[24 21] ; [ 7 21],[19.10958904 25.89041096] ; [11.89041096 16.10958904],0
a2,1,0.060269,3.529967,[11 34] ; [ 2 26],[ 8.01369863 36.98630137] ; [ 4.98630137 23.01369863],0
u3,1,0.062617,3.466667,[8 5] ; [12  1],[10.  3.] ; [10.  3.],0
u2,1,0.114324,2.493401,[7 6] ; [10  2],[8.84 4.16] ; [8.16 3.84],0
a3,1,0.128081,2.315611,[32 13] ; [15 13],[28.97260274 16.02739726] ; [18.02739726  9.97260274],0
a4,1,0.143698,2.137908,[17 28] ; [ 6 22],[14.17808219 30.82191781] ; [ 8.82191781 19.17808219],0
d5,1,0.149403,2.078336,[30 15] ; [23  5],[32.67123288 12.32876712] ; [20.32876712  7.67123288],0
b5,1,0.187445,1.737582,[31 14] ; [15 13],[28.35616438 16.64383562] ; [17.64383562 10.35616438],0
v2,1,0.204526,1.609756,[23 18] ; [10 15],[20.5 20.5] ; [12.5 12.5],0
v3,1,0.207859,1.586273,[14 28] ; [ 5 21],[11.73529412 30.26470588] ; [ 7.26470588 18.73529412],0
d2,1,0.220048,1.504059,[21 24] ; [ 9 19],[18.49315068 26.50684932] ; [11.50684932 16.49315068],0
d3,1,0.258454,1.277017,[28 17] ; [21  7],[30.20547945 14.79452055] ; [18.79452055  9.20547945],0
p7,1,0.258753,1.275418,[29 14] ; [14 12],[26.79710145 16.20289855] ; [16.20289855  9.79710145],0
p5,1,0.281342,1.160597,[ 2 43] ; [ 3 24],[ 3.125 41.875] ; [ 1.875 25.125],0
r2,1,0.302424,1.063476,[43  2] ; [25  3],[41.91780822  3.08219178] ; [26.08219178  1.91780822],0
r3,1,0.303098,1.060514,[44  1] ; [26  2],[43.15068493  1.84931507] ; [26.84931507  1.15068493],0
p8,1,0.344538,0.893472,[26 19] ; [13 15],[24.04109589 20.95890411] ; [14.95890411 13.04109589],0
d4,1,0.386531,0.749827,[33 12] ; [23  5],[34.52054795 10.47945205] ; [21.47945205  6.52054795],0
s7,1,0.396894,0.717717,[30 12] ; [16 10],[28.41176471 13.58823529] ; [17.58823529  8.41176471],0
p9,1,0.400154,0.707864,[39  5] ; [22  5],[37.8028169  6.1971831] ; [23.1971831  3.8028169],0
p4,1,0.402425,0.701067,[27 18] ; [14 14],[25.2739726 19.7260274] ; [15.7260274 12.2739726],0
a5,1,0.41245,0.671728,[30 15] ; [16 12],[28.35616438 16.64383562] ; [17.64383562 10.35616438],0
