Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,56.0996,[231  73] ; [39 69],[199.22330097 104.77669903] ; [70.77669903 37.22330097],1
d3,1,0.0,36.037399,[238  67] ; [51 57],[213.42615012  91.57384988] ; [75.57384988 32.42615012],1
a2,1,1.3e-05,19.056012,[ 81 225] ; [  7 101],[ 65.04347826 240.95652174] ; [22.95652174 85.04347826],1
b5,1,8.4e-05,15.466943,[186 120] ; [42 66],[168.52173913 137.47826087] ; [59.47826087 48.52173913],1
u1,1,0.000486,12.167567,[ 61 245] ; [  6 102],[ 49.52173913 256.47826087] ; [17.47826087 90.52173913],1
r2,1,0.016886,5.708206,[293  11] ; [94 10],[288.35294118  15.64705882] ; [98.64705882  5.35294118],0
s8,1,0.018845,5.51583,[142 160] ; [65 43],[152.47317073 149.52682927] ; [54.52682927 53.47317073],0
n2,1,0.021908,5.253061,[39  6] ; [13  8],[35.45454545  9.54545455] ; [16.54545455  4.45454545],0
s4,1,0.029739,4.724338,[ 47 254] ; [27 81],[ 54.4596577 246.5403423] ; [19.5403423 88.4596577],0
u3,1,0.030707,4.669262,[54 32] ; [13 19],[48.83050847 37.16949153] ; [18.16949153 13.83050847],0
d5,1,0.032702,4.561307,[254  51] ; [79 28],[246.51699029  58.48300971] ; [86.48300971 20.51699029],0
d1,1,0.036964,4.352052,[199 107] ; [58 50],[189.95652174 116.04347826] ; [67.04347826 40.95652174],0
b1,1,0.047609,3.923748,[106 200] ; [49 59],[114.56521739 191.43478261] ; [40.43478261 67.56521739],0
a5,1,0.059493,3.551471,[245  61] ; [77 31],[238.  68.] ; [84. 24.],0
r4,1,0.071552,3.247059,[288  18] ; [96 12],[283.82608696  22.17391304] ; [100.17391304   7.82608696],0
r1,1,0.076096,3.14638,[259  45] ; [84 24],[253.08737864  50.91262136] ; [89.91262136 18.08737864],0
v4,1,0.08142,3.036334,[298   5] ; [102   5],[295.6097561   7.3902439] ; [104.3902439   2.6097561],0
d4,1,0.106051,2.612111,[260  45] ; [84 23],[254.66019417  50.33980583] ; [89.33980583 17.66019417],0
p12,1,0.117804,2.446283,[ 40 265] ; [ 8 99],[ 35.53398058 269.46601942] ; [12.46601942 94.53398058],0
b4,1,0.191971,1.702429,[178 128] ; [55 53],[172.2173913 133.7826087] ; [60.7826087 47.2173913],0
s5,1,0.196471,1.668418,[114 179] ; [48 56],[119.56171285 173.43828715] ; [42.43828715 61.56171285],0
r3,1,0.206545,1.595482,[290  13] ; [100   8],[287.51824818  15.48175182] ; [102.48175182   5.51824818],0
u4,1,0.206687,1.594485,[  5 300] ; [  4 104],[  6.6464891 298.3535109] ; [  2.3535109 105.6464891],0
s7,1,0.207371,1.589689,[151 137] ; [62 42],[156.48979592 131.51020408] ; [56.51020408 47.48979592],0
v1,1,0.259214,1.272952,[185 112] ; [60 47],[180.11138614 116.88861386] ; [64.88861386 42.11138614],0
n4,1,0.27268,1.203216,[243  63] ; [91 17],[246.86956522  59.13043478] ; [87.13043478 20.86956522],0
n5,1,0.294047,1.100997,[246  59] ; [92 16],[249.6125908  55.3874092] ; [88.3874092 19.6125908],0
d2,1,0.343908,0.89581,[142 163] ; [56 52],[146.22276029 158.77723971] ; [51.77723971 56.22276029],0
v2,1,0.37466,0.78815,[177 117] ; [58 47],[173.15789474 120.84210526] ; [61.84210526 43.15789474],0
s2,1,0.381445,0.76604,[163 139] ; [53 55],[159.10243902 142.89756098] ; [56.89756098 51.10243902],0
s3,1,0.388864,0.74249,[165 135] ; [64 43],[168.7960688 131.2039312] ; [60.2039312 46.7960688],0
b3,1,0.400152,0.707869,[ 65 113] ; [30 41],[ 67.91164659 110.08835341] ; [27.08835341 43.91164659],0
b2,1,0.400152,0.707869,[ 65 113] ; [30 41],[ 67.91164659 110.08835341] ; [27.08835341 43.91164659],0
p9,1,0.450847,0.568521,[289  17] ; [104   4],[290.47826087  15.52173913] ; [102.52173913   5.47826087],0
