Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,48.590131,[ 25 103] ; [199 161],[58.75409836 69.24590164] ; [165.24590164 194.75409836],1
a3,1,0.0,42.817678,[61 66] ; [285  77],[89.8609407 37.1390593] ; [256.1390593 105.8609407],1
d2,1,0.0,42.571257,[34 94] ; [217 144],[65.70143149 62.29856851] ; [185.29856851 175.70143149],1
u1,1,0.0,29.115177,[  2 126] ; [ 81 281],[ 21.68163265 106.31836735] ; [ 61.31836735 300.68163265],1
a6,1,2e-06,22.456863,[70 58] ; [278  84],[90.90612245 37.09387755] ; [257.09387755 104.90612245],1
d1,1,3e-06,21.856963,[64 64] ; [263  99],[85.42040816 42.57959184] ; [241.57959184 120.42040816],1
n4,1,5.4e-05,16.317999,[81 47] ; [293  69],[97.69795918 30.30204082] ; [276.30204082  85.69795918],1
d4,1,0.00083,11.17194,[99 29] ; [323  39],[110.23673469  17.76326531] ; [311.76326531  50.23673469],1
r1,1,0.007365,7.181738,[89 38] ; [294  67],[99.67418033 27.32581967] ; [283.32581967  77.67418033],0
v1,1,0.009935,6.646582,[47 76] ; [182 170],[59.29894737 63.70105263] ; [169.70105263 182.29894737],0
p9,1,0.012267,6.271821,[89 36] ; [292  65],[98.80705394 26.19294606] ; [282.19294606  74.80705394],0
p10,1,0.026498,4.92322,[85 40] ; [279  79],[94.20289855 30.79710145] ; [269.79710145  88.20289855],0
p4,1,0.030637,4.673209,[60 67] ; [210 150],[70.41067762 56.58932238] ; [199.58932238 160.41067762],0
p11,1,0.038393,4.287546,[90 38] ; [287  75],[98.48163265 29.51836735] ; [278.51836735  83.48163265],0
r2,1,0.04177,4.144485,[113  14] ; [335  20],[118.04149378   8.95850622] ; [329.95850622  25.04149378],0
s7,1,0.043183,4.088217,[39 83] ; [145 197],[48.37931034 73.62068966] ; [135.62068966 206.37931034],0
d3,1,0.049958,3.842873,[84 43] ; [272  90],[92.45807771 34.54192229] ; [263.54192229  98.45807771],0
a1,1,0.062786,3.462218,[  2 126] ; [ 20 342],[  5.74693878 122.25306122] ; [ 16.25306122 345.74693878],0
p2,1,0.106583,2.604172,[97 31] ; [294  63],[103.19175258  24.80824742] ; [287.80824742  69.19175258],0
p3,1,0.111968,2.52622,[50 78] ; [169 189],[57.67901235 70.32098765] ; [161.32098765 196.67901235],0
s8,1,0.116565,2.462874,[39 89] ; [138 223],[46.33128834 81.66871166] ; [130.66871166 230.33128834],0
b4,1,0.1423,2.15291,[82 46] ; [205 157],[74.97142857 53.02857143] ; [212.02857143 149.97142857],0
n5,1,0.182712,1.775423,[87 41] ; [266  93],[92.78028747 35.21971253] ; [260.21971253  98.78028747],0
u4,1,0.193422,1.691355,[  1 127] ; [ 10 352],[  2.87346939 125.12653061] ; [  8.12653061 353.87346939],0
v2,1,0.249287,1.327293,[61 59] ; [198 150],[66.41025641 53.58974359] ; [192.58974359 155.41025641],0
p8,1,0.306481,1.045779,[55 72] ; [172 182],[59.93555094 67.06444906] ; [167.06444906 186.93555094],0
s4,1,0.314103,1.013345,[ 18 109] ; [ 39 321],[ 14.86447639 112.13552361] ; [ 42.13552361 317.86447639],0
p12,1,0.318294,0.995943,[  4 124] ; [ 19 339],[  6.05761317 121.94238683] ; [ 16.94238683 341.05761317],0
s3,1,0.325401,0.967113,[62 64] ; [158 200],[57.27272727 68.72727273] ; [162.72727273 195.27272727],0
n2,1,0.364686,0.821691,[16 13] ; [60 33],[18.06557377 10.93442623] ; [57.93442623 35.06557377],0
n6,1,0.36796,0.810543,[98 29] ; [292  69],[101.49590164  25.50409836] ; [288.50409836  72.49590164],0
r4,1,0.379026,0.773858,[107  21] ; [314  48],[109.9755102  18.0244898] ; [311.0244898  50.9755102],0
s1,1,0.37933,0.772871,[  2 124] ; [ 11 349],[  3.37037037 122.62962963] ; [  9.62962963 350.37037037],0
b1,1,0.384742,0.755495,[45 83] ; [143 219],[49.11020408 78.88979592] ; [138.88979592 223.11020408],0
b2,1,0.407434,0.686274,[19 45] ; [ 80 147],[21.77319588 42.22680412] ; [ 77.22680412 149.77319588],0
b3,1,0.407434,0.686274,[19 45] ; [ 80 147],[21.77319588 42.22680412] ; [ 77.22680412 149.77319588],0
n1,1,0.452045,0.565519,[ 8 22] ; [31 60],[ 9.66942149 20.33057851] ; [29.33057851 61.66942149],0
p7,1,0.454582,0.559201,[69 56] ; [209 145],[72.54697286 52.45302714] ; [205.45302714 148.54697286],0
a8,1,0.505315,0.443757,[ 13 107] ; [ 43 283],[ 15.06726457 104.93273543] ; [ 40.93273543 285.06726457],0
r3,1,0.556752,0.34536,[117  10] ; [339  23],[118.42944785   8.57055215] ; [337.57055215  24.42944785],0
b5,1,0.593264,0.285276,[84 44] ; [228 134],[81.50204082 46.49795918] ; [230.49795918 131.50204082],0
p1,1,0.593272,0.285264,[  8 120] ; [ 18 341],[  6.83367556 121.16632444] ; [ 19.16632444 339.83367556],0
s2,1,0.594624,0.28318,[46 81] ; [140 220],[48.50513347 78.49486653] ; [137.49486653 222.50513347],0
s6,1,0.641213,0.21716,[70 57] ; [207 153],[72.23613963 54.76386037] ; [204.76386037 155.23613963],0
v4,1,0.65634,0.198,[118  10] ; [337  24],[119.1002045   8.8997955] ; [335.8997955  25.1002045],0
u3,1,0.679073,0.171171,[37 30] ; [44 31],[38.21830986 28.78169014] ; [42.78169014 32.21830986],0
n3,1,0.79019,0.07079,[21  9] ; [62 30],[20.40983607  9.59016393] ; [62.59016393 29.40983607],0
p5,1,0.84635,0.03755,[  7 121] ; [ 18 340],[  6.58436214 121.41563786] ; [ 18.41563786 339.58436214],0
v3,1,0.87383,0.025216,[45 78] ; [129 216],[45.73076923 77.26923077] ; [128.26923077 216.73076923],0
u2,1,0.916701,0.010939,[38 28] ; [45 32],[38.30769231 27.69230769] ; [44.69230769 32.30769231],0
p6,1,0.948794,0.004124,[37 88] ; [104 251],[36.71875 88.28125] ; [104.28125 250.71875],0
a7,1,0.974214,0.001045,[97 30] ; [277  85],[97.13292434 29.86707566] ; [276.86707566  85.13292434],0
