Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.003346,8.608391,[ 1 13] ; [57 61],[6.15151515 7.84848485] ; [51.84848485 66.15151515],0
b3,1,0.003346,8.608391,[ 1 13] ; [57 61],[6.15151515 7.84848485] ; [51.84848485 66.15151515],0
d1,1,0.020805,5.343092,[ 6 14] ; [119  90],[10.91703057  9.08296943] ; [114.08296943  94.91703057],0
d2,1,0.032763,4.558109,[ 4 16] ; [ 93 115],[ 8.50877193 11.49122807] ; [ 88.49122807 119.50877193],0
r4,1,0.043888,4.060854,[13  7] ; [174  35],[16.33187773  3.66812227] ; [170.66812227  38.33187773],0
r2,1,0.050356,3.829569,[16  4] ; [191  15],[18.31858407  1.68141593] ; [188.68141593  17.31858407],0
r1,1,0.051836,3.781047,[11  9] ; [157  52],[14.67248908  5.32751092] ; [153.32751092  55.67248908],0
n4,1,0.058958,3.56646,[11  9] ; [156  53],[14.58515284  5.41484716] ; [152.41484716  56.58515284],0
a4,1,0.059005,3.565132,[ 4 16] ; [ 87 122],[ 7.94759825 12.05240175] ; [ 83.05240175 125.94759825],0
r3,1,0.063109,3.453728,[16  4] ; [192  16],[18.24561404  1.75438596] ; [189.75438596  18.24561404],0
a3,1,0.063518,3.443047,[10 10] ; [146  62],[13.68421053  6.31578947] ; [142.31578947  65.68421053],0
v3,1,0.093833,2.807352,[ 4 16] ; [ 78 122],[ 7.45454545 12.54545455] ; [ 74.54545455 125.45454545],0
a6,1,0.104665,2.632979,[10 10] ; [142  67],[13.27510917  6.72489083] ; [138.72489083  70.27510917],0
p4,1,0.131432,2.275513,[ 7 13] ; [109  98],[10.22026432  9.77973568] ; [105.77973568 101.22026432],0
b4,1,0.145393,2.119931,[ 8 12] ; [119  90],[11.09170306  8.90829694] ; [115.90829694  93.09170306],0
n5,1,0.149589,2.076439,[12  8] ; [155  52],[14.71365639  5.28634361] ; [152.28634361  54.71365639],0
s2,1,0.155814,2.014388,[ 7 13] ; [ 44 164],[ 4.47368421 15.52631579] ; [ 46.52631579 161.47368421],0
a5,1,0.156616,2.006595,[11  9] ; [147  62],[13.79912664  6.20087336] ; [144.20087336  64.79912664],0
s7,1,0.171856,1.866682,[ 8 12] ; [ 51 147],[ 5.41284404 14.58715596] ; [ 53.58715596 144.41284404],0
d3,1,0.188725,1.727546,[15  4] ; [133  75],[12.3876652  6.6123348] ; [135.6123348  72.3876652],0
n1,1,0.281159,1.161481,[2 1] ; [16 29],[1.125 1.875] ; [16.875 28.125],0
p11,1,0.290171,1.118829,[15  5] ; [176  33],[16.68122271  3.31877729] ; [174.31877729  34.68122271],0
p3,1,0.338397,0.916495,[ 7 13] ; [ 96 112],[ 9.03508772 10.96491228] ; [ 93.96491228 114.03508772],0
d5,1,0.341201,0.905912,[13  6] ; [163  46],[14.66666667  4.33333333] ; [161.33333333  47.66666667],0
p6,1,0.362837,0.828051,[ 7 13] ; [ 53 154],[ 5.28634361 14.71365639] ; [ 54.71365639 152.28634361],0
s5,1,0.378251,0.77638,[ 4 15] ; [ 28 177],[ 2.71428571 16.28571429] ; [ 29.28571429 175.71428571],0
a8,1,0.401608,0.703506,[ 1 18] ; [ 22 168],[ 2.09090909 16.90909091] ; [ 20.90909091 169.09090909],0
s1,1,0.488451,0.479938,[ 1 19] ; [  5 203],[ 0.52631579 19.47368421] ; [  5.47368421 202.52631579],0
p9,1,0.494895,0.465865,[17  3] ; [187  21],[17.89473684  2.10526316] ; [186.10526316  21.89473684],0
v4,1,0.531732,0.391081,[17  2] ; [195  14],[17.66666667  1.33333333] ; [194.33333333  14.66666667],0
p2,1,0.535813,0.383354,[15  5] ; [168  40],[16.05263158  3.94736842] ; [166.94736842  41.05263158],0
p8,1,0.539858,0.375803,[ 9 11] ; [108  99],[10.30837004  9.69162996] ; [106.69162996 100.30837004],0
b1,1,0.555714,0.347179,[ 9 11] ; [ 80 129],[ 7.77292576 12.22707424] ; [ 81.22707424 127.77292576],0
u2,1,0.588253,0.29308,[6 4] ; [32 31],[5.20547945 4.79452055] ; [32.79452055 30.20547945],0
a1,1,0.597195,0.279247,[ 1 19] ; [  6 203],[ 0.61135371 19.38864629] ; [  6.38864629 202.61135371],0
d4,1,0.603901,0.269152,[15  5] ; [167  42],[15.89519651  4.10480349] ; [166.10480349  42.89519651],0
u3,1,0.653645,0.201336,[6 4] ; [33 30],[5.34246575 4.65753425] ; [33.65753425 29.34246575],0
a7,1,0.687769,0.161511,[13  6] ; [152  57],[13.75  5.25] ; [151.25  57.75],0
n3,1,0.71315,0.135151,[2 1] ; [35 11],[2.26530612 0.73469388] ; [34.73469388 11.26530612],0
b5,1,0.729182,0.119864,[12  8] ; [117  92],[11.26637555  8.73362445] ; [117.73362445  91.26637555],0
s8,1,0.758786,0.094295,[ 5 15] ; [ 46 163],[ 4.45414847 15.54585153] ; [ 46.54585153 162.45414847],0
v1,1,0.778451,0.079151,[ 9 11] ; [ 99 106],[ 9.6 10.4] ; [ 98.4 106.6],0
u1,1,0.79495,0.067542,[ 2 18] ; [ 25 184],[ 2.3580786 17.6419214] ; [ 24.6419214 184.3580786],0
s3,1,0.814229,0.055213,[ 6 14] ; [ 57 150],[ 5.55066079 14.44933921] ; [ 57.44933921 149.55066079],0
n2,1,0.850537,0.035507,[2 1] ; [33 13],[2.14285714 0.85714286] ; [32.85714286 13.14285714],0
n6,1,0.933645,0.006932,[16  4] ; [168  40],[16.14035088  3.85964912] ; [167.85964912  40.14035088],0
p7,1,0.94307,0.0051,[11  8] ; [121  85],[11.14666667  7.85333333] ; [120.85333333  85.14666667],0
v2,1,1.0,0.0,[11  9] ; [110  90],[11.  9.] ; [110.  90.],0
