Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.006441,7.422489,[ 7 18] ; [54 38],[13.03418803 11.96581197] ; [47.96581197 44.03418803],0
d5,1,0.006704,7.350652,[11 14] ; [67 25],[16.66666667  8.33333333] ; [61.33333333 30.66666667],0
p9,1,0.012666,6.215218,[16  8] ; [80 11],[20.03478261  3.96521739] ; [75.96521739 15.03478261],0
p10,1,0.017302,5.665504,[15  9] ; [76 14],[19.15789474  4.84210526] ; [71.84210526 18.15789474],0
d4,1,0.017753,5.620385,[14 11] ; [73 19],[18.58974359  6.41025641] ; [68.41025641 23.58974359],0
v4,1,0.018152,5.581459,[21  4] ; [88  3],[23.49137931  1.50862069] ; [85.50862069  5.49137931],0
p6,1,0.020122,5.401298,[ 4 20] ; [37 50],[ 8.86486486 15.13513514] ; [32.13513514 54.86486486],0
p8,1,0.020617,5.358915,[ 6 19] ; [45 45],[11.08695652 13.91304348] ; [39.91304348 50.08695652],0
s5,1,0.02606,4.952021,[ 2 20] ; [29 59],[ 6.2 15.8] ; [24.8 63.2],0
p4,1,0.034149,4.487215,[ 9 16] ; [55 37],[13.67521368 11.32478632] ; [50.32478632 41.67521368],0
d3,1,0.038371,4.288494,[10 15] ; [58 34],[14.52991453 10.47008547] ; [53.47008547 38.52991453],0
p3,1,0.050051,3.839752,[ 7 18] ; [46 46],[11.32478632 13.67521368] ; [41.67521368 50.32478632],0
n5,1,0.06371,3.438081,[15 10] ; [72 20],[18.58974359  6.41025641] ; [68.41025641 23.58974359],0
s1,1,0.073952,3.193056,[ 3 21] ; [ 3 87],[ 1.26315789 22.73684211] ; [ 4.73684211 85.26315789],0
p7,1,0.075731,3.154219,[11 12] ; [61 29],[14.65486726  8.34513274] ; [57.34513274 32.65486726],0
p5,1,0.078806,3.089364,[ 1 22] ; [18 74],[ 3.8 19.2] ; [15.2 76.8],0
s7,1,0.112513,2.51856,[ 6 16] ; [40 47],[ 9.28440367 12.71559633] ; [36.71559633 50.28440367],0
a8,1,0.174101,1.847272,[ 1 23] ; [12 71],[ 2.91588785 21.08411215] ; [10.08411215 72.91588785],0
a3,1,0.183858,1.766163,[ 9 15] ; [48 43],[11.89565217 12.10434783] ; [45.10434783 45.89565217],0
n1,1,0.222994,1.485,[4 1] ; [11 11],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
a7,1,0.241413,1.372325,[13 12] ; [59 32],[15.51724138  9.48275862] ; [56.48275862 34.51724138],0
p1,1,0.244922,1.35204,[ 1 24] ; [11 81],[ 2.56410256 22.43589744] ; [ 9.43589744 82.56410256],0
b4,1,0.250776,1.318975,[16  9] ; [47 45],[13.46153846 11.53846154] ; [49.53846154 42.46153846],0
r3,1,0.255557,1.292666,[22  3] ; [86  5],[23.27586207  1.72413793] ; [84.72413793  6.27586207],0
d1,1,0.26426,1.246304,[ 6 19] ; [33 59],[ 8.33333333 16.66666667] ; [30.66666667 61.33333333],0
b5,1,0.300839,1.070473,[17  8] ; [52 40],[14.74358974 10.25641026] ; [54.25641026 37.74358974],0
