Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.032587,4.567365,[ 8 35] ; [7 8],[11.12068966 31.87931034] ; [ 3.87931034 11.12068966],0
d3,1,0.043114,4.090909,[ 9 36] ; [7 8],[12. 33.] ; [ 4. 11.],0
p2,1,0.049366,3.862857,[23 22] ; [12  3],[26.25 18.75] ; [8.75 6.25],0
p6,1,0.051893,3.779211,[ 7 37] ; [6 9],[ 9.69491525 34.30508475] ; [ 3.30508475 11.69491525],0
v1,1,0.068837,3.310534,[10 35] ; [7 8],[12.75 32.25] ; [ 4.25 10.75],0
p7,1,0.072998,3.214286,[18 27] ; [10  5],[21. 24.] ; [7. 8.],0
n5,1,0.085622,2.954823,[32 13] ; [7 8],[29.25 15.75] ; [9.75 5.25],0
p4,1,0.085622,2.954823,[13 32] ; [8 7],[15.75 29.25] ; [5.25 9.75],0
v3,1,0.086286,2.942338,[ 8 36] ; [6 9],[10.44067797 33.55932203] ; [ 3.55932203 11.44067797],0
s2,1,0.101732,2.67818,[ 7 38] ; [5 9],[ 9.15254237 35.84745763] ; [ 2.84745763 11.15254237],0
d2,1,0.103843,2.645503,[16 29] ; [ 2 13],[13.5 31.5] ; [ 4.5 10.5],0
p11,1,0.132545,2.262443,[17 28] ; [9 6],[19.5 25.5] ; [6.5 8.5],0
s8,1,0.15458,2.026461,[ 5 39] ; [ 4 11],[ 6.71186441 37.28813559] ; [ 2.28813559 12.71186441],0
r3,1,0.159599,1.978022,[27 18] ; [12  3],[29.25 15.75] ; [9.75 5.25],0
r1,1,0.179471,1.802002,[21 24] ; [10  5],[23.25 21.75] ; [7.75 7.25],0
n6,1,0.223543,1.481481,[25 20] ; [11  4],[27. 18.] ; [9. 6.],0
r2,1,0.228231,1.451852,[32 13] ; [13  2],[33.75 11.25] ; [11.25  3.75],0
r4,1,0.283217,1.151586,[26 19] ; [11  4],[27.75 17.25] ; [9.25 5.75],0
a5,1,0.283217,1.151586,[19 26] ; [ 4 11],[17.25 27.75] ; [5.75 9.25],0
s3,1,0.285281,1.141758,[15 29] ; [7 7],[16.68965517 27.31034483] ; [5.31034483 8.68965517],0
u2,1,0.309923,1.031006,[ 6 20] ; [4 6],[ 7.22222222 18.77777778] ; [2.77777778 7.22222222],0
n2,1,0.329929,0.949175,[13 10] ; [4 1],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
u3,1,0.393841,0.727049,[ 9 17] ; [2 8],[ 7.94444444 18.05555556] ; [3.05555556 6.94444444],0
n4,1,0.423042,0.641849,[32 13] ; [9 6],[30.75 14.25] ; [10.25  4.75],0
b3,1,0.447508,0.576955,[ 9 23] ; [1 6],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
b2,1,0.447508,0.576955,[ 9 23] ; [1 6],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
s6,1,0.454258,0.560006,[13 31] ; [6 9],[14.16949153 29.83050847] ; [ 4.83050847 10.16949153],0
a3,1,0.462443,0.539976,[19 24] ; [ 5 10],[17.79310345 25.20689655] ; [6.20689655 8.79310345],0
d5,1,0.527089,0.4,[14 31] ; [6 9],[15. 30.] ; [ 5. 10.],0
a7,1,0.542802,0.37037,[17 28] ; [7 8],[18. 27.] ; [6. 9.],0
p1,1,0.619257,0.246914,[ 5 40] ; [ 1 14],[ 4.5 40.5] ; [ 1.5 13.5],0
s4,1,0.689157,0.16,[ 8 37] ; [ 2 13],[ 7.5 37.5] ; [ 2.5 12.5],0
b1,1,0.765594,0.088889,[22 23] ; [8 7],[22.5 22.5] ; [7.5 7.5],0
n1,1,0.825349,0.048696,[ 8 15] ; [2 3],[ 8.21428571 14.78571429] ; [1.78571429 3.21428571],0
p9,1,0.831641,0.045198,[13 31] ; [ 4 11],[12.6779661 31.3220339] ; [ 4.3220339 10.6779661],0
a8,1,0.833613,0.044129,[ 7 35] ; [ 2 12],[ 6.75 35.25] ; [ 2.25 11.75],0
s5,1,0.838568,0.041504,[ 5 39] ; [ 2 13],[ 5.22033898 38.77966102] ; [ 1.77966102 13.22033898],0
p3,1,0.872699,0.025674,[14 31] ; [ 5 10],[14.25 30.75] ; [ 4.75 10.25],0
s7,1,0.975203,0.000966,[ 6 37] ; [ 2 12],[ 6.03508772 36.96491228] ; [ 1.96491228 12.03508772],0
p5,1,0.983918,0.000406,[ 3 41] ; [ 1 14],[ 2.98305085 41.01694915] ; [ 1.01694915 13.98305085],0
a6,1,1.0,0.0,[21 24] ; [7 8],[21. 24.] ; [7. 8.],0
b5,1,1.0,0.0,[27 18] ; [9 6],[27. 18.] ; [9. 6.],0
b4,1,1.0,0.0,[24 21] ; [8 7],[24. 21.] ; [8. 7.],0
