Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.973169,[317  67] ; [53 65],[283.02788845 100.97211155] ; [86.97211155 31.02788845],1
p9,1,0.0,40.662016,[324  60] ; [66 51],[298.92215569  85.07784431] ; [91.07784431 25.92215569],1
n6,1,0.0,27.573903,[330  59] ; [76 45],[309.6745098  79.3254902] ; [96.3254902 24.6745098],1
p2,1,2e-06,22.408377,[327  58] ; [79 42],[308.91304348  76.08695652] ; [97.08695652 23.91304348],1
n5,1,3e-06,21.582094,[280 107] ; [60 61],[259.01574803 127.98425197] ; [80.98425197 40.01574803],1
n4,1,7e-05,15.805409,[291  99] ; [68 54],[273.45703125 116.54296875] ; [85.54296875 36.45703125],1
s1,1,0.000236,13.52105,[  6 379] ; [ 10 111],[ 12.17391304 372.82608696] ; [  3.82608696 117.17391304],1
p8,1,0.000718,11.442251,[190 193] ; [38 81],[173.95219124 209.04780876] ; [54.04780876 64.95219124],1
r4,1,0.00083,11.17225,[357  34] ; [98 24],[346.79337232  44.20662768] ; [108.20662768  13.79337232],1
b1,1,0.001423,10.175958,[124 267] ; [58 64],[138.71734893 252.28265107] ; [43.28265107 78.71734893],0
v4,1,0.001517,10.057748,[371  17] ; [106  15],[363.60707269  24.39292731] ; [113.39292731   7.60707269],0
a6,1,0.007804,7.078012,[279 111] ; [71 50],[267.12328767 122.87671233] ; [82.87671233 38.12328767],0
b5,1,0.015938,5.809655,[228 163] ; [86 36],[239.32553606 151.67446394] ; [74.67446394 47.32553606],0
p4,1,0.018086,5.587817,[210 176] ; [50 69],[198.73267327 187.26732673] ; [61.26732673 57.73267327],0
r1,1,0.019309,5.473319,[305  85] ; [82 39],[295.36203523  94.63796477] ; [91.63796477 29.36203523],0
v1,1,0.024668,5.047054,[183 198] ; [44 77],[172.28486056 208.71513944] ; [54.71513944 66.28486056],0
v2,1,0.036243,4.385629,[206 168] ; [51 65],[196.15918367 177.84081633] ; [60.84081633 55.15918367],0
p7,1,0.051817,3.781664,[224 154] ; [59 61],[214.80722892 163.19277108] ; [68.19277108 51.80722892],0
n2,1,0.070091,3.280879,[66 16] ; [29 15],[61.82539683 20.17460317] ; [33.17460317 10.82539683],0
n3,1,0.071151,3.256268,[65 17] ; [27 15],[60.83870968 21.16129032] ; [31.16129032 10.83870968],0
p3,1,0.080396,3.056877,[167 220] ; [41 79],[158.76923077 228.23076923] ; [49.23076923 70.76923077],0
u2,1,0.10264,2.664037,[76 61] ; [21 29],[71.06417112 65.93582888] ; [25.93582888 24.06417112],0
b4,1,0.123578,2.371377,[239 152] ; [65 57],[231.7037037 159.2962963] ; [72.2962963 49.7037037],0
d2,1,0.17462,1.842823,[153 236] ; [56 65],[159.41372549 229.58627451] ; [49.58627451 71.41372549],0
p1,1,0.188317,1.730738,[ 29 357] ; [  5 117],[ 25.83464567 360.16535433] ; [  8.16535433 113.83464567],0
u3,1,0.193085,1.693918,[75 62] ; [22 28],[71.06417112 65.93582888] ; [25.93582888 24.06417112],0
a3,1,0.193685,1.689363,[253 137] ; [70 50],[247. 143.] ; [76. 44.],0
p5,1,0.237293,1.396603,[ 32 356] ; [  6 114],[ 29.02362205 358.97637795] ; [  8.97637795 111.02362205],0
r2,1,0.273403,1.199593,[363  24] ; [110  11],[360.33661417  26.66338583] ; [112.66338583   8.33661417],0
p6,1,0.275144,1.190921,[110 271] ; [28 90],[105.36673347 275.63326653] ; [32.63326653 85.36673347],0
s3,1,0.318866,0.993594,[158 226] ; [56 65],[162.72475248 221.27524752] ; [51.27524752 69.72475248],0
s4,1,0.358618,0.842728,[ 53 330] ; [ 21 101],[ 56.12277228 326.87722772] ; [ 17.87722772 104.12277228],0
d1,1,0.366195,0.816537,[201 190] ; [57 65],[196.64327485 194.35672515] ; [61.35672515 60.64327485],0
s5,1,0.423171,0.641492,[ 96 285] ; [25 91],[ 92.75855131 288.24144869] ; [28.24144869 87.75855131],0
a2,1,0.476075,0.50784,[ 75 316] ; [27 95],[ 77.74269006 313.25730994] ; [24.25730994 97.74269006],0
d5,1,0.487525,0.481984,[302  89] ; [89 31],[299.18003914  91.81996086] ; [91.81996086 28.18003914],0
u1,1,0.506619,0.441044,[ 54 337] ; [ 14 108],[ 51.82846004 339.17153996] ; [ 16.17153996 105.82846004],0
b2,1,0.512319,0.429328,[ 67 147] ; [15 41],[ 64.99259259 149.00740741] ; [17.00740741 38.99259259],0
b3,1,0.512319,0.429328,[ 67 147] ; [15 41],[ 64.99259259 149.00740741] ; [17.00740741 38.99259259],0
a5,1,0.542448,0.371021,[261 129] ; [78 44],[258.22265625 131.77734375] ; [80.77734375 41.22265625],0
v3,1,0.548822,0.359431,[123 255] ; [34 81],[120.37728195 257.62271805] ; [36.62271805 78.37728195],0
a8,1,0.552085,0.353596,[ 42 315] ; [ 11 102],[ 40.25744681 316.74255319] ; [ 12.74255319 100.25744681],0
s2,1,0.615452,0.252312,[130 257] ; [44 78],[132.29469548 254.70530452] ; [41.70530452 80.29469548],0
s7,1,0.782931,0.075901,[ 96 278] ; [31 84],[ 97.13292434 276.86707566] ; [29.86707566 85.13292434],0
a1,1,0.791478,0.069903,[ 14 377] ; [  5 117],[ 14.48148148 376.51851852] ; [  4.51851852 117.48148148],0
a4,1,0.802557,0.06252,[158 231] ; [48 74],[156.81800391 232.18199609] ; [49.18199609 72.81800391],0
a7,1,0.807331,0.059473,[288 102] ; [88 33],[286.9667319 103.0332681] ; [89.0332681 31.9667319],0
d3,1,0.856508,0.032696,[262 128] ; [81 38],[262.80943026 127.19056974] ; [80.19056974 38.80943026],0
s6,1,0.868183,0.027545,[198 182] ; [62 59],[197.20558882 182.79441118] ; [62.79441118 58.20558882],0
