Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,43.722427,[21 48] ; [132  42],[43.44444444 25.55555556] ; [109.55555556  64.44444444],1
p6,1,0.000668,11.57563,[21 48] ; [94 78],[32.9253112 36.0746888] ; [82.0746888 89.9253112],1
p1,1,0.00302,8.795634,[13 56] ; [ 11 164],[ 6.78688525 62.21311475] ; [ 17.21311475 157.78688525],0
a2,1,0.013447,6.109381,[ 9 60] ; [ 49 126],[16.40163934 52.59836066] ; [ 41.59836066 133.40163934],0
a6,1,0.019963,5.415147,[39 30] ; [126  49],[46.65983607 22.34016393] ; [118.34016393  56.65983607],0
p2,1,0.028205,4.815499,[53 16] ; [154  21],[58.53688525 10.46311475] ; [148.46311475  26.53688525],0
p11,1,0.04977,3.849193,[48 21] ; [142  33],[53.7295082 15.2704918] ; [136.2704918  38.7295082],0
p10,1,0.054983,3.682588,[50 19] ; [145  29],[55.37037037 13.62962963] ; [139.62962963  34.37037037],0
u1,1,0.056495,3.6374,[ 8 61] ; [ 39 136],[13.29098361 55.70901639] ; [ 33.70901639 141.29098361],0
r1,1,0.070955,3.260782,[46 22] ; [137  37],[51.4214876 16.5785124] ; [131.5785124  42.4214876],0
s7,1,0.083021,3.004742,[25 39] ; [86 80],[30.88695652 33.11304348] ; [80.11304348 85.88695652],0
r4,1,0.095151,2.785003,[57 12] ; [158  17],[60.79918033  8.20081967] ; [154.20081967  20.79918033],0
d3,1,0.14763,2.096573,[41 28] ; [121  54],[45.81147541 23.18852459] ; [116.18852459  58.81147541],0
p12,1,0.181693,1.783719,[ 2 67] ; [ 13 161],[ 4.25925926 64.74074074] ; [ 10.74074074 163.25925926],0
d5,1,0.203059,1.620237,[60  9] ; [140  35],[56.55737705 12.44262295] ; [143.44262295  31.55737705],0
v1,1,0.21229,1.555739,[28 38] ; [89 84],[32.30962343 33.69037657] ; [84.69037657 88.30962343],0
s8,1,0.239657,1.382612,[26 43] ; [80 94],[30.09876543 38.90123457] ; [75.90123457 98.09876543],0
b4,1,0.267895,1.227495,[44 25] ; [98 77],[40.1557377 28.8442623] ; [101.8442623  73.1557377],0
s1,1,0.272511,1.204062,[ 4 65] ; [  5 170],[ 2.54508197 66.45491803] ; [  6.45491803 168.54508197],0
s6,1,0.317437,0.999478,[45 24] ; [122  48],[48.21338912 20.78661088] ; [118.78661088  51.21338912],0
p9,1,0.336059,0.925406,[57 12] ; [152  22],[59.34567901  9.65432099] ; [149.65432099  24.34567901],0
r3,1,0.403341,0.698343,[63  6] ; [164  10],[64.45679012  4.54320988] ; [162.54320988  11.45679012],0
s4,1,0.412433,0.671776,[13 56] ; [ 41 132],[15.39669421 53.60330579] ; [ 38.60330579 134.39669421],0
a8,1,0.415225,0.663789,[ 6 59] ; [ 21 139],[ 7.8 57.2] ; [ 19.2 140.8],0
n3,1,0.417304,0.657895,[14  6] ; [24  6],[15.2  4.8] ; [22.8  7.2],0
a1,1,0.446697,0.579019,[ 2 67] ; [  9 166],[ 3.11065574 65.88934426] ; [  7.88934426 167.11065574],0
a4,1,0.480129,0.49857,[35 34] ; [80 95],[32.5204918 36.4795082] ; [82.4795082 92.5204918],0
b5,1,0.481567,0.495312,[38 31] ; [105  70],[40.43852459 28.56147541] ; [102.56147541  72.43852459],0
u4,1,0.4934,0.469104,[ 1 68] ; [  1 174],[ 0.56557377 68.43442623] ; [  1.43442623 173.56557377],0
u2,1,0.496116,0.463235,[ 9 11] ; [27 23],[10.28571429  9.71428571] ; [25.71428571 24.28571429],0
p5,1,0.532741,0.389161,[ 8 60] ; [ 26 149],[ 9.51440329 58.48559671] ; [ 24.48559671 150.51440329],0
n1,1,0.55569,0.347222,[ 9 11] ; [11 19],[ 8. 12.] ; [12. 18.],0
u3,1,0.589154,0.291667,[13  7] ; [29 21],[12.  8.] ; [30. 20.],0
d1,1,0.652236,0.203093,[42 27] ; [101  74],[40.43852459 28.56147541] ; [102.56147541  72.43852459],0
v4,1,0.653645,0.201335,[64  5] ; [165  10],[64.75819672  4.24180328] ; [164.24180328  10.75819672],0
v2,1,0.665445,0.186977,[29 40] ; [78 95],[30.50826446 38.49173554] ; [76.49173554 96.50826446],0
r2,1,0.669371,0.182339,[64  5] ; [163  10],[64.7231405  4.2768595] ; [162.2768595  10.7231405],0
b1,1,0.691655,0.1573,[30 39] ; [81 94],[31.38934426 37.61065574] ; [79.61065574 95.38934426],0
