Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,142.395686,[416  66] ; [36 74],[368.01351351 113.98648649] ; [83.98648649 26.01351351],1
n6,1,0.0,37.317523,[429  54] ; [72 38],[408.06576728  74.93423272] ; [92.93423272 17.06576728],1
p2,1,2.8e-05,17.528687,[416  66] ; [76 33],[401.25888325  80.74111675] ; [90.74111675 18.25888325],1
s7,1,5.2e-05,16.364222,[255 207] ; [35 70],[236.2962963 225.7037037] ; [53.7037037 51.2962963],1
p11,1,0.000124,14.729338,[396  90] ; [72 39],[380.98492462 105.01507538] ; [87.01507538 23.98492462],1
a8,1,0.00014,14.507599,[ 71 364] ; [  2 100],[ 59.13407821 375.86592179] ; [13.86592179 88.13407821],1
s8,1,0.000521,12.037345,[246 236] ; [36 74],[229.60135135 252.39864865] ; [52.39864865 57.60135135],1
p6,1,0.000892,11.039682,[192 285] ; [25 83],[176.93846154 300.06153846] ; [40.06153846 67.93846154],1
p4,1,0.001913,9.631448,[318 165] ; [55 55],[303.80944351 179.19055649] ; [69.19055649 40.80944351],0
s4,1,0.003189,8.695925,[ 66 411] ; [28 83],[ 76.25510204 400.74489796] ; [17.74489796 93.25510204],0
d2,1,0.006471,7.414221,[315 168] ; [57 54],[302.48484848 180.51515152] ; [69.51515152 41.48484848],0
v3,1,0.008579,6.908529,[201 265] ; [31 75],[189.00699301 276.99300699] ; [42.99300699 63.00699301],0
p10,1,0.008927,6.837422,[405  76] ; [81 29],[395.54314721  85.45685279] ; [90.45685279 19.54314721],0
u1,1,0.009273,6.769436,[132 354] ; [17 94],[121.29648241 364.70351759] ; [27.70351759 83.29648241],0
p5,1,0.012188,6.283312,[ 63 419] ; [  5 104],[ 55.45854484 426.54145516] ; [12.54145516 96.45854484],0
r1,1,0.013132,6.151228,[408  75] ; [82 28],[399.10623946  83.89376054] ; [90.89376054 19.10623946],0
p9,1,0.015524,5.85603,[417  62] ; [85 24],[408.94217687  70.05782313] ; [93.05782313 15.94217687],0
r2,1,0.024506,5.058451,[459  16] ; [101   9],[454.7008547  20.2991453] ; [105.2991453   4.7008547],0
a4,1,0.027163,4.880403,[291 193] ; [54 57],[280.63865546 203.36134454] ; [64.36134454 46.63865546],0
a2,1,0.030482,4.681887,[175 311] ; [28 83],[165.25628141 320.74371859] ; [37.74371859 73.25628141],0
p3,1,0.04483,4.025036,[264 219] ; [48 61],[254.55405405 228.44594595] ; [57.44594595 51.55405405],0
r4,1,0.045768,3.990116,[439  47] ; [93 18],[433.08542714  52.91457286] ; [98.91457286 12.08542714],0
s3,1,0.085653,2.95423,[266 210] ; [51 58],[257.93504274 218.06495726] ; [59.06495726 49.93504274],0
v1,1,0.110154,2.552012,[273 198] ; [54 55],[265.54655172 205.45344828] ; [61.45344828 47.54655172],0
d1,1,0.114002,2.497854,[376 110] ; [78 33],[369.5879397 116.4120603] ; [84.4120603 26.5879397],0
p7,1,0.117566,2.449449,[312 161] ; [62 45],[305.00344828 167.99655172] ; [68.99655172 38.00344828],0
u2,1,0.118726,2.434053,[49 33] ; [11 15],[45.55555556 36.44444444] ; [14.44444444 11.55555556],0
a3,1,0.120819,2.406674,[402  83] ; [85 26],[396.30033557  88.69966443] ; [90.69966443 20.30033557],0
n1,1,0.138027,2.199814,[41 57] ; [13 32],[37.00699301 60.99300699] ; [16.99300699 28.00699301],0
p12,1,0.141841,2.157875,[ 42 438] ; [  5 105],[ 38.23728814 441.76271186] ; [  8.76271186 101.23728814],0
s2,1,0.157806,1.995129,[254 226] ; [50 60],[247.3220339 232.6779661] ; [56.6779661 53.3220339],0
n3,1,0.161656,1.958663,[73 26] ; [28 17],[69.4375 29.5625] ; [31.5625 13.4375],0
a1,1,0.209012,1.578255,[ 33 453] ; [  4 107],[ 30.12060302 455.87939698] ; [  6.87939698 104.12060302],0
u4,1,0.228259,1.451676,[ 14 471] ; [  1 110],[ 12.20637584 472.79362416] ; [  2.79362416 108.20637584],0
s6,1,0.293329,1.104277,[329 143] ; [71 39],[324.39862543 147.60137457] ; [75.60137457 34.39862543],0
p8,1,0.345907,0.888415,[252 222] ; [53 57],[247.55136986 226.44863014] ; [57.44863014 52.55136986],0
v4,1,0.447985,0.575744,[455  26] ; [102   8],[453.32825719  27.67174281] ; [103.67174281   6.32825719],0
b2,1,0.546369,0.363863,[127 189] ; [22 39],[124.89124668 191.10875332] ; [24.10875332 36.89124668],0
b3,1,0.546369,0.363863,[127 189] ; [22 39],[124.89124668 191.10875332] ; [24.10875332 36.89124668],0
d4,1,0.619336,0.246802,[445  41] ; [100  11],[443.66834171  42.33165829] ; [101.33165829   9.66834171],0
d3,1,0.630678,0.231143,[366 120] ; [86 25],[367.95979899 118.04020101] ; [84.04020101 26.95979899],0
