Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000564,11.889706,[10  1] ; [ 6 16],[5.33333333 5.66666667] ; [10.66666667 11.33333333],1
d2,1,0.001205,10.483083,[9 2] ; [ 5 17],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
a4,1,0.001205,10.483083,[9 2] ; [ 5 17],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
b5,1,0.009023,6.818182,[4 7] ; [18  4],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
d3,1,0.04632,3.969925,[9 2] ; [10 12],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
a3,1,0.04632,3.969925,[9 2] ; [10 12],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
p2,1,0.12471,2.357143,[5 6] ; [16  6],[7. 4.] ; [14.  8.],0
b3,1,0.136641,2.215385,[3 2] ; [ 3 10],[1.66666667 3.33333333] ; [4.33333333 8.66666667],0
b2,1,0.136641,2.215385,[3 2] ; [ 3 10],[1.66666667 3.33333333] ; [4.33333333 8.66666667],0
n4,1,0.138011,2.2,[8 3] ; [10 12],[6. 5.] ; [12. 10.],0
n1,1,0.152338,2.048677,[4 3] ; [2 7],[2.625 4.375] ; [3.375 5.625],0
s1,1,0.198959,1.65,[2 9] ; [ 1 21],[ 1. 10.] ; [ 2. 20.],0
a7,1,0.207821,1.586538,[5 6] ; [15  7],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
n5,1,0.207821,1.586538,[5 6] ; [15  7],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
p4,1,0.218143,1.516544,[7 4] ; [ 9 13],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
s2,1,0.265683,1.238901,[8 3] ; [11 10],[6.53125 4.46875] ; [12.46875  8.53125],0
s7,1,0.283391,1.150758,[6 3] ; [10 12],[4.64516129 4.35483871] ; [11.35483871 10.64516129],0
p11,1,0.313616,1.015385,[3 8] ; [10 12],[4.33333333 6.66666667] ; [ 8.66666667 13.33333333],0
b1,1,0.324534,0.970588,[7 4] ; [10 12],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
v4,1,0.338352,0.916667,[8 3] ; [19  3],[9. 2.] ; [18.  4.],0
s8,1,0.407016,0.6875,[4 7] ; [ 5 17],[3. 8.] ; [ 6. 16.],0
r3,1,0.407016,0.6875,[7 4] ; [17  5],[8. 3.] ; [16.  6.],0
n6,1,0.442695,0.589286,[8 3] ; [13  9],[7. 4.] ; [14.  8.],0
p7,1,0.442695,0.589286,[3 8] ; [ 9 13],[4. 7.] ; [ 8. 14.],0
v3,1,0.453508,0.56187,[3 7] ; [ 4 18],[2.1875 7.8125] ; [ 4.8125 17.1875],0
a6,1,0.458318,0.55,[4 7] ; [11 11],[5. 6.] ; [10. 12.],0
r1,1,0.458318,0.55,[7 4] ; [11 11],[6. 5.] ; [12. 10.],0
v2,1,0.592177,0.286957,[4 7] ; [ 6 16],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
r4,1,0.601508,0.272727,[8 3] ; [14  8],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
a1,1,0.60594,0.266129,[ 1 10] ; [ 1 21],[ 0.66666667 10.33333333] ; [ 1.33333333 20.66666667],0
u2,1,0.648807,0.207407,[1 1] ; [4 8],[0.71428571 1.28571429] ; [4.28571429 7.71428571],0
s3,1,0.725359,0.123416,[8 3] ; [14  7],[7.5625 3.4375] ; [14.4375  6.5625],0
p8,1,0.763341,0.090659,[2 9] ; [ 5 17],[2.33333333 8.66666667] ; [ 4.66666667 17.33333333],0
p6,1,0.773938,0.0825,[3 8] ; [ 5 17],[2.66666667 8.33333333] ; [ 5.33333333 16.66666667],0
s5,1,0.788776,0.07177,[4 6] ; [ 7 13],[3.66666667 6.33333333] ; [ 7.33333333 12.66666667],0
b4,1,0.801106,0.063462,[7 4] ; [13  9],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
n3,1,0.838464,0.041558,[5 2] ; [6 3],[4.8125 2.1875] ; [6.1875 2.8125],0
n2,1,0.838464,0.041558,[5 2] ; [6 3],[4.8125 2.1875] ; [6.1875 2.8125],0
p9,1,0.93814,0.006023,[3 8] ; [ 6 15],[3.09375 7.90625] ; [ 5.90625 15.09375],0
v1,1,1.0,0.0,[3 8] ; [ 6 16],[3. 8.] ; [ 6. 16.],0
s6,1,1.0,0.0,[8 3] ; [16  6],[8. 3.] ; [16.  6.],0
p1,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
p3,1,1.0,0.0,[5 6] ; [10 12],[5. 6.] ; [10. 12.],0
