Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.928222,[100  13] ; [26 48],[76.13903743 36.86096257] ; [49.86096257 24.13903743],1
r2,1,3.8e-05,16.956812,[101   9] ; [49 23],[90.65934066 19.34065934] ; [59.34065934 12.65934066],1
d4,1,0.0004,12.531595,[83 29] ; [36 38],[71.65591398 40.34408602] ; [47.34408602 26.65591398],1
r3,1,0.000451,12.306083,[101  12] ; [51 23],[91.85026738 21.14973262] ; [60.14973262 13.85026738],1
a5,1,0.00088,11.064495,[78 35] ; [33 41],[67.07486631 45.92513369] ; [43.92513369 30.07486631],1
v4,1,0.000962,10.899966,[100  11] ; [52 21],[91.69565217 19.30434783] ; [60.30434783 12.69565217],1
a3,1,0.001707,9.84055,[82 31] ; [37 37],[71.90909091 41.09090909] ; [47.09090909 26.90909091],0
v3,1,0.00237,9.238282,[47 60] ; [16 57],[37.45 69.55] ; [25.55 47.45],0
d5,1,0.003478,8.538167,[79 34] ; [36 38],[69.49197861 43.50802139] ; [45.50802139 28.49197861],0
v1,1,0.004453,8.089233,[57 54] ; [22 51],[47.6576087 63.3423913] ; [31.3423913 41.6576087],0
s7,1,0.006796,7.32615,[51 54] ; [20 51],[42.35795455 62.64204545] ; [28.64204545 42.35795455],0
s6,1,0.013574,6.092723,[60 52] ; [26 48],[51.78494624 60.21505376] ; [34.21505376 39.78494624],0
s8,1,0.019118,5.490704,[48 65] ; [19 55],[40.48663102 72.51336898] ; [26.51336898 47.48663102],0
p11,1,0.036317,4.382151,[85 28] ; [45 29],[78.55614973 34.44385027] ; [51.44385027 22.55614973],0
p10,1,0.037025,4.34926,[77 34] ; [39 33],[70.36065574 40.63934426] ; [45.63934426 26.36065574],0
d1,1,0.038406,4.286962,[49 64] ; [21 53],[42.29946524 70.70053476] ; [27.70053476 46.29946524],0
b3,1,0.04216,4.128781,[35 41] ; [13 34],[29.65853659 46.34146341] ; [18.34146341 28.65853659],0
b2,1,0.04216,4.128781,[35 41] ; [13 34],[29.65853659 46.34146341] ; [18.34146341 28.65853659],0
v2,1,0.050326,3.830561,[50 56] ; [23 48],[43.71751412 62.28248588] ; [29.28248588 41.71751412],0
u2,1,0.05865,3.575144,[18 13] ; [13 24],[14.13235294 16.86764706] ; [16.86764706 20.13235294],0
s1,1,0.069717,3.289668,[  8 103] ; [ 1 73],[  5.4 105.6] ; [ 3.6 70.4],0
p3,1,0.0751,3.167881,[45 67] ; [20 53],[39.35135135 72.64864865] ; [25.64864865 47.35135135],0
d3,1,0.09145,2.848669,[49 64] ; [23 51],[43.50802139 69.49197861] ; [28.49197861 45.50802139],0
p2,1,0.092036,2.838404,[81 30] ; [44 28],[75.81967213 35.18032787] ; [49.18032787 22.81967213],0
n4,1,0.105697,2.617411,[87 26] ; [49 25],[82.18181818 30.81818182] ; [53.81818182 20.18181818],0
u1,1,0.109493,2.561524,[  7 106] ; [ 1 73],[  4.8342246 108.1657754] ; [ 3.1657754 70.8342246],0
a4,1,0.11328,2.50786,[45 67] ; [21 52],[39.95675676 72.04324324] ; [26.04324324 46.95675676],0
n6,1,0.113752,2.50131,[86 26] ; [49 25],[81.29032258 30.70967742] ; [53.70967742 20.29032258],0
p7,1,0.114967,2.484578,[61 47] ; [33 41],[55.78021978 52.21978022] ; [38.21978022 35.78021978],0
u3,1,0.119117,2.428892,[14 17] ; [10 27],[10.94117647 20.05882353] ; [13.05882353 23.94117647],0
s2,1,0.126751,2.331854,[44 68] ; [21 53],[39.13978495 72.86021505] ; [25.86021505 48.13978495],0
b1,1,0.169426,1.888019,[51 62] ; [41 33],[55.59358289 57.40641711] ; [36.40641711 37.59358289],0
s3,1,0.179692,1.800171,[56 57] ; [28 43],[51.58695652 61.41304348] ; [32.41304348 38.58695652],0
b4,1,0.187481,1.737298,[60 53] ; [32 42],[55.59358289 57.40641711] ; [36.40641711 37.59358289],0
n5,1,0.328386,0.955254,[79 33] ; [57 17],[81.89247312 30.10752688] ; [54.10752688 19.89247312],0
p8,1,0.362168,0.830363,[46 65] ; [25 47],[43.06557377 67.93442623] ; [27.93442623 44.06557377],0
a8,1,0.442068,0.590909,[11 93] ; [ 5 65],[ 9.56321839 94.43678161] ; [ 6.43678161 63.56321839],0
a1,1,0.488229,0.480427,[  5 108] ; [ 5 69],[  6.04278075 106.95721925] ; [ 3.95721925 70.04278075],0
p12,1,0.540412,0.374777,[  5 106] ; [ 2 71],[  4.22282609 106.77717391] ; [ 2.77717391 70.22282609],0
a6,1,0.557783,0.343558,[44 69] ; [32 42],[45.92513369 67.07486631] ; [30.07486631 43.92513369],0
d2,1,0.623557,0.240899,[49 64] ; [29 44],[47.38709677 65.61290323] ; [30.61290323 42.38709677],0
b5,1,0.628844,0.233631,[57 56] ; [40 34],[58.61497326 54.38502674] ; [38.38502674 35.61497326],0
p6,1,0.629813,0.232314,[27 83] ; [15 55],[25.66666667 84.33333333] ; [16.33333333 53.66666667],0
n1,1,0.637512,0.222011,[11 20] ; [14 20],[11.92307692 19.07692308] ; [13.07692308 20.92307692],0
p9,1,0.675122,0.175669,[79 33] ; [48 23],[77.72677596 34.27322404] ; [49.27322404 21.72677596],0
a2,1,0.680894,0.169121,[  6 107] ; [ 5 69],[  6.64705882 106.35294118] ; [ 4.35294118 69.64705882],0
p1,1,0.692052,0.156873,[  6 106] ; [ 5 69],[  6.62365591 105.37634409] ; [ 4.37634409 69.62365591],0
s4,1,0.74319,0.107343,[14 99] ; [ 8 66],[13.29411765 99.70588235] ; [ 8.70588235 65.29411765],0
n3,1,0.76223,0.091539,[18 11] ; [23 12],[18.578125 10.421875] ; [22.421875 12.578125],0
p4,1,0.779122,0.07866,[47 64] ; [32 40],[47.91803279 63.08196721] ; [31.08196721 40.91803279],0
n2,1,0.888795,0.019552,[20 11] ; [22 13],[19.72727273 11.27272727] ; [22.27272727 12.72727273],0
p5,1,0.893458,0.017937,[  8 102] ; [ 5 69],[  7.77173913 102.22826087] ; [ 5.22826087 68.77173913],0
