Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,124.532665,[256   6] ; [36 39],[227.0148368  34.9851632] ; [64.9851632 10.0148368],1
r2,1,0.0,100.375822,[252   9] ; [37 35],[226.51351351  34.48648649] ; [62.48648649  9.51351351],1
v4,1,0.0,96.000571,[253   9] ; [40 35],[227.79228487  34.20771513] ; [65.20771513  9.79228487],1
r1,1,0.0,69.458804,[206  56] ; [21 55],[175.95857988  86.04142012] ; [51.04142012 24.95857988],1
p9,1,0.0,30.722916,[204  56] ; [33 40],[185.04504505  74.95495495] ; [51.95495495 21.04504505],1
n6,1,0.0,29.069333,[218  45] ; [39 35],[200.56676558  62.43323442] ; [56.43323442 17.56676558],1
p11,1,0.0,28.667986,[202  61] ; [34 42],[183.09144543  79.90855457] ; [52.90855457 23.09144543],1
s6,1,1e-06,25.257372,[159  99] ; [22 54],[139.81437126 118.18562874] ; [41.18562874 34.81437126],1
p2,1,7e-06,20.100478,[211  52] ; [41 34],[196.08284024  66.91715976] ; [55.91715976 19.08284024],1
p10,1,1e-05,19.581993,[192  70] ; [34 40],[176.22619048  85.77380952] ; [49.77380952 24.22619048],1
d5,1,8.7e-05,15.389219,[207  55] ; [43 33],[193.78698225  68.21301775] ; [56.21301775 19.78698225],1
d4,1,0.000188,13.946192,[210  52] ; [45 31],[197.66272189  64.33727811] ; [57.33727811 18.66272189],1
p7,1,0.00027,13.2674,[153 106] ; [26 48],[139.22222222 119.77777778] ; [39.77777778 34.22222222],1
d3,1,0.000352,12.769638,[178  84] ; [34 41],[164.8189911  97.1810089] ; [47.1810089 27.8189911],1
a7,1,0.000389,12.584972,[188  74] ; [38 38],[175.18343195  86.81656805] ; [50.81656805 25.18343195],1
u3,1,0.000494,12.138956,[53 40] ; [10 31],[43.7238806 49.2761194] ; [19.2761194 21.7238806],1
s8,1,0.00067,11.571618,[ 87 175] ; [10 66],[ 75.18934911 186.81065089] ; [21.81065089 54.18934911],1
a6,1,0.000765,11.325261,[180  83] ; [36 40],[167.57522124  95.42477876] ; [48.42477876 27.57522124],1
d1,1,0.001194,10.500081,[142 121] ; [25 51],[129.56047198 133.43952802] ; [37.43952802 38.56047198],0
n2,1,0.001511,10.065721,[57 23] ; [14 21],[49.39130435 30.60869565] ; [21.60869565 13.39130435],0
s2,1,0.001732,9.813659,[118 144] ; [19 57],[106.19526627 155.80473373] ; [30.80473373 45.19526627],0
n3,1,0.002422,9.198443,[59 21] ; [15 19],[51.92982456 28.07017544] ; [22.07017544 11.92982456],0
a3,1,0.003159,8.713364,[169  94] ; [34 41],[157.9556213 105.0443787] ; [45.0443787 29.9556213],0
s3,1,0.004156,8.214452,[142 121] ; [26 48],[131.10979228 131.89020772] ; [36.89020772 37.10979228],0
p8,1,0.011477,6.389903,[121 141] ; [22 52],[111.50595238 150.49404762] ; [31.49404762 42.50595238],0
a5,1,0.014873,5.931419,[172  91] ; [38 38],[162.92035398 100.07964602] ; [47.07964602 28.92035398],0
p3,1,0.019066,5.495496,[104 158] ; [19 57],[ 95.34319527 166.65680473] ; [27.65680473 48.34319527],0
a2,1,0.021525,5.283771,[ 50 213] ; [ 6 70],[ 43.44542773 219.55457227] ; [12.55457227 63.44542773],0
p4,1,0.027985,4.828966,[134 128] ; [28 48],[125.5739645 136.4260355] ; [36.4260355 39.5739645],0
s5,1,0.03053,4.67919,[ 70 185] ; [11 62],[ 62.97256098 192.02743902] ; [18.02743902 54.97256098],0
n4,1,0.033301,4.530259,[180  83] ; [42 34],[172.2300885  90.7699115] ; [49.7699115 26.2300885],0
s7,1,0.03388,4.500772,[103 151] ; [19 52],[ 95.34769231 158.65230769] ; [26.65230769 44.34769231],0
u1,1,0.038115,4.299872,[ 37 226] ; [ 4 72],[ 31.80825959 231.19174041] ; [ 9.19174041 66.80825959],0
p6,1,0.039001,4.260838,[ 82 181] ; [14 60],[ 74.91988131 188.08011869] ; [21.08011869 52.91988131],0
a4,1,0.094821,2.790554,[105 158] ; [22 53],[ 98.81952663 164.18047337] ; [28.18047337 46.81952663],0
a1,1,0.094906,2.789132,[  9 254] ; [ 6 70],[ 11.63716814 251.36283186] ; [ 3.36283186 72.63716814],0
b1,1,0.112206,2.522875,[108 155] ; [39 37],[114.04424779 148.95575221] ; [32.95575221 43.04424779],0
s4,1,0.117471,2.450721,[ 47 212] ; [20 56],[ 51.8 207.2] ; [15.2 60.8],0
v2,1,0.149276,2.07963,[ 77 178] ; [16 58],[ 72.08206687 182.91793313] ; [20.91793313 53.08206687],0
u2,1,0.208905,1.578997,[49 43] ; [17 24],[45.65413534 46.34586466] ; [20.34586466 20.65413534],0
d2,1,0.235103,1.40972,[118 144] ; [28 47],[113.5074184 148.4925816] ; [32.4925816 42.5074184],0
p12,1,0.279327,1.170362,[ 10 252] ; [ 1 75],[  8.52662722 253.47337278] ; [ 2.47337278 73.52662722],0
n1,1,0.354958,0.855655,[30 50] ; [10 25],[27.82608696 52.17391304] ; [12.17391304 22.82608696],0
a8,1,0.479509,0.499981,[ 28 221] ; [ 6 66],[ 26.37383178 222.62616822] ; [ 7.62616822 64.37383178],0
b2,1,0.612161,0.25704,[37 98] ; [15 33],[38.36065574 96.63934426] ; [13.63934426 34.36065574],0
b3,1,0.612161,0.25704,[37 98] ; [15 33],[38.36065574 96.63934426] ; [13.63934426 34.36065574],0
b5,1,0.632709,0.228405,[150 113] ; [41 35],[148.179941 114.820059] ; [42.820059 33.179941],0
p5,1,0.639888,0.218888,[ 18 245] ; [ 4 71],[ 17.1183432 245.8816568] ; [ 4.8816568 70.1183432],0
n5,1,0.660765,0.192595,[166  95] ; [45 29],[164.39104478  96.60895522] ; [46.60895522 27.39104478],0
s1,1,0.691503,0.157463,[ 11 251] ; [ 4 72],[ 11.62721893 250.37278107] ; [ 3.37278107 72.62721893],0
b4,1,0.823239,0.049899,[145 118] ; [43 33],[145.85250737 117.14749263] ; [42.14749263 33.85250737],0
p1,1,0.857111,0.032419,[ 19 242] ; [ 6 70],[ 19.3620178 241.6379822] ; [ 5.6379822 70.3620178],0
