Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,60.303303,[19 85] ; [90 40],[48.44444444 55.55555556] ; [60.55555556 69.44444444],1
p8,1,1.6e-05,18.617911,[31 72] ; [76 54],[47.30042918 55.69957082] ; [59.69957082 70.30042918],1
p7,1,3.4e-05,17.185009,[48 52] ; [97 33],[63.04347826 36.95652174] ; [81.95652174 48.04347826],1
s6,1,6.1e-05,16.057245,[68 34] ; [114  15],[80.36363636 21.63636364] ; [101.63636364  27.36363636],1
p6,1,8.2e-05,15.514808,[20 84] ; [57 74],[34.07659574 69.92340426] ; [42.92340426 88.07659574],1
p2,1,0.001017,10.796948,[76 27] ; [118  13],[85.39316239 17.60683761] ; [108.60683761  22.39316239],0
p5,1,0.003248,8.662501,[  2 101] ; [ 16 114],[ 7.95708155 95.04291845] ; [ 10.04291845 119.95708155],0
s7,1,0.007102,7.246875,[50 51] ; [84 41],[59.88495575 41.11504425] ; [74.11504425 50.88495575],0
a5,1,0.008548,6.915007,[61 43] ; [98 33],[70.36595745 33.63404255] ; [88.63404255 42.36595745],0
s8,1,0.014974,5.919511,[39 65] ; [70 61],[48.23829787 55.76170213] ; [60.76170213 70.23829787],0
s2,1,0.022789,5.184529,[67 37] ; [102  29],[74.79148936 29.20851064] ; [94.20851064 36.79148936],0
n4,1,0.02423,5.078089,[69 35] ; [104  27],[76.56170213 27.43829787] ; [96.43829787 34.56170213],0
v4,1,0.045628,3.995288,[87 14] ; [123   8],[91.42241379  9.57758621] ; [118.57758621  12.42241379],0
u2,1,0.062795,3.461988,[15 23] ; [22 14],[19. 19.] ; [18. 18.],0
r4,1,0.063917,3.432718,[85 19] ; [118  13],[89.83829787 14.16170213] ; [113.16170213  17.83829787],0
n5,1,0.075122,3.167398,[66 37] ; [98 33],[72.18803419 30.81196581] ; [91.81196581 39.18803419],0
p12,1,0.079098,3.08333,[  3 100] ; [ 11 120],[ 6.16239316 96.83760684] ; [  7.83760684 123.16239316],0
p1,1,0.080517,3.054432,[ 4 98] ; [ 13 118],[ 7.44206009 94.55793991] ; [  9.55793991 121.44206009],0
d3,1,0.086979,2.929418,[63 40] ; [94 37],[69.10683761 33.89316239] ; [87.89316239 43.10683761],0
r1,1,0.091311,2.851109,[77 27] ; [108  22],[82.22222222 21.77777778] ; [102.77777778  27.22222222],0
d1,1,0.114157,2.495702,[52 52] ; [79 52],[57.97446809 46.02553191] ; [73.02553191 57.97446809],0
p11,1,0.124352,2.361626,[70 34] ; [100  31],[75.23404255 28.76595745] ; [94.76595745 36.23404255],0
a3,1,0.131919,2.269774,[65 39] ; [94 37],[70.36595745 33.63404255] ; [88.63404255 42.36595745],0
n6,1,0.14657,2.107586,[76 27] ; [107  24],[80.55128205 22.44871795] ; [102.44871795  28.55128205],0
