Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000627,11.692744,[31  2] ; [32 21],[24.1744186  8.8255814] ; [38.8255814 14.1744186],1
s6,1,0.001013,10.803229,[17 15] ; [10 43],[10.16470588 21.83529412] ; [16.83529412 36.16470588],0
v3,1,0.005058,7.858481,[15 17] ; [ 9 41],[ 9.36585366 22.63414634] ; [14.63414634 35.36585366],0
d4,1,0.005681,7.648877,[30  3] ; [34 19],[24.55813953  8.44186047] ; [39.44186047 13.55813953],0
p11,1,0.006931,7.290651,[19 14] ; [15 38],[13.04651163 19.95348837] ; [20.95348837 32.04651163],0
v1,1,0.008415,6.942988,[19 14] ; [15 37],[13.2 19.8] ; [20.8 31.2],0
p8,1,0.010581,6.534423,[10 22] ; [ 5 48],[ 5.64705882 26.35294118] ; [ 9.35294118 43.64705882],0
d1,1,0.01975,5.433828,[19 14] ; [17 36],[13.81395349 19.18604651] ; [22.18604651 30.81395349],0
b1,1,0.030479,4.682058,[ 9 24] ; [27 26],[13.81395349 19.18604651] ; [22.18604651 30.81395349],0
a5,1,0.033487,4.52072,[25  8] ; [28 25],[20.3372093 12.6627907] ; [32.6627907 20.3372093],0
u2,1,0.03998,4.218752,[8 2] ; [ 9 13],[5.3125 4.6875] ; [11.6875 10.3125],0
r1,1,0.044259,4.046643,[25  7] ; [30 23],[20.70588235 11.29411765] ; [34.29411765 18.70588235],0
s8,1,0.057992,3.593912,[ 9 24] ; [ 6 47],[ 5.75581395 27.24418605] ; [ 9.24418605 43.75581395],0
n4,1,0.058143,3.589586,[13 20] ; [32 21],[17.26744186 15.73255814] ; [27.73255814 25.26744186],0
n5,1,0.072015,3.236487,[ 8 25] ; [23 30],[11.89534884 21.10465116] ; [19.10465116 33.89534884],0
r4,1,0.072015,3.236487,[25  8] ; [30 23],[21.10465116 11.89534884] ; [33.89534884 19.10465116],0
d5,1,0.079328,3.078618,[27  6] ; [34 19],[23.40697674  9.59302326] ; [37.59302326 15.40697674],0
p4,1,0.080888,3.04696,[11 22] ; [ 9 44],[ 7.6744186 25.3255814] ; [12.3255814 40.6744186],0
s2,1,0.082041,3.023998,[14 19] ; [13 40],[10.36046512 22.63953488] ; [16.63953488 36.36046512],0
a1,1,0.114086,2.496687,[ 1 32] ; [ 7 46],[ 3.06976744 29.93023256] ; [ 4.93023256 48.06976744],0
p9,1,0.170084,1.882206,[20 12] ; [25 28],[16.94117647 15.05882353] ; [28.05882353 24.94117647],0
a6,1,0.180404,1.794295,[17 16] ; [35 18],[19.95348837 13.04651163] ; [32.04651163 20.95348837],0
s7,1,0.191587,1.705372,[ 9 22] ; [ 8 40],[ 6.67088608 24.32911392] ; [10.32911392 37.67088608],0
a8,1,0.200271,1.6404,[ 1 29] ; [ 6 46],[ 2.56097561 27.43902439] ; [ 4.43902439 47.56097561],0
a2,1,0.203771,1.615136,[ 2 31] ; [ 8 45],[ 3.8372093 29.1627907] ; [ 6.1627907 46.8372093],0
s4,1,0.218366,1.515077,[ 3 30] ; [10 43],[ 4.98837209 28.01162791] ; [ 8.01162791 44.98837209],0
p2,1,0.225062,1.471797,[20 13] ; [25 28],[17.26744186 15.73255814] ; [27.73255814 25.26744186],0
s5,1,0.287495,1.131313,[ 7 23] ; [ 7 43],[ 5.25 24.75] ; [ 8.75 41.25],0
d3,1,0.324979,0.968801,[21 12] ; [28 25],[18.80232558 14.19767442] ; [30.19767442 22.80232558],0
a3,1,0.346672,0.885602,[23 10] ; [31 21],[20.96470588 12.03529412] ; [33.03529412 18.96470588],0
s1,1,0.401181,0.704783,[ 1 31] ; [ 4 49],[ 1.88235294 30.11764706] ; [ 3.11764706 49.88235294],0
v4,1,0.404706,0.694299,[25  8] ; [35 17],[23.29411765  9.70588235] ; [36.70588235 15.29411765],0
n3,1,0.410854,0.676329,[8 4] ; [12 11],[6.85714286 5.14285714] ; [13.14285714  9.85714286],0
s3,1,0.413503,0.668706,[15 18] ; [19 33],[13.2 19.8] ; [20.8 31.2],0
p3,1,0.502581,0.449482,[ 8 24] ; [10 43],[ 6.77647059 25.22352941] ; [11.22352941 41.77647059],0
p10,1,0.512068,0.429838,[15 17] ; [21 32],[13.55294118 18.44705882] ; [22.44705882 30.55294118],0
b3,1,0.537094,0.380952,[8 8] ; [13 19],[7. 9.] ; [14. 18.],0
b2,1,0.537094,0.380952,[8 8] ; [13 19],[7. 9.] ; [14. 18.],0
p1,1,0.542186,0.371503,[ 3 30] ; [ 7 45],[ 3.88235294 29.11764706] ; [ 6.11764706 45.88235294],0
