Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.016434,5.755817,[28 23] ; [28  7],[33.20930233 17.79069767] ; [22.79069767 12.20930233],0
p2,1,0.031778,4.610434,[36 14] ; [31  3],[39.88095238 10.11904762] ; [27.11904762  6.88095238],0
s5,1,0.052916,3.746565,[ 7 43] ; [11 24],[10.58823529 39.41176471] ; [ 7.41176471 27.58823529],0
v4,1,0.057512,3.607718,[42  8] ; [33  1],[44.64285714  5.35714286] ; [30.35714286  3.64285714],0
u3,1,0.138795,2.191263,[12 10] ; [6 1],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
a1,1,0.15268,2.045269,[ 1 50] ; [ 3 32],[ 2.37209302 48.62790698] ; [ 1.62790698 33.37209302],0
p1,1,0.15268,2.045269,[ 1 50] ; [ 3 32],[ 2.37209302 48.62790698] ; [ 1.62790698 33.37209302],0
a6,1,0.155054,2.021816,[36 14] ; [20 15],[32.94117647 17.05882353] ; [23.05882353 11.94117647],0
s3,1,0.16801,1.900611,[31 20] ; [15 18],[27.92857143 23.07142857] ; [18.07142857 14.92857143],0
n1,1,0.16962,1.886299,[ 3 13] ; [4 5],[ 4.48 11.52] ; [2.52 6.48],0
v2,1,0.223029,1.484775,[20 26] ; [20 15],[22.71604938 23.28395062] ; [17.28395062 17.71604938],0
s1,1,0.226218,1.464487,[ 5 46] ; [ 1 33],[ 3.6 47.4] ; [ 2.4 31.6],0
p3,1,0.249314,1.327143,[22 29] ; [19 15],[24.6 26.4] ; [16.4 17.6],0
r1,1,0.293221,1.104774,[34 17] ; [27  8],[36.1744186 14.8255814] ; [24.8255814 10.1744186],0
b3,1,0.299274,1.077426,[ 4 25] ; [ 6 18],[ 5.47169811 23.52830189] ; [ 4.52830189 19.47169811],0
b2,1,0.299274,1.077426,[ 4 25] ; [ 6 18],[ 5.47169811 23.52830189] ; [ 4.52830189 19.47169811],0
n5,1,0.329936,0.949151,[23 28] ; [19 15],[25.2 25.8] ; [16.8 17.2],0
p9,1,0.347006,0.884375,[33 18] ; [26  9],[34.98837209 16.01162791] ; [24.01162791 10.98837209],0
a7,1,0.369372,0.805776,[34 17] ; [20 15],[32.02325581 18.97674419] ; [21.97674419 13.02325581],0
s4,1,0.39386,0.726991,[11 40] ; [ 5 30],[ 9.48837209 41.51162791] ; [ 6.51162791 28.48837209],0
s8,1,0.409542,0.680131,[16 35] ; [14 21],[17.79069767 33.20930233] ; [12.20930233 22.79069767],0
p6,1,0.425525,0.635007,[16 34] ; [13 19],[17.68292683 32.31707317] ; [11.31707317 20.68292683],0
n2,1,0.444651,0.584251,[13  4] ; [8 1],[13.73076923  3.26923077] ; [7.26923077 1.73076923],0
b4,1,0.448855,0.573543,[29 22] ; [17 18],[27.27906977 23.72093023] ; [18.72093023 16.27906977],0
b5,1,0.459971,0.545966,[31 20] ; [24 11],[32.61627907 18.38372093] ; [22.38372093 12.61627907],0
r2,1,0.515501,0.422886,[39 12] ; [28  6],[40.2 10.8] ; [26.8  7.2],0
p8,1,0.537406,0.380369,[26 24] ; [20 14],[27.38095238 22.61904762] ; [18.61904762 15.38095238],0
s7,1,0.546807,0.363069,[18 26] ; [12 23],[16.70886076 27.29113924] ; [13.29113924 21.70886076],0
r4,1,0.570241,0.32228,[35 16] ; [26  9],[36.1744186 14.8255814] ; [24.8255814 10.1744186],0
d1,1,0.573518,0.316831,[25 26] ; [15 20],[23.72093023 27.27906977] ; [16.27906977 18.72093023],0
d5,1,0.584244,0.299424,[37 13] ; [24 11],[35.88235294 14.11764706] ; [25.11764706  9.88235294],0
p4,1,0.585641,0.297203,[30 21] ; [22 12],[31.2 19.8] ; [20.8 13.2],0
d3,1,0.619291,0.246865,[32 17] ; [21 14],[30.91666667 18.08333333] ; [22.08333333 12.91666667],0
n4,1,0.631254,0.230364,[25 26] ; [19 16],[26.09302326 24.90697674] ; [17.90697674 17.09302326],0
