Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.952789,[39  8] ; [58 81],[24.51075269 22.48924731] ; [72.48924731 66.51075269],1
s2,1,5e-06,20.798034,[30 17] ; [ 37 101],[17.02162162 29.97837838] ; [49.97837838 88.02162162],1
s3,1,0.00017,14.135873,[32 14] ; [52 86],[21. 25.] ; [63. 75.],1
s8,1,0.00806,7.020074,[19 28] ; [ 29 110],[12.12903226 34.87096774] ; [ 35.87096774 103.12903226],0
n6,1,0.022989,5.169367,[37 10] ; [84 55],[30.57526882 16.42473118] ; [90.42473118 48.57526882],0
d4,1,0.026289,4.936892,[41  6] ; [98 40],[35.31351351 11.68648649] ; [103.68648649  34.31351351],0
r2,1,0.028873,4.775169,[44  2] ; [115  24],[39.53513514  6.46486486] ; [119.46486486  19.53513514],0
s4,1,0.036251,4.385269,[14 33] ; [ 22 117],[ 9.09677419 37.90322581] ; [ 26.90322581 112.09677419],0
r3,1,0.05072,3.817485,[45  2] ; [118  21],[41.18817204  5.81182796] ; [121.81182796  17.18817204],0
s7,1,0.060974,3.510684,[16 27] ; [ 30 102],[11.30285714 31.69714286] ; [34.69714286 97.30285714],0
b5,1,0.102939,2.659405,[22 25] ; [84 55],[26.78494624 20.21505376] ; [79.21505376 59.78494624],0
p9,1,0.117776,2.446643,[37  9] ; [93 43],[32.85714286 13.14285714] ; [97.14285714 38.85714286],0
a4,1,0.119793,2.420021,[17 30] ; [ 34 105],[12.88709677 34.11290323] ; [ 38.11290323 100.88709677],0
p10,1,0.122363,2.386813,[34 12] ; [84 53],[29.66120219 16.33879781] ; [88.33879781 48.66120219],0
b1,1,0.162309,1.952584,[12 35] ; [51 88],[15.91935484 31.08064516] ; [47.08064516 91.91935484],0
p11,1,0.171076,1.873493,[33 14] ; [82 57],[29.05913978 17.94086022] ; [85.94086022 53.05913978],0
d2,1,0.173957,1.848504,[20 27] ; [44 95],[16.17204301 30.82795699] ; [47.82795699 91.17204301],0
d1,1,0.229338,1.444963,[24 23] ; [57 82],[20.46774194 26.53225806] ; [60.53225806 78.46774194],0
n5,1,0.247165,1.339257,[13 34] ; [51 87],[16.25945946 30.74054054] ; [47.74054054 90.25945946],0
